item_id,parent_ids,mass_nominal_kg,mass_low_kg,mass_high_kg,material_class,prior_disposition,decomposition_action,priority,reason,next_step
ebf3_motor_coupling_flexible_element_set,ebf3_motor_couplings,0.14,0.056,0.35,composite,keep_ebf3_leaf,defer_split_import_fallback,medium,"Precision mechanical part may be locally manufacturable eventually, but low mass or hidden tolerances make direct import acceptable for first sim.",Import for conservative first run; split into races/gears/shafts/lube only if sensitivity demands.
ebf3_motor_coupling_hub_set,ebf3_motor_couplings,0.28,0.112,0.7,metal,keep_ebf3_leaf,route_as_leaf,medium,"Single-material/function leaf; no further BOM split needed before process routing, but performance gates must remain explicit.",Route to material/process candidate with performance gate for motion tolerance/load/lubrication.
ebf3_motor_mount_bracket_fastener_interface_set,ebf3_motor_mount_brackets,0.15,0.06,0.375,metal,keep_ebf3_leaf,route_as_leaf,medium,"Single-material/function leaf; no further BOM split needed before process routing, but performance gates must remain explicit.",Route to material/process candidate with performance gate for motion tolerance/load/lubrication; stiffness/tolerance/interface fit.
ebf3_motor_mount_bracket_plate_set,ebf3_motor_mount_brackets,0.65,0.26,1.625,metal,keep_ebf3_leaf,route_as_leaf,medium,"Single-material/function leaf; no further BOM split needed before process routing, but performance gates must remain explicit.",Route to material/process candidate with performance gate for motion tolerance/load/lubrication; stiffness/tolerance/interface fit.
ebf3_motor_mount_bracket_spacer_set,ebf3_motor_mount_brackets,0.2,0.08,0.5,metal,keep_ebf3_leaf,route_as_leaf,medium,"Single-material/function leaf; no further BOM split needed before process routing, but performance gates must remain explicit.",Route to material/process candidate with performance gate for motion tolerance/load/lubrication; stiffness/tolerance/interface fit.
ebf3_moveable_build_platform_clamp_slot_set,ebf3_moveable_build_platform,0.7,0.35,1.4,precision_metal,keep_ebf3_leaf,route_as_leaf,medium,"Single-material/function leaf; no further BOM split needed before process routing, but performance gates must remain explicit.",Route to material/process candidate with performance gate for stiffness/tolerance/interface fit.
ebf3_moveable_build_platform_plate,ebf3_moveable_build_platform,5.6,2.8,11.2,precision_metal,expand_but_flag,route_as_leaf,high,"Single-material/function leaf; no further BOM split needed before process routing, but performance gates must remain explicit.",Route to material/process candidate with performance gate for stiffness/tolerance/interface fit.
ebf3_moveable_build_platform_return_contact_pad,ebf3_moveable_build_platform,0.4,0.2,0.8,conductive_metal,keep_ebf3_leaf,route_as_leaf,medium,Simple material/function leaf; decomposition would add process detail but not change first-order import mass.,Route directly to KB material/process candidate.
ebf3_multi_channel_driver_control_board,ebf3_multi_channel_driver_module,1.2,0.48,3,electronic,keep_ebf3_leaf,import_as_leaf,high,Electronic/control item has no trusted lunar electronics process route; direct import is more honest than pseudo-decomposition.,Count as Earth import in conservative simulation.
ebf3_multi_channel_driver_enclosure,ebf3_multi_channel_driver_module,0.6,0.24,1.5,metal,expand_but_flag,route_as_leaf,medium,Simple material/function leaf; decomposition would add process detail but not change first-order import mass.,Route directly to KB material/process candidate.
ebf3_multi_channel_heat_sink,ebf3_multi_channel_driver_module,1.2,0.6,2.4,metal,expand_but_flag,route_as_leaf,medium,"Single-material/function leaf; no further BOM split needed before process routing, but performance gates must remain explicit.",Route to material/process candidate with performance gate for thermal load/temperature rise.
ebf3_multi_channel_power_driver_stage_set,ebf3_multi_channel_driver_module,2.2,0.88,5.5,electronic,keep_ebf3_leaf,import_as_leaf,high,Electronic/control item has no trusted lunar electronics process route; direct import is more honest than pseudo-decomposition.,Count as Earth import in conservative simulation.
ebf3_positioning_axis_base_plate,ebf3_four_axis_positioning_system,3,1.2,7.5,metal,expand_but_flag,route_as_leaf,medium,"Single-material/function leaf; no further BOM split needed before process routing, but performance gates must remain explicit.",Route to material/process candidate with performance gate for motion tolerance/load/lubrication; stiffness/tolerance/interface fit.
ebf3_positioning_base_frame_crossmember_set,ebf3_positioning_base_frame,2.2,1.1,4.4,metal,expand_but_flag,route_as_leaf,medium,"Single-material/function leaf; no further BOM split needed before process routing, but performance gates must remain explicit.",Route to material/process candidate with performance gate for stiffness/tolerance/interface fit.
ebf3_positioning_base_frame_mounting_foot_set,ebf3_positioning_base_frame,0.8,0.4,1.6,metal,expand_but_flag,route_as_leaf,medium,"Single-material/function leaf; no further BOM split needed before process routing, but performance gates must remain explicit.",Route to material/process candidate with performance gate for stiffness/tolerance/interface fit.
ebf3_positioning_base_frame_rail_set,ebf3_positioning_base_frame,4,2,8,metal,expand_but_flag,route_as_leaf,medium,"Single-material/function leaf; no further BOM split needed before process routing, but performance gates must remain explicit.",Route to material/process candidate with performance gate for stiffness/tolerance/interface fit.
ebf3_positioning_bellows_end_retainer_set,ebf3_positioning_bellows_cover,0.18,0.09,0.36,metal,keep_ebf3_leaf,route_as_leaf,medium,Simple material/function leaf; decomposition would add process detail but not change first-order import mass.,Route directly to KB material/process candidate.
ebf3_positioning_bellows_folded_cover,ebf3_positioning_bellows_cover,0.55,0.275,1.1,metal,keep_ebf3_leaf,route_as_leaf,medium,Simple material/function leaf; decomposition would add process detail but not change first-order import mass.,Route directly to KB material/process candidate.
ebf3_positioning_bellows_mounting_tab_set,ebf3_positioning_bellows_cover,0.07,0.035,0.14,metal,keep_ebf3_leaf,route_as_leaf,medium,Simple material/function leaf; decomposition would add process detail but not change first-order import mass.,Route directly to KB material/process candidate.
ebf3_positioning_feedthrough_air_side_connector,ebf3_positioning_electrical_feedthrough,0.08,0.0264,0.24,composite,keep_ebf3_leaf,import_as_leaf,medium,"Connector/terminal item is low-mass, mixed-material, and rating-sensitive; direct import avoids invented contact/body/dielectric manufacturing.",Count as Earth import for first run; split only for a later connector-specific study.
ebf3_positioning_feedthrough_flange,ebf3_positioning_electrical_feedthrough,0.2,0.066,0.6,metal,expand_but_flag,route_as_leaf,medium,Already split to a material/function leaf; process routing should use mass bounds plus performance gates rather than further BOM decomposition.,Proceed to KB process route classification with performance gate.
ebf3_positioning_feedthrough_insulator_body,ebf3_positioning_electrical_feedthrough,0.4,0.132,1.2,ceramic,expand_but_flag,route_as_leaf,medium,Already split to a material/function leaf; process routing should use mass bounds plus performance gates rather than further BOM decomposition.,Proceed to KB process route classification with performance gate.
ebf3_positioning_feedthrough_motor_power_pin_set,ebf3_positioning_electrical_feedthrough,0.18,0.0594,0.54,conductive_metal,expand_but_flag,route_as_leaf,medium,Already split to a material/function leaf; process routing should use mass bounds plus performance gates rather than further BOM decomposition.,Proceed to KB process route classification with performance gate.
ebf3_positioning_feedthrough_shield_termination_interface,ebf3_positioning_electrical_feedthrough,0.05,0.0165,0.15,conductive_metal,keep_ebf3_leaf,route_as_leaf,medium,"Single-material/function leaf; no further BOM split needed before process routing, but performance gates must remain explicit.",Route to material/process candidate with performance gate for voltage/current/dielectric rating; vacuum leak rate/outgassing.
ebf3_positioning_feedthrough_signal_pin_set,ebf3_positioning_electrical_feedthrough,0.08,0.0264,0.24,conductive_metal,expand_but_flag,route_as_leaf,medium,Already split to a material/function leaf; process routing should use mass bounds plus performance gates rather than further BOM decomposition.,Proceed to KB process route classification with performance gate.
ebf3_positioning_feedthrough_vacuum_side_connector,ebf3_positioning_electrical_feedthrough,0.08,0.0264,0.24,composite,keep_ebf3_leaf,import_as_leaf,medium,"Connector/terminal item is low-mass, mixed-material, and rating-sensitive; direct import avoids invented contact/body/dielectric manufacturing.",Count as Earth import for first run; split only for a later connector-specific study.
ebf3_positioning_motor_cable_insulation_set,ebf3_vacuum_compatible_motor_cabling,0.24,0.0792,0.72,polymer,keep_ebf3_leaf,route_as_leaf,medium,"Single-material/function leaf; no further BOM split needed before process routing, but performance gates must remain explicit.",Route to material/process candidate with performance gate for voltage/current/dielectric rating; motion tolerance/load/lubrication.
ebf3_positioning_motor_cable_shield_set,ebf3_vacuum_compatible_motor_cabling,0.16,0.0528,0.48,metal,keep_ebf3_leaf,route_as_leaf,medium,"Single-material/function leaf; no further BOM split needed before process routing, but performance gates must remain explicit.",Route to material/process candidate with performance gate for voltage/current/dielectric rating; motion tolerance/load/lubrication.
ebf3_positioning_motor_cable_termination_set,ebf3_vacuum_compatible_motor_cabling,0.08,0.0264,0.24,composite,keep_ebf3_leaf,defer_split_import_fallback,medium,Composite/mixed-material leaf is small; splitting may be unnecessary for first sim unless it controls a critical capability.,Use import fallback now; split only if sensitivity/high-risk subsystem requires it.
ebf3_positioning_motor_power_conductor_set,ebf3_vacuum_compatible_motor_cabling,0.32,0.1056,0.96,metal,expand_but_flag,route_as_leaf,medium,Already split to a material/function leaf; process routing should use mass bounds plus performance gates rather than further BOM decomposition.,Proceed to KB process route classification with performance gate.
ebf3_positioning_signal_cable_insulation_set,ebf3_vacuum_compatible_signal_cabling,0.2,0.066,0.6,polymer,keep_ebf3_leaf,route_as_leaf,medium,"Single-material/function leaf; no further BOM split needed before process routing, but performance gates must remain explicit.",Route to material/process candidate with performance gate for voltage/current/dielectric rating.
ebf3_positioning_signal_cable_shield_set,ebf3_vacuum_compatible_signal_cabling,0.18,0.0594,0.54,metal,keep_ebf3_leaf,route_as_leaf,medium,"Single-material/function leaf; no further BOM split needed before process routing, but performance gates must remain explicit.",Route to material/process candidate with performance gate for voltage/current/dielectric rating.
ebf3_positioning_signal_cable_termination_set,ebf3_vacuum_compatible_signal_cabling,0.08,0.0264,0.24,composite,keep_ebf3_leaf,defer_split_import_fallback,medium,Composite/mixed-material leaf is small; splitting may be unnecessary for first sim unless it controls a critical capability.,Use import fallback now; split only if sensitivity/high-risk subsystem requires it.
ebf3_positioning_signal_conductor_set,ebf3_vacuum_compatible_signal_cabling,0.24,0.0792,0.72,metal,expand_but_flag,route_as_leaf,medium,Already split to a material/function leaf; process routing should use mass bounds plus performance gates rather than further BOM decomposition.,Proceed to KB process route classification with performance gate.
ebf3_power_electronics_cooling_duct_or_line_set,ebf3_power_electronics_thermal_management,0.7,0.35,1.4,composite,keep_ebf3_leaf,split_implemented_parent,high,"Child BOM implemented under an explicit lunar-vacuum conduction/cold-plate baseline. This is an architecture assumption, not source-fixed geometry.",Route its child leaves in the post-split process route queue with architecture_assumption flag.
ebf3_power_electronics_cooling_plate_set,ebf3_power_electronics_thermal_management,2,1,4,metal,expand_but_flag,route_as_leaf,medium,"Single-material/function leaf; no further BOM split needed before process routing, but performance gates must remain explicit.",Route to material/process candidate with performance gate for thermal load/temperature rise; stiffness/tolerance/interface fit.
ebf3_power_electronics_fan_or_pump_module,ebf3_power_electronics_thermal_management,1.5,0.6,3.75,electronic,keep_ebf3_leaf,import_as_leaf,high,Complex electronic/optical/electron-gun item with low-confidence local capability; splitting now would be a large research task for limited first-sim value.,Count as Earth import in first simulation; split only if this import mass dominates the result.
ebf3_power_electronics_heat_sink_set,ebf3_power_electronics_thermal_management,3,1.5,6,metal,expand_but_flag,route_as_leaf,medium,"Single-material/function leaf; no further BOM split needed before process routing, but performance gates must remain explicit.",Route to material/process candidate with performance gate for thermal load/temperature rise.
ebf3_power_electronics_thermal_interface_set,ebf3_power_electronics_thermal_management,0.8,0.4,1.6,composite,expand_but_flag,route_as_leaf,medium,"Thermal interface is already a material/interface leaf; it may be imported, but further BOM split is not needed before process routing.",Route as thermal-interface material with outgassing/temperature gate or import if no KB process exists.
ebf3_power_input_gland_body,ebf3_power_input_cable_gland,0.5,0.25,1,metal,keep_ebf3_leaf,route_as_leaf,medium,Simple material/function leaf; decomposition would add process detail but not change first-order import mass.,Route directly to KB material/process candidate.
ebf3_power_input_gland_seal,ebf3_power_input_cable_gland,0.3,0.099,0.9,polymer,expand_but_flag,route_as_leaf,medium,"Single-material/function leaf; no further BOM split needed before process routing, but performance gates must remain explicit.",Route to material/process candidate with performance gate for vacuum leak rate/outgassing.
ebf3_pressure_adjustment_knob_body,ebf3_pressure_adjustment_knob,0.13,0.065,0.26,polymer,keep_ebf3_leaf,route_as_leaf,medium,Simple material/function leaf; decomposition would add process detail but not change first-order import mass.,Route directly to KB material/process candidate.
ebf3_pressure_adjustment_threaded_insert,ebf3_pressure_adjustment_knob,0.07,0.035,0.14,metal,keep_ebf3_leaf,route_as_leaf,medium,Simple material/function leaf; decomposition would add process detail but not change first-order import mass.,Route directly to KB material/process candidate.
ebf3_pressure_spring,ebf3_wire_feeder,0.3,0.15,0.6,metal,keep_ebf3_leaf,route_as_leaf,medium,Simple material/function leaf; decomposition would add process detail but not change first-order import mass.,Route directly to KB material/process candidate.
ebf3_primary_transformer_core,ebf3_primary_isolation_transformer,1.5,0.6,3.75,metal,expand_but_flag,route_as_leaf,high,Already split to a material/function leaf; process routing should use mass bounds plus performance gates rather than further BOM decomposition.,Proceed to KB process route classification with performance gate.
ebf3_primary_transformer_insulation_set,ebf3_primary_isolation_transformer,0.6,0.24,1.5,insulator,keep_ebf3_leaf,route_as_leaf,medium,Already split to a material/function leaf; process routing should use mass bounds plus performance gates rather than further BOM decomposition.,Proceed to KB process route classification with performance gate.
ebf3_primary_transformer_mount,ebf3_primary_isolation_transformer,0.6,0.24,1.5,metal,keep_ebf3_leaf,route_as_leaf,medium,Already split to a material/function leaf; process routing should use mass bounds plus performance gates rather than further BOM decomposition.,Proceed to KB process route classification with performance gate.
ebf3_primary_transformer_winding_set,ebf3_primary_isolation_transformer,1.3,0.52,3.25,metal,keep_ebf3_leaf,route_as_leaf,high,Already split to a material/function leaf; process routing should use mass bounds plus performance gates rather than further BOM decomposition.,Proceed to KB process route classification with performance gate.
ebf3_realtime_processor_board,ebf3_realtime_control_processor,0.55,0.22,1.375,electronic,keep_ebf3_leaf,import_as_leaf,high,Complex electronic/optical/electron-gun item with low-confidence local capability; splitting now would be a large research task for limited first-sim value.,Count as Earth import in first simulation; split only if this import mass dominates the result.
ebf3_realtime_processor_connector_set,ebf3_realtime_control_processor,0.2,0.066,0.6,electronic,expand_but_flag,import_as_leaf,medium,"Connector/terminal item is low-mass, mixed-material, and rating-sensitive; direct import avoids invented contact/body/dielectric manufacturing.",Count as Earth import for first run; split only for a later connector-specific study.
ebf3_ripple_inductor_core,ebf3_ripple_damping_inductor,0.35,0.14,0.875,metal,keep_ebf3_leaf,route_as_leaf,medium,Already split to a material/function leaf; process routing should use mass bounds plus performance gates rather than further BOM decomposition.,Proceed to KB process route classification with performance gate.
ebf3_ripple_inductor_insulation_set,ebf3_ripple_damping_inductor,0.12,0.048,0.3,insulator,keep_ebf3_leaf,route_as_leaf,medium,Already split to a material/function leaf; process routing should use mass bounds plus performance gates rather than further BOM decomposition.,Proceed to KB process route classification with performance gate.
ebf3_ripple_inductor_mount,ebf3_ripple_damping_inductor,0.08,0.032,0.2,metal,keep_ebf3_leaf,route_as_leaf,medium,Already split to a material/function leaf; process routing should use mass bounds plus performance gates rather than further BOM decomposition.,Proceed to KB process route classification with performance gate.
ebf3_ripple_inductor_winding,ebf3_ripple_damping_inductor,0.45,0.18,1.125,metal,keep_ebf3_leaf,route_as_leaf,medium,Already split to a material/function leaf; process routing should use mass bounds plus performance gates rather than further BOM decomposition.,Proceed to KB process route classification with performance gate.
ebf3_rotary_axis_bearing_inner_ring,ebf3_rotary_axis_bearing,1.1,0.44,2.75,metal,keep_ebf3_leaf,route_as_leaf,high,Already split to a material/function leaf; process routing should use mass bounds plus performance gates rather than further BOM decomposition.,Proceed to KB process route classification with performance gate.
ebf3_rotary_axis_bearing_outer_ring,ebf3_rotary_axis_bearing,1.3,0.52,3.25,metal,keep_ebf3_leaf,route_as_leaf,high,Already split to a material/function leaf; process routing should use mass bounds plus performance gates rather than further BOM decomposition.,Proceed to KB process route classification with performance gate.
ebf3_rotary_axis_bearing_retainer,ebf3_rotary_axis_bearing,0.4,0.16,1,metal,keep_ebf3_leaf,route_as_leaf,medium,Already split to a material/function leaf; process routing should use mass bounds plus performance gates rather than further BOM decomposition.,Proceed to KB process route classification with performance gate.
ebf3_rotary_axis_bearing_rolling_element_set,ebf3_rotary_axis_bearing,1.2,0.48,3,metal,keep_ebf3_leaf,route_as_leaf,high,Already split to a material/function leaf; process routing should use mass bounds plus performance gates rather than further BOM decomposition.,Proceed to KB process route classification with performance gate.
ebf3_rotary_axis_table_hub,ebf3_rotary_axis_table,1.4,0.56,3.5,precision_metal,keep_ebf3_leaf,route_as_leaf,medium,"Single-material/function leaf; no further BOM split needed before process routing, but performance gates must remain explicit.",Route to material/process candidate with performance gate for motion tolerance/load/lubrication.
ebf3_rotary_axis_table_mounting_pattern,ebf3_rotary_axis_table,0.6,0.24,1.5,precision_metal,keep_ebf3_leaf,route_as_leaf,medium,"Single-material/function leaf; no further BOM split needed before process routing, but performance gates must remain explicit.",Route to material/process candidate with performance gate for motion tolerance/load/lubrication.
ebf3_rotary_axis_table_plate,ebf3_rotary_axis_table,3,1.2,7.5,precision_metal,expand_but_flag,route_as_leaf,medium,"Single-material/function leaf; no further BOM split needed before process routing, but performance gates must remain explicit.",Route to material/process candidate with performance gate for motion tolerance/load/lubrication; stiffness/tolerance/interface fit.
ebf3_rotary_encoder_read_head,ebf3_rotary_encoder,0.22,0.088,0.55,electronic,expand_but_flag,import_as_leaf,medium,Electronic/control item has no trusted lunar electronics process route; direct import is more honest than pseudo-decomposition.,Count as Earth import in conservative simulation.
ebf3_rotary_encoder_scale_ring,ebf3_rotary_encoder,0.18,0.072,0.45,glass,expand_but_flag,route_as_leaf,medium,"Single-material/function leaf; no further BOM split needed before process routing, but performance gates must remain explicit.",Route to material/process candidate with performance gate for motion tolerance/load/lubrication.
ebf3_rotary_worm_shaft,ebf3_four_axis_positioning_system,1.5,0.6,3.75,metal,expand_but_flag,defer_split_import_fallback,medium,"Precision mechanical part may be locally manufacturable eventually, but low mass or hidden tolerances make direct import acceptable for first sim.",Import for conservative first run; split into races/gears/shafts/lube only if sensitivity demands.
ebf3_rotary_worm_wheel,ebf3_four_axis_positioning_system,2,0.8,5,metal,expand_but_flag,defer_split_import_fallback,medium,"Precision mechanical part may be locally manufacturable eventually, but low mass or hidden tolerances make direct import acceptable for first sim.",Import for conservative first run; split into races/gears/shafts/lube only if sensitivity demands.
ebf3_safety_logic_board,ebf3_safety_blocking_logic,0.55,0.22,1.375,electronic,keep_ebf3_leaf,import_as_leaf,high,Complex electronic/optical/electron-gun item with low-confidence local capability; splitting now would be a large research task for limited first-sim value.,Count as Earth import in first simulation; split only if this import mass dominates the result.
ebf3_safety_relay_or_interlock_set,ebf3_safety_blocking_logic,0.45,0.225,0.9,electronic,keep_ebf3_leaf,import_as_leaf,medium,Electronic/control item has no trusted lunar electronics process route; direct import is more honest than pseudo-decomposition.,Count as Earth import in conservative simulation.
ebf3_sectioned_hv_step_up_transformer,ebf3_hv_section_module_set,10,3.3,30,composite,expand_but_flag,split_implemented_parent,high,"Child BOM implemented at function-level for core, windings, insulation, leads, support, and oil interface marker. Exact HV design remains unresolved.",Route its child leaves in the post-split process route queue; expect several import-or-flag outcomes.
ebf3_sensor_interface_board,ebf3_sensor_interface_module,0.35,0.14,0.875,electronic,keep_ebf3_leaf,import_as_leaf,medium,Complex electronic/optical/electron-gun item with low-confidence local capability; splitting now would be a large research task for limited first-sim value.,Count as Earth import in first simulation; split only if this import mass dominates the result.
ebf3_sensor_interface_connector_set,ebf3_sensor_interface_module,0.1,0.033,0.3,electronic,expand_but_flag,import_as_leaf,medium,"Connector/terminal item is low-mass, mixed-material, and rating-sensitive; direct import avoids invented contact/body/dielectric manufacturing.",Count as Earth import for first run; split only for a later connector-specific study.
ebf3_sensor_interface_shield,ebf3_sensor_interface_module,0.05,0.02,0.125,metal,keep_ebf3_leaf,route_as_leaf,medium,Simple material/function leaf; decomposition would add process detail but not change first-order import mass.,Route directly to KB material/process candidate.
ebf3_sensor_signal_conditioning_front_end,ebf3_sensor_interface_module,0.2,0.08,0.5,electronic,keep_ebf3_leaf,import_as_leaf,medium,Complex electronic/optical/electron-gun item with low-confidence local capability; splitting now would be a large research task for limited first-sim value.,Count as Earth import in first simulation; split only if this import mass dominates the result.
ebf3_spatter_shield_mounting_tab_set,ebf3_spatter_shielding,0.15,0.075,0.3,metal,keep_ebf3_leaf,route_as_leaf,medium,Simple material/function leaf; decomposition would add process detail but not change first-order import mass.,Route directly to KB material/process candidate.
ebf3_spatter_shield_retainer_set,ebf3_spatter_shielding,0.25,0.125,0.5,metal,keep_ebf3_leaf,route_as_leaf,medium,Simple material/function leaf; decomposition would add process detail but not change first-order import mass.,Route directly to KB material/process candidate.
ebf3_spool_brake_adjuster_knob,ebf3_spool_brake_adjuster,0.07,0.035,0.14,metal,keep_ebf3_leaf,route_as_leaf,medium,Simple material/function leaf; decomposition would add process detail but not change first-order import mass.,Route directly to KB material/process candidate.
ebf3_spool_brake_washer,ebf3_wire_feeder,0.08,0.04,0.16,metal,expand_but_flag,route_as_leaf,medium,Simple material/function leaf; decomposition would add process detail but not change first-order import mass.,Route directly to KB material/process candidate.
ebf3_spool_hub,ebf3_wire_feeder,0.6,0.3,1.2,metal,keep_ebf3_leaf,route_as_leaf,medium,Simple material/function leaf; decomposition would add process detail but not change first-order import mass.,Route directly to KB material/process candidate.
ebf3_spool_retaining_ring,ebf3_wire_feeder,0.03,0.015,0.06,metal,keep_ebf3_leaf,route_as_leaf,medium,Simple material/function leaf; decomposition would add process detail but not change first-order import mass.,Route directly to KB material/process candidate.
ebf3_spool_support_shaft,ebf3_wire_feeder,0.5,0.25,1,metal,expand_but_flag,route_as_leaf,medium,"Single-material/function leaf; no further BOM split needed before process routing, but performance gates must remain explicit.",Route to material/process candidate with performance gate for stiffness/tolerance/interface fit.
ebf3_substrate_clamp_insulating_pad_set,ebf3_substrate_clamp,0.2,0.1,0.4,ceramic,keep_ebf3_leaf,route_as_leaf,medium,"Single-material/function leaf; no further BOM split needed before process routing, but performance gates must remain explicit.",Route to material/process candidate with performance gate for stiffness/tolerance/interface fit.
ebf3_substrate_clamp_jaw_set,ebf3_substrate_clamp,0.55,0.275,1.1,metal,keep_ebf3_leaf,route_as_leaf,medium,"Single-material/function leaf; no further BOM split needed before process routing, but performance gates must remain explicit.",Route to material/process candidate with performance gate for stiffness/tolerance/interface fit.
ebf3_tank_side_bushing_cable_socket_interface,ebf3_tank_side_hv_output_bushing,0.2,0.066,0.6,composite,keep_ebf3_leaf,import_as_leaf,medium,"Connector/terminal item is low-mass, mixed-material, and rating-sensitive; direct import avoids invented contact/body/dielectric manufacturing.",Count as Earth import for first run; split only for a later connector-specific study.
ebf3_tank_side_bushing_central_conductor,ebf3_tank_side_hv_output_bushing,0.25,0.0825,0.75,metal,keep_ebf3_leaf,route_as_leaf,medium,Already split to a material/function leaf; process routing should use mass bounds plus performance gates rather than further BOM decomposition.,Proceed to KB process route classification with performance gate.
ebf3_tank_side_bushing_field_grading_shield,ebf3_tank_side_hv_output_bushing,0.12,0.0396,0.36,conductive_metal,keep_ebf3_leaf,route_as_leaf,medium,Already split to a material/function leaf; process routing should use mass bounds plus performance gates rather than further BOM decomposition.,Proceed to KB process route classification with performance gate.
ebf3_tank_side_bushing_insulator_body,ebf3_tank_side_hv_output_bushing,0.75,0.2475,2.25,ceramic,keep_ebf3_leaf,route_as_leaf,medium,Already split to a material/function leaf; process routing should use mass bounds plus performance gates rather than further BOM decomposition.,Proceed to KB process route classification with performance gate.
ebf3_tank_side_bushing_mounting_flange,ebf3_tank_side_hv_output_bushing,0.3,0.099,0.9,metal,keep_ebf3_leaf,route_as_leaf,medium,Already split to a material/function leaf; process routing should use mass bounds plus performance gates rather than further BOM decomposition.,Proceed to KB process route classification with performance gate.
ebf3_thermal_imager_housing,ebf3_thermal_imaging_monitoring_system,0.2,0.1,0.4,metal,expand_but_flag,route_as_leaf,medium,"Single-material/function leaf; no further BOM split needed before process routing, but performance gates must remain explicit.",Route to material/process candidate with performance gate for thermal load/temperature rise.
ebf3_thermal_imager_lens_assembly,ebf3_thermal_imaging_monitoring_system,0.25,0.0825,0.75,glass,keep_ebf3_leaf,import_as_leaf,medium,Complex electronic/optical/electron-gun item with low-confidence local capability; splitting now would be a large research task for limited first-sim value.,Count as Earth import in first simulation; split only if this import mass dominates the result.
ebf3_thermal_imager_processing_board,ebf3_thermal_imaging_monitoring_system,0.2,0.08,0.5,electronic,keep_ebf3_leaf,import_as_leaf,medium,Complex electronic/optical/electron-gun item with low-confidence local capability; splitting now would be a large research task for limited first-sim value.,Count as Earth import in first simulation; split only if this import mass dominates the result.
ebf3_thermal_imager_sensor_module,ebf3_thermal_imaging_monitoring_system,0.35,0.14,0.875,electronic,keep_ebf3_leaf,import_as_leaf,medium,Complex electronic/optical/electron-gun item with low-confidence local capability; splitting now would be a large research task for limited first-sim value.,Count as Earth import in first simulation; split only if this import mass dominates the result.
ebf3_thermal_isolation_standoff_body_set,ebf3_thermal_isolation_standoffs,0.3,0.15,0.6,insulator,keep_ebf3_leaf,route_as_leaf,medium,"Single-material/function leaf; no further BOM split needed before process routing, but performance gates must remain explicit.",Route to material/process candidate with performance gate for thermal load/temperature rise.
ebf3_thermal_isolation_standoff_fastener_interface_set,ebf3_thermal_isolation_standoffs,0.04,0.02,0.08,metal,keep_ebf3_leaf,route_as_leaf,medium,"Single-material/function leaf; no further BOM split needed before process routing, but performance gates must remain explicit.",Route to material/process candidate with performance gate for thermal load/temperature rise.
ebf3_thermal_isolation_standoff_washer_set,ebf3_thermal_isolation_standoffs,0.06,0.03,0.12,insulator,keep_ebf3_leaf,route_as_leaf,medium,"Single-material/function leaf; no further BOM split needed before process routing, but performance gates must remain explicit.",Route to material/process candidate with performance gate for thermal load/temperature rise.
ebf3_timebase_oscillator_module,ebf3_data_logger_timebase,0.1,0.04,0.25,electronic,keep_ebf3_leaf,import_as_leaf,medium,Complex electronic/optical/electron-gun item with low-confidence local capability; splitting now would be a large research task for limited first-sim value.,Count as Earth import in first simulation; split only if this import mass dominates the result.
ebf3_transformer_insulation_barrier_set,ebf3_transformer_insulation_spacers,0.6,0.24,1.5,insulator,keep_ebf3_leaf,route_as_leaf,medium,Simple material/function leaf; decomposition would add process detail but not change first-order import mass.,Route directly to KB material/process candidate.
ebf3_transformer_spacer_post_set,ebf3_transformer_insulation_spacers,0.4,0.16,1,insulator,keep_ebf3_leaf,route_as_leaf,medium,Simple material/function leaf; decomposition would add process detail but not change first-order import mass.,Route directly to KB material/process candidate.
ebf3_visible_camera_housing,ebf3_visible_camera,0.3,0.15,0.6,metal,keep_ebf3_leaf,route_as_leaf,medium,Simple material/function leaf; decomposition would add process detail but not change first-order import mass.,Route directly to KB material/process candidate.
ebf3_visible_camera_lens_assembly,ebf3_visible_camera,0.25,0.0825,0.75,glass,keep_ebf3_leaf,import_as_leaf,medium,Complex electronic/optical/electron-gun item with low-confidence local capability; splitting now would be a large research task for limited first-sim value.,Count as Earth import in first simulation; split only if this import mass dominates the result.
ebf3_visible_camera_sensor_module,ebf3_visible_camera,0.3,0.12,0.75,electronic,keep_ebf3_leaf,import_as_leaf,medium,Complex electronic/optical/electron-gun item with low-confidence local capability; splitting now would be a large research task for limited first-sim value.,Count as Earth import in first simulation; split only if this import mass dominates the result.
ebf3_wire_feed_control_board,ebf3_wire_feed_control_module,0.45,0.18,1.125,electronic,keep_ebf3_leaf,import_as_leaf,medium,Electronic/control item has no trusted lunar electronics process route; direct import is more honest than pseudo-decomposition.,Count as Earth import in conservative simulation.
ebf3_wire_feed_control_connector_set,ebf3_wire_feed_control_module,0.15,0.0495,0.45,electronic,expand_but_flag,import_as_leaf,medium,"Connector/terminal item is low-mass, mixed-material, and rating-sensitive; direct import avoids invented contact/body/dielectric manufacturing.",Count as Earth import for first run; split only for a later connector-specific study.
ebf3_wire_feed_control_shield,ebf3_wire_feed_control_module,0.1,0.05,0.2,metal,keep_ebf3_leaf,route_as_leaf,medium,Simple material/function leaf; decomposition would add process detail but not change first-order import mass.,Route directly to KB material/process candidate.
