item_id,item_path,mass_kg,item_material,route_material_basis,route_decision,simulation_import_mass_policy,recipe,is_import,issue_types,severity,name,notes
ebf3_gun_trajectory_corrector_mount,kb/items/parts/ebf3_gun_trajectory_corrector_mount.yaml,0.04,steel,steel_stock,lunar_candidate_flagged,sensitivity_flag,recipe_ebf3_gun_trajectory_corrector_mount,,,,EBF3 gun trajectory corrector mount,Child of ebf3_gun_trajectory_corrector. Mount for EBF3 gun trajectory corrector.
ebf3_gun_trajectory_corrector_pole_piece_set,kb/items/parts/ebf3_gun_trajectory_corrector_pole_piece_set.yaml,0.18,electrical_steel_or_soft_iron,electrical_steel,route_gap,import_until_gap_resolved,,True,,,EBF3 gun trajectory corrector pole piece set,Child of ebf3_gun_trajectory_corrector. Pole piece set for EBF3 gun trajectory corrector.
ebf3_heater_supply_current_regulator_board,kb/items/parts/ebf3_heater_supply_current_regulator_board.yaml,1.4,electronic,electronic,import_as_leaf,import_nominal,,True,item_material_family_only;route_material_basis_family_only,high,EBF3 heater supply current regulator board,Child of ebf3_cathode_heater_supply. Current regulator board for EBF3 cathode heater supply.
ebf3_heater_supply_enclosure,kb/items/parts/ebf3_heater_supply_enclosure.yaml,0.6,steel,steel,lunar_candidate,local_nominal,recipe_ebf3_heater_supply_enclosure,,,,EBF3 heater supply enclosure,Child of ebf3_cathode_heater_supply. Enclosure for EBF3 cathode heater supply.
ebf3_heater_supply_heat_sink,kb/items/parts/ebf3_heater_supply_heat_sink.yaml,1.2,aluminum,aluminum_heat_sink,lunar_candidate_flagged,sensitivity_flag,recipe_ebf3_heater_supply_heat_sink,,,,EBF3 heater supply heat sink,Child of ebf3_cathode_heater_supply. Heat sink for EBF3 cathode heater supply.
ebf3_heater_supply_output_terminal_set,kb/items/parts/ebf3_heater_supply_output_terminal_set.yaml,0.5,electronic,mixed_electrical_or_polymer_harness,earth_import,import_nominal,,True,item_material_family_only,medium,EBF3 heater supply output terminal set,Child of ebf3_cathode_heater_supply. Output terminal set for EBF3 cathode heater supply.
ebf3_heater_supply_power_stage,kb/items/parts/ebf3_heater_supply_power_stage.yaml,1.3,electronic,electronic,import_as_leaf,import_nominal,,True,item_material_family_only;route_material_basis_family_only,high,EBF3 heater supply power stage,Child of ebf3_cathode_heater_supply. Power stage for EBF3 cathode heater supply.
ebf3_hv_bleeder_chain_insulating_support,kb/items/parts/ebf3_hv_bleeder_chain_insulating_support.yaml,0.16,insulator,alumina_ceramic_or_fused_silica,route_gap,import_until_gap_resolved,,True,item_material_family_only,medium,EBF3 hv bleeder chain insulating support,Child of ebf3_hv_discharge_bleeder_resistor_chain. Insulating support for EBF3 HV discharge bleeder resistor chain.
ebf3_hv_bleeder_chain_terminal_set,kb/items/parts/ebf3_hv_bleeder_chain_terminal_set.yaml,0.08,conductive_metal,aluminum_or_copper_conductor,import_as_leaf,import_nominal,,True,item_material_family_only,medium,EBF3 hv bleeder chain terminal set,Child of ebf3_hv_discharge_bleeder_resistor_chain. Terminal set for EBF3 HV discharge bleeder resistor chain.
ebf3_hv_bleeder_resistor_element_stack,kb/items/parts/ebf3_hv_bleeder_resistor_element_stack.yaml,0.36,electronic,electronic,import_as_leaf,import_nominal,,True,item_material_family_only;route_material_basis_family_only,medium,EBF3 hv bleeder resistor element stack,Child of ebf3_hv_discharge_bleeder_resistor_chain. Resistor element stack for EBF3 HV discharge bleeder resistor chain.
ebf3_hv_cable_braided_shield,kb/items/parts/ebf3_hv_cable_braided_shield.yaml,0.18,conductive_metal,plain_steel_or_aluminum_braid,route_gap,import_until_gap_resolved,,True,item_material_family_only,medium,EBF3 HV cable braided shield,Level-3 child of HV-9. Cable shield braid around the HV cable insulation system. Adopted from HV cable source evidence for braided shielding.
ebf3_hv_cable_central_conductor,kb/items/parts/ebf3_hv_cable_central_conductor.yaml,0.22,conductive_metal,aluminum_conductor,route_gap,import_until_gap_resolved,,True,item_material_family_only,medium,EBF3 HV cable central conductor,Level-3 child of HV-9. Main conductor within the high-voltage cable carrying accelerating potential from the HV tank toward the gun.
ebf3_hv_cable_dielectric_insulation,kb/items/parts/ebf3_hv_cable_dielectric_insulation.yaml,0.36,polymer_dielectric,polymer_hv_dielectric,earth_import,import_nominal,,True,,,EBF3 HV cable dielectric insulation,Level-3 child of HV-9. Bulk high-voltage dielectric insulation around the central conductor.
ebf3_hv_cable_outer_jacket,kb/items/parts/ebf3_hv_cable_outer_jacket.yaml,0.16,polymer,silicone_rubber,earth_import,import_nominal,,True,item_material_family_only,medium,EBF3 HV cable outer jacket,Level-3 child of HV-9. Outer protective jacket for the HV cable assembly.
ebf3_hv_cable_semiconductive_stress_control_layer,kb/items/parts/ebf3_hv_cable_semiconductive_stress_control_layer.yaml,0.08,conductive_polymer_composite,conductive_polymer_composite,earth_import,import_nominal,,True,,,EBF3 HV cable semiconductive stress-control layer,Level-3 child of HV-9. Semiconductive layer or stress-control interface within the HV cable insulation system.
ebf3_hv_drain_valve,kb/items/parts/ebf3_hv_drain_valve.yaml,0.2,steel,steel_stock,route_gap,import_until_gap_resolved,,True,,,EBF3 HV tank drain valve,Child of HV-13. Drain valve or drain fitting for transformer insulating fluid.
ebf3_hv_fill_port,kb/items/parts/ebf3_hv_fill_port.yaml,0.12,steel,steel,lunar_candidate_flagged,sensitivity_flag,recipe_ebf3_hv_fill_port,,,,EBF3 HV tank fill port,Child of HV-13. Fill port for transformer insulating fluid.
ebf3_hv_lead_conductor_set,kb/items/parts/ebf3_hv_lead_conductor_set.yaml,0.6,aluminum,aluminum_conductor,route_gap,import_until_gap_resolved,,True,,,EBF3 HV lead conductor set,"Child of HV-6. Oil-side high-voltage conductors between transformer, rectifier/filter sections, and output bushing."
ebf3_hv_lead_support_standoff_set,kb/items/parts/ebf3_hv_lead_support_standoff_set.yaml,0.2,insulator,alumina_ceramic_v0,route_gap,import_until_gap_resolved,,True,item_material_family_only,medium,EBF3 HV lead support standoff set,"Child of HV-6. Insulating supports for oil-side HV leads. This is local lead support, not the full transformer insulation spacer system."
ebf3_hv_output_filter_capacitor,kb/items/parts/ebf3_hv_output_filter_capacitor.yaml,2.0,electronic,electronic,import_as_leaf,import_nominal,,True,item_material_family_only;route_material_basis_family_only,high,EBF3 HV output filter capacitor,HV-5 functional constituent of `ebf3_hv_section_module_set`. See research/ebf3_bom_sources/organized/hv_tank_core_decomposition_plan.md. First-pass manufacturing/import route is recorded in the linked EBF3 route-review recipe.
ebf3_hv_pressure_relief_seal,kb/items/parts/ebf3_hv_pressure_relief_seal.yaml,0.08,polymer,silicone_rubber,earth_import,import_nominal,,True,item_material_family_only,medium,EBF3 HV tank pressure relief seal,Child of HV-13. Seal for pressure relief hardware.
ebf3_hv_pressure_relief_valve_body,kb/items/parts/ebf3_hv_pressure_relief_valve_body.yaml,0.22,steel,steel_stock,lunar_candidate_flagged,sensitivity_flag,recipe_ebf3_hv_pressure_relief_valve_body,,,,EBF3 HV tank pressure relief valve body,Child of HV-13. Pressure relief body or vent hardware for the oil-filled HV tank.
ebf3_hv_rectifier_stack_tank_side,kb/items/parts/ebf3_hv_rectifier_stack_tank_side.yaml,2.5,electronic,electronic,import_as_leaf,import_nominal,,True,item_material_family_only;route_material_basis_family_only,high,EBF3 tank-side HV rectifier stack,HV-4 functional constituent of `ebf3_hv_section_module_set`. See research/ebf3_bom_sources/organized/hv_tank_core_decomposition_plan.md. First-pass manufacturing/import route is recorded in the linked EBF3 route-review recipe.
ebf3_hv_return_current_monitor_insulating_mount,kb/items/parts/ebf3_hv_return_current_monitor_insulating_mount.yaml,0.12,insulator,alumina_ceramic_v0,route_gap,import_until_gap_resolved,,True,item_material_family_only,medium,EBF3 hv return current monitor insulating mount,"Child of ebf3_hv_output_return_current_monitor. Insulating mount for the HV-side current monitor package. It keeps sensor isolation visible without deciding monitor topology, creepage/clearance, ceramic/polymer material, or mechanical geometry. First-pass manufacturing/import route is recorded in th"
ebf3_hv_return_current_monitor_signal_lead,kb/items/parts/ebf3_hv_return_current_monitor_signal_lead.yaml,0.12,composite,composite,defer_split_import_fallback,import_until_gap_resolved,,True,item_material_family_only;route_material_basis_family_only,medium,EBF3 hv return current monitor signal lead,"Child of ebf3_hv_output_return_current_monitor. Shielded low-voltage signal lead from the HV-side current-monitor package toward controls acquisition. It does not own ADC, signal conditioning, or controls logic. Shield termination, isolation, routing, and first-pass manufacturing/import route is rec"
ebf3_hv_return_current_sensing_element,kb/items/parts/ebf3_hv_return_current_sensing_element.yaml,0.16,electronic,electronic,import_as_leaf,import_nominal,,True,item_material_family_only;route_material_basis_family_only,medium,EBF3 hv return current sensing element,"Child of ebf3_hv_output_return_current_monitor. Primary HV-side current sensing element for the output or return current monitor. This is a package marker only; shunt/CT/Hall choice, return-leg placement, insulation rating, signal isolation, and first-pass manufacturing/import route is recorded in t"
ebf3_hv_rounded_terminal_set,kb/items/parts/ebf3_hv_rounded_terminal_set.yaml,0.4,conductive_metal,aluminum_or_copper_conductor,import_as_leaf,import_nominal,,True,item_material_family_only,medium,EBF3 HV rounded terminal set,"Child of HV-6. Rounded terminals, studs, or stress-reducing conductor ends for oil-side HV connections."
ebf3_hv_service_plug_set,kb/items/parts/ebf3_hv_service_plug_set.yaml,0.08,composite,composite,defer_split_import_fallback,import_until_gap_resolved,,True,item_material_family_only;route_material_basis_family_only,medium,EBF3 HV tank service plug set,Child of HV-13. Plugs or caps for oil service openings.
ebf3_hv_tank_bonding_anchor,kb/items/parts/ebf3_hv_tank_bonding_anchor.yaml,0.08,steel_or_aluminum,steel_or_aluminum_grounding_anchor,lunar_candidate,local_nominal,recipe_ebf3_hv_tank_bonding_anchor,,,,EBF3 HV tank bonding anchor,Child of HV-15. Local anchor or stud for tank bonding/shield connection.
ebf3_hv_tank_ground_lug,kb/items/parts/ebf3_hv_tank_ground_lug.yaml,0.12,steel_or_aluminum,aluminum_or_steel_lug,lunar_candidate,local_nominal,recipe_ebf3_hv_tank_ground_lug,,,,EBF3 HV tank ground lug,Child of HV-15. External protective ground lug for bonding the tank enclosure. This is not the complete HV return path.
ebf3_hv_tank_lid,kb/items/parts/ebf3_hv_tank_lid.yaml,2.0,steel,steel,lunar_candidate_flagged,sensitivity_flag,recipe_ebf3_hv_tank_lid,,,,EBF3 HV tank lid,Child of HV-1. Removable or sealed lid for the HV tank enclosure.
ebf3_hv_tank_lid_seal,kb/items/parts/ebf3_hv_tank_lid_seal.yaml,0.5,polymer,metal_gasket_or_imported_vacuum_elastomer,route_gap,import_until_gap_resolved,,True,item_material_family_only,medium,EBF3 HV tank lid seal,Child of HV-1. Oil-compatible seal for the HV tank lid.
ebf3_hv_tank_shell,kb/items/parts/ebf3_hv_tank_shell.yaml,8.0,steel,steel_sheet_or_shell,route_gap,import_until_gap_resolved,,True,,,EBF3 HV tank shell,Child of HV-1. Main oil-containing tank shell for high-voltage components.
ebf3_hv_tank_temperature_probe,kb/items/parts/ebf3_hv_tank_temperature_probe.yaml,0.04,electronic,electronic,import_as_leaf,import_nominal,,True,item_material_family_only;route_material_basis_family_only,medium,EBF3 hv tank temperature probe,Child of ebf3_hv_tank_temperature_sensor. Temperature probe for EBF3 HV tank temperature sensor.
ebf3_hv_tank_temperature_sensor_lead_set,kb/items/parts/ebf3_hv_tank_temperature_sensor_lead_set.yaml,0.04,composite,composite,defer_split_import_fallback,import_until_gap_resolved,,True,item_material_family_only;route_material_basis_family_only,medium,EBF3 hv tank temperature sensor lead set,Child of ebf3_hv_tank_temperature_sensor. Sensor lead set for EBF3 HV tank temperature sensor.
ebf3_hv_tank_temperature_sensor_mount,kb/items/parts/ebf3_hv_tank_temperature_sensor_mount.yaml,0.02,steel,steel,lunar_candidate_flagged,sensitivity_flag,recipe_ebf3_hv_tank_temperature_sensor_mount,,,,EBF3 hv tank temperature sensor mount,Child of ebf3_hv_tank_temperature_sensor. Sensor mount for EBF3 HV tank temperature sensor.
ebf3_hv_transformer_insulating_fluid,kb/items/parts/ebf3_hv_transformer_insulating_fluid.yaml,8.0,polymer,silicone_rubber,earth_import,import_nominal,,True,item_material_family_only,high,EBF3 HV transformer insulating fluid,HV-2. Silicone/silicon oil or transformer insulating fluid for the main oil-filled high-voltage tank dielectric isolation and heat transfer. This item is an intentional Level-2 material/consumable leaf. It owns the main tank fluid; do not duplicate it under the gun-side oil tank unless a separate gu
ebf3_hv_transformer_internal_hv_lead_set,kb/items/parts/ebf3_hv_transformer_internal_hv_lead_set.yaml,0.6,conductive_metal,aluminum_or_copper_hv_lead,route_gap,import_until_gap_resolved,,True,item_material_family_only,medium,EBF3 HV transformer internal HV lead set,Internal high-voltage lead set for the EBF3 sectioned HV step-up transformer. Child of `ebf3_sectioned_hv_step_up_transformer` from research/ebf3_bom_sources/organized/split_before_route_leaf_decomposition_plan.md. This is not local-ready and has no manufacturing recipe.
ebf3_hv_transformer_interwinding_insulation_set,kb/items/parts/ebf3_hv_transformer_interwinding_insulation_set.yaml,1.5,insulator,high_voltage_insulation_material,earth_import,import_nominal,,True,item_material_family_only,high,EBF3 HV transformer interwinding insulation set,Inter-winding insulation/barrier set for the EBF3 sectioned HV step-up transformer. Child of `ebf3_sectioned_hv_step_up_transformer` from research/ebf3_bom_sources/organized/split_before_route_leaf_decomposition_plan.md. This is not local-ready and has no manufacturing recipe.
ebf3_hv_transformer_magnetic_core_set,kb/items/parts/ebf3_hv_transformer_magnetic_core_set.yaml,3.0,magnetic_material,electrical_steel_sheet,route_gap,import_until_gap_resolved,,True,item_material_family_only,high,EBF3 HV transformer magnetic core set,Magnetic core set for the EBF3 sectioned HV step-up transformer. Child of `ebf3_sectioned_hv_step_up_transformer` from research/ebf3_bom_sources/organized/split_before_route_leaf_decomposition_plan.md. This is not local-ready and has no manufacturing recipe.
ebf3_hv_transformer_oil_interface_marker,kb/items/parts/ebf3_hv_transformer_oil_interface_marker.yaml,0.5,composite,transformer_oil_interface_material,earth_import,import_nominal,,True,item_material_family_only,medium,EBF3 HV transformer oil interface marker,Boundary marker for transformer oil/interface features in the EBF3 sectioned HV step-up transformer. Child of `ebf3_sectioned_hv_step_up_transformer` from research/ebf3_bom_sources/organized/split_before_route_leaf_decomposition_plan.md. This is not local-ready and has no manufacturing recipe.
ebf3_hv_transformer_primary_winding_set,kb/items/parts/ebf3_hv_transformer_primary_winding_set.yaml,1.2,copper,copper_magnet_wire,earth_import,import_nominal,,True,,,EBF3 HV transformer primary winding set,Primary winding set for the EBF3 sectioned HV step-up transformer. Child of `ebf3_sectioned_hv_step_up_transformer` from research/ebf3_bom_sources/organized/split_before_route_leaf_decomposition_plan.md. This is not local-ready and has no manufacturing recipe.
ebf3_hv_transformer_secondary_winding_set,kb/items/parts/ebf3_hv_transformer_secondary_winding_set.yaml,2.2,copper,copper_magnet_wire,earth_import,import_nominal,,True,,,EBF3 HV transformer secondary winding set,Secondary winding set for the EBF3 sectioned HV step-up transformer. Child of `ebf3_sectioned_hv_step_up_transformer` from research/ebf3_bom_sources/organized/split_before_route_leaf_decomposition_plan.md. This is not local-ready and has no manufacturing recipe.
ebf3_hv_transformer_section_support_structure,kb/items/parts/ebf3_hv_transformer_section_support_structure.yaml,1.0,insulator,alumina_ceramic_v0,route_gap,import_until_gap_resolved,,True,item_material_family_only,high,EBF3 HV transformer section support structure,Section support structure for the EBF3 sectioned HV step-up transformer. Child of `ebf3_sectioned_hv_step_up_transformer` from research/ebf3_bom_sources/organized/split_before_route_leaf_decomposition_plan.md. This is not local-ready and has no manufacturing recipe.
ebf3_hv_voltage_divider_insulating_support,kb/items/parts/ebf3_hv_voltage_divider_insulating_support.yaml,0.1,insulator,alumina_ceramic_v0,route_gap,import_until_gap_resolved,,True,item_material_family_only,medium,EBF3 hv voltage divider insulating support,Child of ebf3_hv_output_voltage_divider_sensing. Insulating support for EBF3 HV output voltage divider sensing hardware.
ebf3_hv_voltage_divider_low_voltage_sense_board,kb/items/parts/ebf3_hv_voltage_divider_low_voltage_sense_board.yaml,0.08,electronic,electronic,import_as_leaf,import_nominal,,True,item_material_family_only;route_material_basis_family_only,medium,EBF3 hv voltage divider low voltage sense board,Child of ebf3_hv_output_voltage_divider_sensing. Low-voltage sense board for EBF3 HV output voltage divider sensing hardware.
ebf3_hv_voltage_divider_resistor_stack,kb/items/parts/ebf3_hv_voltage_divider_resistor_stack.yaml,0.28,electronic,electronic,import_as_leaf,import_nominal,,True,item_material_family_only;route_material_basis_family_only,medium,EBF3 hv voltage divider resistor stack,Child of ebf3_hv_output_voltage_divider_sensing. Divider resistor stack for EBF3 HV output voltage divider sensing hardware.
ebf3_hv_voltage_divider_shielded_lead,kb/items/parts/ebf3_hv_voltage_divider_shielded_lead.yaml,0.04,composite,composite,defer_split_import_fallback,import_until_gap_resolved,,True,item_material_family_only;route_material_basis_family_only,medium,EBF3 hv voltage divider shielded lead,Child of ebf3_hv_output_voltage_divider_sensing. Shielded signal lead for EBF3 HV output voltage divider sensing hardware.
ebf3_input_rectifier_busbar_set,kb/items/parts/ebf3_input_rectifier_busbar_set.yaml,0.7,aluminum,aluminum_busbar,lunar_candidate_flagged,sensitivity_flag,recipe_ebf3_input_rectifier_busbar_set,,,,EBF3 input rectifier busbar set,Child of ebf3_input_rectifier. Busbar set for EBF3 input rectifier.
ebf3_input_rectifier_diode_module_set,kb/items/parts/ebf3_input_rectifier_diode_module_set.yaml,1.2,electronic,electronic,import_as_leaf,import_nominal,,True,item_material_family_only;route_material_basis_family_only,high,EBF3 input rectifier diode module set,Child of ebf3_input_rectifier. Diode module set for EBF3 input rectifier.
ebf3_input_rectifier_gate_or_sense_board,kb/items/parts/ebf3_input_rectifier_gate_or_sense_board.yaml,0.3,electronic,electronic,import_as_leaf,import_nominal,,True,item_material_family_only;route_material_basis_family_only,medium,EBF3 input rectifier gate or sense board,Child of ebf3_input_rectifier. Sense board for EBF3 input rectifier.
ebf3_input_rectifier_heat_sink,kb/items/parts/ebf3_input_rectifier_heat_sink.yaml,0.8,aluminum,aluminum_heat_sink,lunar_candidate_flagged,sensitivity_flag,recipe_ebf3_input_rectifier_heat_sink,,,,EBF3 input rectifier heat sink,Child of ebf3_input_rectifier. Heat sink for EBF3 input rectifier.
ebf3_intermediate_wire_guide_body,kb/items/parts/ebf3_intermediate_wire_guide_body.yaml,0.16,steel,steel_stock,lunar_candidate,local_nominal,recipe_ebf3_intermediate_wire_guide_body,,,,EBF3 intermediate wire guide body,Child of ebf3_intermediate_wire_guide. Guide body for EBF3 intermediate wire guide.
ebf3_intermediate_wire_guide_wear_insert,kb/items/parts/ebf3_intermediate_wire_guide_wear_insert.yaml,0.09,ceramic,alumina_ceramic,lunar_candidate_flagged,sensitivity_flag,recipe_ebf3_intermediate_wire_guide_wear_insert,,item_material_family_only,medium,EBF3 intermediate wire guide wear insert,Child of ebf3_intermediate_wire_guide. Wear insert for EBF3 intermediate wire guide.
ebf3_linear_encoder_mounting_bracket_set,kb/items/parts/ebf3_linear_encoder_mounting_bracket_set.yaml,0.3,steel,steel,lunar_candidate,local_nominal,recipe_ebf3_linear_encoder_mounting_bracket_set,,,,EBF3 linear encoder mounting bracket set,Child of ebf3_linear_encoder_scales. Mounting bracket set for EBF3 linear encoder scales.
ebf3_linear_encoder_read_head_set,kb/items/parts/ebf3_linear_encoder_read_head_set.yaml,0.45,electronic,electronic,import_as_leaf,import_nominal,,True,item_material_family_only;route_material_basis_family_only,medium,EBF3 linear encoder read head set,Child of ebf3_linear_encoder_scales. Read head set for EBF3 linear encoder scales.
ebf3_linear_encoder_scale_strip_set,kb/items/parts/ebf3_linear_encoder_scale_strip_set.yaml,0.75,glass,precision_glass_scale,earth_import,import_nominal,,True,item_material_family_only,medium,EBF3 linear encoder scale strip set,Child of ebf3_linear_encoder_scales. Encoder scale strip set for EBF3 linear encoder scales.
ebf3_linear_guide_carriage_block_set,kb/items/parts/ebf3_linear_guide_carriage_block_set.yaml,1.1,precision_metal,steel_stock,route_gap,import_until_gap_resolved,,True,item_material_family_only,high,EBF3 linear guide carriage block set,Level-3 child of FS-4. Carriage block bodies for the linear guide system.
ebf3_linear_guide_carriage_retainer_set,kb/items/parts/ebf3_linear_guide_carriage_retainer_set.yaml,0.25,steel,steel,lunar_candidate_flagged,sensitivity_flag,recipe_ebf3_linear_guide_carriage_retainer_set,,,,EBF3 linear guide carriage retainer set,Level-3 child of FS-4. Retainers or end hardware for keeping carriage rolling elements captive.
ebf3_linear_guide_carriage_rolling_element_set,kb/items/parts/ebf3_linear_guide_carriage_rolling_element_set.yaml,0.55,precision_metal,bearing_steel,route_gap,import_until_gap_resolved,,True,item_material_family_only,medium,EBF3 linear guide carriage rolling element set,Level-3 child of FS-4. Ball or roller elements for the linear guide carriages.
ebf3_linear_guide_rail_body_set,kb/items/parts/ebf3_linear_guide_rail_body_set.yaml,2.4,hardened_steel,hardened_steel_rail,route_gap,import_until_gap_resolved,,True,,,EBF3 linear guide rail body set,Child of ebf3_linear_guide_rails. Linear rail body set for EBF3 linear guide rails.
ebf3_linear_guide_rail_end_stop_set,kb/items/parts/ebf3_linear_guide_rail_end_stop_set.yaml,0.3,steel,steel_stock,lunar_candidate,local_nominal,recipe_ebf3_linear_guide_rail_end_stop_set,,,,EBF3 linear guide rail end stop set,Child of ebf3_linear_guide_rails. Rail end stop set for EBF3 linear guide rails.
ebf3_linear_guide_rail_mounting_hole_datum_set,kb/items/parts/ebf3_linear_guide_rail_mounting_hole_datum_set.yaml,0.3,steel,precision_steel,lunar_candidate,local_nominal,recipe_ebf3_linear_guide_rail_mounting_hole_datum_set,,,,EBF3 linear guide rail mounting hole datum set,Child of ebf3_linear_guide_rails. Mounting hole/datum feature set for EBF3 linear guide rails.
ebf3_lv_distribution_breaker_or_fuse_set,kb/items/parts/ebf3_lv_distribution_breaker_or_fuse_set.yaml,1.2,electronic,electronic,import_as_leaf,import_nominal,,True,item_material_family_only;route_material_basis_family_only,high,EBF3 lv distribution breaker or fuse set,Child of ebf3_low_voltage_distribution_panel. Breaker or fuse set for EBF3 low-voltage distribution panel.
ebf3_lv_distribution_busbar_set,kb/items/parts/ebf3_lv_distribution_busbar_set.yaml,1.1,aluminum,aluminum_busbar,lunar_candidate,local_nominal,recipe_ebf3_lv_distribution_busbar_set,,,,EBF3 lv distribution busbar set,Child of ebf3_low_voltage_distribution_panel. Distribution busbar set for EBF3 low-voltage distribution panel.
ebf3_lv_distribution_panel_plate,kb/items/parts/ebf3_lv_distribution_panel_plate.yaml,0.8,steel,steel_plate_or_sheet,lunar_candidate,local_nominal,recipe_ebf3_lv_distribution_panel_plate,,,,EBF3 lv distribution panel plate,Child of ebf3_low_voltage_distribution_panel. Panel plate for EBF3 low-voltage distribution panel.
ebf3_lv_distribution_terminal_block_set,kb/items/parts/ebf3_lv_distribution_terminal_block_set.yaml,0.9,electronic,mixed_electrical_or_polymer_harness,earth_import,import_nominal,,True,item_material_family_only,medium,EBF3 lv distribution terminal block set,Child of ebf3_low_voltage_distribution_panel. Terminal block set for EBF3 low-voltage distribution panel.
ebf3_matching_network_busbar_set,kb/items/parts/ebf3_matching_network_busbar_set.yaml,0.6,aluminum,aluminum_alloy_ingot,lunar_candidate_flagged,sensitivity_flag,recipe_ebf3_matching_network_busbar_set,,,,EBF3 matching network busbar set,Child of ebf3_inverter_matching_network. Busbar set for EBF3 inverter matching network.
ebf3_matching_network_capacitor_set,kb/items/parts/ebf3_matching_network_capacitor_set.yaml,1.2,electronic,electronic,import_as_leaf,import_nominal,,True,item_material_family_only;route_material_basis_family_only,high,EBF3 matching network capacitor set,Child of ebf3_inverter_matching_network. Matching capacitor set for EBF3 inverter matching network.
ebf3_matching_network_inductor_bobbin_or_insulation_set,kb/items/parts/ebf3_matching_network_inductor_bobbin_or_insulation_set.yaml,0.18,insulator,alumina_ceramic_v0,route_gap,import_until_gap_resolved,,True,item_material_family_only,medium,EBF3 matching network inductor bobbin or insulation set,Bobbin/insulation support for the EBF3 matching network inductor set. Child of `ebf3_matching_network_inductor_set` from research/ebf3_bom_sources/organized/split_before_route_leaf_decomposition_plan.md. This is not local-ready and has no manufacturing recipe.
ebf3_matching_network_inductor_core_set,kb/items/parts/ebf3_matching_network_inductor_core_set.yaml,0.45,magnetic_material,ferrite_or_laminated_iron,route_gap,import_until_gap_resolved,,True,item_material_family_only,medium,EBF3 matching network inductor core set,Magnetic core set for the EBF3 matching network inductor set. Child of `ebf3_matching_network_inductor_set` from research/ebf3_bom_sources/organized/split_before_route_leaf_decomposition_plan.md. This is not local-ready and has no manufacturing recipe.
ebf3_matching_network_inductor_mounting_base_set,kb/items/parts/ebf3_matching_network_inductor_mounting_base_set.yaml,0.14,steel_or_aluminum,steel_or_aluminum,lunar_candidate,local_nominal,recipe_ebf3_matching_network_inductor_mounting_base_set,,,,EBF3 matching network inductor mounting base set,Mounting/base hardware for the EBF3 matching network inductor set. Child of `ebf3_matching_network_inductor_set` from research/ebf3_bom_sources/organized/split_before_route_leaf_decomposition_plan.md.
ebf3_matching_network_inductor_terminal_set,kb/items/parts/ebf3_matching_network_inductor_terminal_set.yaml,0.08,conductive_metal,aluminum_terminal,lunar_candidate_flagged,sensitivity_flag,recipe_ebf3_matching_network_inductor_terminal_set,,item_material_family_only,medium,EBF3 matching network inductor terminal set,Terminal lead set for the EBF3 matching network inductor set. Child of `ebf3_matching_network_inductor_set` from research/ebf3_bom_sources/organized/split_before_route_leaf_decomposition_plan.md.
ebf3_matching_network_inductor_winding_set,kb/items/parts/ebf3_matching_network_inductor_winding_set.yaml,0.45,copper,copper_wire_magnet,earth_import,import_nominal,,True,,,EBF3 matching network inductor winding set,Conductor winding set for the EBF3 matching network inductor set. Child of `ebf3_matching_network_inductor_set` from research/ebf3_bom_sources/organized/split_before_route_leaf_decomposition_plan.md. This is not local-ready and has no manufacturing recipe.
ebf3_matching_network_mounting_frame,kb/items/parts/ebf3_matching_network_mounting_frame.yaml,0.9,steel,steel_structural_stock,lunar_candidate,local_nominal,recipe_ebf3_matching_network_mounting_frame,,,,EBF3 matching network mounting frame,Child of ebf3_inverter_matching_network. Mounting frame for EBF3 inverter matching network.
ebf3_motion_drive_control_board,kb/items/parts/ebf3_motion_drive_control_board.yaml,1.0,electronic,electronic,import_as_leaf,import_nominal,,True,item_material_family_only;route_material_basis_family_only,high,EBF3 motion drive control board,Child of ebf3_motion_control_drive_module. Motion-drive control board for EBF3 motion control drive module.
ebf3_motion_drive_heat_spreader,kb/items/parts/ebf3_motion_drive_heat_spreader.yaml,0.5,aluminum,aluminum,lunar_candidate_flagged,sensitivity_flag,recipe_ebf3_motion_drive_heat_spreader,,,,EBF3 motion drive heat spreader,Child of ebf3_motion_control_drive_module. Heat spreader for EBF3 motion control drive module.
ebf3_motion_drive_power_stage_set,kb/items/parts/ebf3_motion_drive_power_stage_set.yaml,1.1,electronic,electronic,import_as_leaf,import_nominal,,True,item_material_family_only;route_material_basis_family_only,high,EBF3 motion drive power stage set,Child of ebf3_motion_control_drive_module. Power stage set for EBF3 motion control drive module.
ebf3_motion_drive_terminal_block_set,kb/items/parts/ebf3_motion_drive_terminal_block_set.yaml,0.4,electronic,mixed_electrical_or_polymer_harness,earth_import,import_nominal,,True,item_material_family_only,medium,EBF3 motion drive terminal block set,Child of ebf3_motion_control_drive_module. Terminal block set for EBF3 motion control drive module.
ebf3_motor_coupling_clamp_screw_set,kb/items/parts/ebf3_motor_coupling_clamp_screw_set.yaml,0.08,steel,steel_fastener_set,lunar_candidate_flagged,sensitivity_flag,recipe_ebf3_motor_coupling_clamp_screw_set,,,,EBF3 motor coupling clamp screw set,Child of ebf3_motor_couplings. Clamp screw set for EBF3 motor couplings.
