item_id,parent_ids,name,current_mass_kg,mass_low_kg,mass_high_kg,unit,unit_kind,material_class,material_candidate,material_alternates,material_note,performance_checks,tolerance,surface_finish,sealing_quality,alignment_accuracy,existing_candidate,candidate_mass_kg,candidate_fit,candidate_note,suggested_decision,item_path
ebf3_gun_trajectory_corrector_coil_set,ebf3_gun_trajectory_corrector,EBF3 gun trajectory corrector coil set,0.3,0.099,0.9,unit,discrete,electronic,electronics_board_proxy,imported_electronics,Needs electronics readiness/import decision.,electron-beam geometry/thermal stability,review_required,review_required,,review_required,,,none,No same-level existing KB candidate found by rule.,needs_decomposition_or_dedicated_readiness,kb/items/parts/ebf3_gun_trajectory_corrector_coil_set.yaml
ebf3_gun_trajectory_corrector_insulator_set,ebf3_gun_trajectory_corrector,EBF3 gun trajectory corrector insulator set,0.08,0.0264,0.24,unit,discrete,insulator,alumina_ceramic,porcelain; fused_silica,Use ceramic route; dielectric/creepage rating required.,voltage/current/dielectric rating; electron-beam geometry/thermal stability,review_required,review_required,,review_required,,,none,No same-level existing KB candidate found by rule.,needs_decomposition_or_dedicated_readiness,kb/items/parts/ebf3_gun_trajectory_corrector_insulator_set.yaml
ebf3_gun_trajectory_corrector_mount,ebf3_gun_trajectory_corrector,EBF3 gun trajectory corrector mount,0.04,0.0132,0.12,unit,discrete,metal,steel,aluminum; alumina_ceramic,Simple machined/bent/welded hardware unless insulating.,electron-beam geometry/thermal stability; stiffness/tolerance/interface fit,review_required,review_required,,review_required,,,none,No same-level existing KB candidate found by rule.,needs_decomposition_or_dedicated_readiness,kb/items/parts/ebf3_gun_trajectory_corrector_mount.yaml
ebf3_gun_trajectory_corrector_pole_piece_set,ebf3_gun_trajectory_corrector,EBF3 gun trajectory corrector pole piece set,0.18,0.0594,0.54,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,electron-beam geometry/thermal stability,review_required,review_required,,review_required,,,none,No same-level existing KB candidate found by rule.,needs_decomposition_or_dedicated_readiness,kb/items/parts/ebf3_gun_trajectory_corrector_pole_piece_set.yaml
ebf3_heater_supply_current_regulator_board,ebf3_cathode_heater_supply,EBF3 heater supply current regulator board,1.4,0.56,3.5,unit,discrete,electronic,electronics_board_proxy,imported_electronics,Needs electronics readiness/import decision.,circuit function/rating,,,,,,,none,No same-level existing KB candidate found by rule.,needs_decomposition_or_import_decision,kb/items/parts/ebf3_heater_supply_current_regulator_board.yaml
ebf3_heater_supply_enclosure,ebf3_cathode_heater_supply,EBF3 heater supply enclosure,0.6,0.3,1.2,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,basic function/material/scale,,,,,enclosure_electrical_medium,4,likely_reuse,Same-level enclosure if scale and environment pass review.,registered_not_enough_accuracy,kb/items/parts/ebf3_heater_supply_enclosure.yaml
ebf3_heater_supply_heat_sink,ebf3_cathode_heater_supply,EBF3 heater supply heat sink,1.2,0.6,2.4,unit,discrete,metal,aluminum,steel,Aluminum is the normal heat-sink material; steel only as closure proxy.,thermal load/temperature rise,,,,,heat_sink_base_machined,4,likely_reuse,Same-level heat-sink hardware if heat load is modest.,registered_not_enough_accuracy,kb/items/parts/ebf3_heater_supply_heat_sink.yaml
ebf3_heater_supply_power_stage,ebf3_cathode_heater_supply,EBF3 heater supply power stage,1.3,0.65,2.6,unit,discrete,electronic,electronics_board_proxy,imported_electronics,Needs electronics readiness/import decision.,basic function/material/scale,,,,,,,none,No same-level existing KB candidate found by rule.,needs_decomposition_or_import_decision,kb/items/parts/ebf3_heater_supply_power_stage.yaml
ebf3_hv_bleeder_chain_insulating_support,ebf3_hv_discharge_bleeder_resistor_chain,EBF3 hv bleeder chain insulating support,0.16,0.0528,0.48,unit,discrete,insulator,insulator,,Current material_class is the starting point.,voltage/current/dielectric rating,,,,,,,none,No same-level existing KB candidate found by rule.,needs_decomposition_or_import_decision,kb/items/parts/ebf3_hv_bleeder_chain_insulating_support.yaml
ebf3_hv_bleeder_chain_terminal_set,ebf3_hv_discharge_bleeder_resistor_chain,EBF3 hv bleeder chain terminal set,0.08,0.0264,0.24,unit,discrete,metal,copper_alloy_contact,steel_mounting_hardware,Electrical contact material; check voltage/current and insulation.,voltage/current/dielectric rating,,,,,terminal_block_set,2,likely_reuse,Same broad terminal-block set; check voltage/current class.,registered_wrong_functional_object,kb/items/parts/ebf3_hv_bleeder_chain_terminal_set.yaml
ebf3_hv_bleeder_resistor_element_stack,ebf3_hv_discharge_bleeder_resistor_chain,EBF3 hv bleeder resistor element stack,0.36,0.1188,1.08,unit,discrete,electronic,electronics_board_proxy,imported_electronics,Needs electronics readiness/import decision.,voltage/current/dielectric rating,,,,,,,none,No same-level existing KB candidate found by rule.,needs_decomposition_or_import_decision,kb/items/parts/ebf3_hv_bleeder_resistor_element_stack.yaml
ebf3_hv_cable_braided_shield,ebf3_hv_cable_to_gun,EBF3 HV cable braided shield,0.18,0.0594,0.54,unit,discrete,conductive_metal,steel,aluminum; refractory_foil,Radiation/HV shields may need refractory metal.,voltage/current/dielectric rating,,,,,assembled_cable_harness,5,accuracy_risk,"Length, shield, insulation, and rating need scaling.",registered_wrong_functional_object,kb/items/parts/ebf3_hv_cable_braided_shield.yaml
ebf3_hv_cable_central_conductor,ebf3_hv_cable_to_gun,EBF3 HV cable central conductor,0.22,0.0726,0.66,unit,discrete,conductive_metal,aluminum_conductor,copper_conductor,"Voltage, vacuum, and temperature decide insulation.",voltage/current/dielectric rating,,,,,assembled_cable_harness,5,accuracy_risk,"Length, shield, insulation, and rating need scaling.",registered_wrong_functional_object,kb/items/parts/ebf3_hv_cable_central_conductor.yaml
ebf3_hv_cable_dielectric_insulation,ebf3_hv_cable_to_gun,EBF3 HV cable dielectric insulation,0.36,0.1188,1.08,unit,discrete,polymer_dielectric,aluminum_conductor,copper_conductor,"Voltage, vacuum, and temperature decide insulation.",voltage/current/dielectric rating,,,,,assembled_cable_harness,5,accuracy_risk,"Length, shield, insulation, and rating need scaling.",registered_wrong_functional_object,kb/items/parts/ebf3_hv_cable_dielectric_insulation.yaml
ebf3_hv_cable_outer_jacket,ebf3_hv_cable_to_gun,EBF3 HV cable outer jacket,0.16,0.0528,0.48,unit,discrete,polymer,aluminum_conductor,copper_conductor,"Voltage, vacuum, and temperature decide insulation.",voltage/current/dielectric rating,,,,,assembled_cable_harness,5,accuracy_risk,"Length, shield, insulation, and rating need scaling.",registered_wrong_functional_object,kb/items/parts/ebf3_hv_cable_outer_jacket.yaml
ebf3_hv_cable_semiconductive_stress_control_layer,ebf3_hv_cable_to_gun,EBF3 HV cable semiconductive stress-control layer,0.08,0.0264,0.24,unit,discrete,conductive_polymer_composite,aluminum_conductor,copper_conductor,"Voltage, vacuum, and temperature decide insulation.",voltage/current/dielectric rating,,,,,assembled_cable_harness,5,accuracy_risk,"Length, shield, insulation, and rating need scaling.",registered_wrong_functional_object,kb/items/parts/ebf3_hv_cable_semiconductive_stress_control_layer.yaml
ebf3_hv_drain_valve,ebf3_hv_tank_fill_drain_ports,EBF3 HV tank drain valve,0.2,0.066,0.6,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,voltage/current/dielectric rating; vacuum leak rate/outgassing,,review_required,review_required,,,,none,No same-level existing KB candidate found by rule.,create_leaf_choose_material,kb/items/parts/ebf3_hv_drain_valve.yaml
ebf3_hv_fill_port,ebf3_hv_tank_fill_drain_ports,EBF3 HV tank fill port,0.12,0.0396,0.36,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,voltage/current/dielectric rating; vacuum leak rate/outgassing,,review_required,review_required,,,,none,No same-level existing KB candidate found by rule.,create_leaf_choose_material,kb/items/parts/ebf3_hv_fill_port.yaml
ebf3_hv_lead_conductor_set,ebf3_internal_hv_leads_terminals,EBF3 HV lead conductor set,0.6,0.198,1.8,unit,discrete,metal,aluminum_conductor,copper_conductor,"Voltage, vacuum, and temperature decide insulation.",voltage/current/dielectric rating,,,,,electrical_wire_and_connectors,1,accuracy_risk,"Length, conductor, insulation, and termination need scaling.",registered_wrong_functional_object,kb/items/parts/ebf3_hv_lead_conductor_set.yaml
ebf3_hv_lead_support_standoff_set,ebf3_internal_hv_leads_terminals,EBF3 HV lead support standoff set,0.2,0.066,0.6,unit,discrete,insulator,alumina_ceramic,steel,Use ceramic when electrical/thermal isolation matters; steel only for structural standoffs.,voltage/current/dielectric rating,,,,,electrical_wire_and_connectors,1,accuracy_risk,"Length, conductor, insulation, and termination need scaling.",registered_wrong_functional_object,kb/items/parts/ebf3_hv_lead_support_standoff_set.yaml
ebf3_hv_output_filter_capacitor,ebf3_hv_section_module_set,EBF3 HV output filter capacitor,2,0.66,6,unit,discrete,electronic,electronics_board_proxy,imported_electronics,Needs electronics readiness/import decision.,voltage/current/dielectric rating; circuit function/rating,,,,,capacitor_bank_filter,0.3,accuracy_risk,"Voltage, ripple current, and dielectric assumptions are hidden.",reuse_with_accuracy_risk,kb/items/parts/ebf3_hv_output_filter_capacitor.yaml
ebf3_hv_pressure_relief_seal,ebf3_hv_tank_pressure_relief,EBF3 HV tank pressure relief seal,0.08,0.0264,0.24,unit,discrete,polymer,silicone_rubber,metal_gasket,Vacuum/oil compatibility decides final material.,voltage/current/dielectric rating; vacuum leak rate/outgassing,,review_required,review_required,,vacuum_seal_assembly,5,accuracy_risk,Seal geometry/material/leak rate are hidden.,reuse_with_accuracy_risk,kb/items/parts/ebf3_hv_pressure_relief_seal.yaml
ebf3_hv_pressure_relief_valve_body,ebf3_hv_tank_pressure_relief,EBF3 HV tank pressure relief valve body,0.22,0.0726,0.66,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,voltage/current/dielectric rating; vacuum leak rate/outgassing,,review_required,review_required,,pressure_relief_valve,2,likely_reuse,Same function; check setpoint and fluid compatibility.,registered_not_enough_accuracy,kb/items/parts/ebf3_hv_pressure_relief_valve_body.yaml
ebf3_hv_rectifier_stack_tank_side,ebf3_hv_section_module_set,EBF3 tank-side HV rectifier stack,2.5,0.825,7.5,unit,discrete,electronic,electronics_board_proxy,imported_electronics,Needs electronics readiness/import decision.,voltage/current/dielectric rating; vacuum leak rate/outgassing; circuit function/rating,,review_required,review_required,,hv_rectifier_stack,5,accuracy_risk,HV/oil/vacuum rating must be checked.,reuse_with_accuracy_risk,kb/items/parts/ebf3_hv_rectifier_stack_tank_side.yaml
ebf3_hv_return_current_monitor_insulating_mount,ebf3_hv_output_return_current_monitor,EBF3 hv return current monitor insulating mount,0.12,0.0396,0.36,unit,discrete,insulator,steel,aluminum; alumina_ceramic,Simple machined/bent/welded hardware unless insulating.,voltage/current/dielectric rating; stiffness/tolerance/interface fit,review_required,review_required,,,,,none,No same-level existing KB candidate found by rule.,needs_decomposition_or_import_decision,kb/items/parts/ebf3_hv_return_current_monitor_insulating_mount.yaml
ebf3_hv_return_current_monitor_signal_lead,ebf3_hv_output_return_current_monitor,EBF3 hv return current monitor signal lead,0.12,0.0396,0.36,unit,discrete,composite,aluminum_conductor,copper_conductor,"Voltage, vacuum, and temperature decide insulation.",voltage/current/dielectric rating,,,,,electrical_wire_and_connectors,1,accuracy_risk,"Length, conductor, insulation, and termination need scaling.",registered_not_enough_accuracy,kb/items/parts/ebf3_hv_return_current_monitor_signal_lead.yaml
ebf3_hv_return_current_sensing_element,ebf3_hv_output_return_current_monitor,EBF3 hv return current sensing element,0.16,0.0528,0.48,unit,discrete,electronic,electronics_board_proxy,imported_electronics,Needs electronics readiness/import decision.,voltage/current/dielectric rating,,,,,,,none,No same-level existing KB candidate found by rule.,needs_decomposition_or_import_decision,kb/items/parts/ebf3_hv_return_current_sensing_element.yaml
ebf3_hv_rounded_terminal_set,ebf3_internal_hv_leads_terminals,EBF3 HV rounded terminal set,0.4,0.132,1.2,unit,discrete,metal,copper_alloy_contact,steel_mounting_hardware,Electrical contact material; check voltage/current and insulation.,voltage/current/dielectric rating,,,,,terminal_block_set,2,likely_reuse,Same broad terminal-block set; check voltage/current class.,registered_wrong_functional_object,kb/items/parts/ebf3_hv_rounded_terminal_set.yaml
ebf3_hv_service_plug_set,ebf3_hv_tank_fill_drain_ports,EBF3 HV tank service plug set,0.08,0.0264,0.24,unit,discrete,composite,composite_placeholder,split_into_materials,Split or proxy if material mix affects closure.,voltage/current/dielectric rating; vacuum leak rate/outgassing,,review_required,review_required,,,,none,No same-level existing KB candidate found by rule.,needs_decomposition_or_import_decision,kb/items/parts/ebf3_hv_service_plug_set.yaml
ebf3_hv_tank_bonding_anchor,ebf3_hv_tank_grounding_terminal,EBF3 HV tank bonding anchor,0.08,0.0264,0.24,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,voltage/current/dielectric rating; vacuum leak rate/outgassing,,review_required,review_required,,,,none,No same-level existing KB candidate found by rule.,create_leaf_choose_material,kb/items/parts/ebf3_hv_tank_bonding_anchor.yaml
ebf3_hv_tank_ground_lug,ebf3_hv_tank_grounding_terminal,EBF3 HV tank ground lug,0.12,0.0396,0.36,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,voltage/current/dielectric rating; vacuum leak rate/outgassing,,review_required,review_required,,,,none,No same-level existing KB candidate found by rule.,create_leaf_choose_material,kb/items/parts/ebf3_hv_tank_ground_lug.yaml
ebf3_hv_tank_lid,ebf3_hv_tank_enclosure,EBF3 HV tank lid,2,0.66,6,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,voltage/current/dielectric rating; vacuum leak rate/outgassing,,review_required,review_required,,,,none,No same-level existing KB candidate found by rule.,create_leaf_choose_material,kb/items/parts/ebf3_hv_tank_lid.yaml
ebf3_hv_tank_lid_seal,ebf3_hv_tank_enclosure,EBF3 HV tank lid seal,0.5,0.165,1.5,unit,discrete,polymer,silicone_rubber,metal_gasket,Vacuum/oil compatibility decides final material.,voltage/current/dielectric rating; vacuum leak rate/outgassing,,review_required,review_required,,vacuum_seal_assembly,5,accuracy_risk,Seal geometry/material/leak rate are hidden.,reuse_with_accuracy_risk,kb/items/parts/ebf3_hv_tank_lid_seal.yaml
ebf3_hv_tank_shell,ebf3_hv_tank_enclosure,EBF3 HV tank shell,8,2.64,24,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,voltage/current/dielectric rating; vacuum leak rate/outgassing,,review_required,review_required,,,,none,No same-level existing KB candidate found by rule.,create_leaf_choose_material,kb/items/parts/ebf3_hv_tank_shell.yaml
ebf3_hv_tank_temperature_probe,ebf3_hv_tank_temperature_sensor,EBF3 hv tank temperature probe,0.04,0.0132,0.12,unit,discrete,electronic,electronics_board_proxy,imported_electronics,Needs electronics readiness/import decision.,voltage/current/dielectric rating; vacuum leak rate/outgassing,,review_required,review_required,,,,none,No same-level existing KB candidate found by rule.,needs_decomposition_or_import_decision,kb/items/parts/ebf3_hv_tank_temperature_probe.yaml
ebf3_hv_tank_temperature_sensor_lead_set,ebf3_hv_tank_temperature_sensor,EBF3 hv tank temperature sensor lead set,0.04,0.0132,0.12,unit,discrete,composite,aluminum_conductor,copper_conductor,"Voltage, vacuum, and temperature decide insulation.",voltage/current/dielectric rating; vacuum leak rate/outgassing; circuit function/rating,,review_required,review_required,,electrical_wire_and_connectors,1,accuracy_risk,"Length, conductor, insulation, and termination need scaling.",registered_not_enough_accuracy,kb/items/parts/ebf3_hv_tank_temperature_sensor_lead_set.yaml
ebf3_hv_tank_temperature_sensor_mount,ebf3_hv_tank_temperature_sensor,EBF3 hv tank temperature sensor mount,0.02,0.0066,0.06,unit,discrete,metal,steel,aluminum; alumina_ceramic,Simple machined/bent/welded hardware unless insulating.,voltage/current/dielectric rating; vacuum leak rate/outgassing; circuit function/rating; stiffness/tolerance/interface fit,review_required,review_required,review_required,,,,none,No same-level existing KB candidate found by rule.,create_leaf_choose_material,kb/items/parts/ebf3_hv_tank_temperature_sensor_mount.yaml
ebf3_hv_transformer_insulating_fluid,ebf3_high_voltage_tank,EBF3 HV transformer insulating fluid,8,2.64,24,unit,discrete,polymer,silicone_rubber,other_kb_polymer,Check vacuum/outgassing and temperature limits.,voltage/current/dielectric rating; circuit function/rating,,,,,high_voltage_transformer,20,accuracy_risk,Voltage class and insulation package need scaling.,reuse_with_accuracy_risk,kb/items/parts/ebf3_hv_transformer_insulating_fluid.yaml
ebf3_hv_voltage_divider_insulating_support,ebf3_hv_output_voltage_divider_sensing,EBF3 hv voltage divider insulating support,0.1,0.033,0.3,unit,discrete,insulator,insulator,,Current material_class is the starting point.,voltage/current/dielectric rating,,,,,,,none,No same-level existing KB candidate found by rule.,needs_decomposition_or_import_decision,kb/items/parts/ebf3_hv_voltage_divider_insulating_support.yaml
ebf3_hv_voltage_divider_low_voltage_sense_board,ebf3_hv_output_voltage_divider_sensing,EBF3 hv voltage divider low voltage sense board,0.08,0.0264,0.24,unit,discrete,electronic,electronics_board_proxy,imported_electronics,Needs electronics readiness/import decision.,voltage/current/dielectric rating; circuit function/rating,,,,,,,none,No same-level existing KB candidate found by rule.,needs_decomposition_or_import_decision,kb/items/parts/ebf3_hv_voltage_divider_low_voltage_sense_board.yaml
ebf3_hv_voltage_divider_resistor_stack,ebf3_hv_output_voltage_divider_sensing,EBF3 hv voltage divider resistor stack,0.28,0.0924,0.84,unit,discrete,electronic,electronics_board_proxy,imported_electronics,Needs electronics readiness/import decision.,voltage/current/dielectric rating,,,,,,,none,No same-level existing KB candidate found by rule.,needs_decomposition_or_import_decision,kb/items/parts/ebf3_hv_voltage_divider_resistor_stack.yaml
ebf3_hv_voltage_divider_shielded_lead,ebf3_hv_output_voltage_divider_sensing,EBF3 hv voltage divider shielded lead,0.04,0.0132,0.12,unit,discrete,composite,aluminum_conductor,copper_conductor,"Voltage, vacuum, and temperature decide insulation.",voltage/current/dielectric rating,,,,,electrical_wire_and_connectors,1,accuracy_risk,"Length, conductor, insulation, and termination need scaling.",registered_not_enough_accuracy,kb/items/parts/ebf3_hv_voltage_divider_shielded_lead.yaml
ebf3_input_rectifier_busbar_set,ebf3_input_rectifier,EBF3 input rectifier busbar set,0.7,0.231,2.1,unit,discrete,metal,aluminum,copper,Use copper only when current density or thermal penalty matters.,voltage/current/dielectric rating; circuit function/rating,,,,,rectifier_bridge_heavy_duty,2,accuracy_risk,Broad rectifier family match.,reuse_with_accuracy_risk,kb/items/parts/ebf3_input_rectifier_busbar_set.yaml
ebf3_input_rectifier_diode_module_set,ebf3_input_rectifier,EBF3 input rectifier diode module set,1.2,0.48,3,unit,discrete,electronic,electronics_board_proxy,imported_electronics,Needs electronics readiness/import decision.,circuit function/rating,,,,,rectifier_diode_set,0.2,accuracy_risk,Diode package/rating detail is hidden.,reuse_with_accuracy_risk,kb/items/parts/ebf3_input_rectifier_diode_module_set.yaml
ebf3_input_rectifier_gate_or_sense_board,ebf3_input_rectifier,EBF3 input rectifier gate or sense board,0.3,0.12,0.75,unit,discrete,electronic,electronics_board_proxy,imported_electronics,Needs electronics readiness/import decision.,circuit function/rating,,,,,rectifier_bridge_heavy_duty,2,accuracy_risk,Broad rectifier family match.,reuse_with_accuracy_risk,kb/items/parts/ebf3_input_rectifier_gate_or_sense_board.yaml
ebf3_input_rectifier_heat_sink,ebf3_input_rectifier,EBF3 input rectifier heat sink,0.8,0.32,2,unit,discrete,metal,aluminum,steel,Aluminum is the normal heat-sink material; steel only as closure proxy.,circuit function/rating; thermal load/temperature rise,,,,,rectifier_bridge_heavy_duty,2,accuracy_risk,Broad rectifier family match.,reuse_with_accuracy_risk,kb/items/parts/ebf3_input_rectifier_heat_sink.yaml
ebf3_intermediate_wire_guide_body,ebf3_intermediate_wire_guide,EBF3 intermediate wire guide body,0.16,0.064,0.4,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,motion tolerance/load/lubrication,review_required,review_required,,review_required,,,none,No same-level existing KB candidate found by rule.,create_leaf_choose_material,kb/items/parts/ebf3_intermediate_wire_guide_body.yaml
ebf3_intermediate_wire_guide_wear_insert,ebf3_intermediate_wire_guide,EBF3 intermediate wire guide wear insert,0.09,0.036,0.225,unit,discrete,ceramic,alumina_ceramic,porcelain; fused_silica,Select dielectric/thermal grade before recipe work.,motion tolerance/load/lubrication,review_required,review_required,,review_required,,,none,No same-level existing KB candidate found by rule.,create_leaf_choose_material,kb/items/parts/ebf3_intermediate_wire_guide_wear_insert.yaml
ebf3_linear_encoder_mounting_bracket_set,ebf3_linear_encoder_scales,EBF3 linear encoder mounting bracket set,0.3,0.12,0.75,unit,discrete,metal,steel,aluminum,Simple machined/bent/welded hardware.,motion tolerance/load/lubrication; stiffness/tolerance/interface fit,review_required,review_required,,review_required,linear_encoder_set,3,accuracy_risk,Scale/read-head/grating precision assumptions are hidden.,reuse_with_accuracy_risk,kb/items/parts/ebf3_linear_encoder_mounting_bracket_set.yaml
ebf3_linear_encoder_read_head_set,ebf3_linear_encoder_scales,EBF3 linear encoder read head set,0.45,0.18,1.125,unit,discrete,electronic,electronics_board_proxy,imported_electronics,Needs electronics readiness/import decision.,motion tolerance/load/lubrication,review_required,review_required,,review_required,linear_encoder_set,3,accuracy_risk,Scale/read-head/grating precision assumptions are hidden.,reuse_with_accuracy_risk,kb/items/parts/ebf3_linear_encoder_read_head_set.yaml
ebf3_linear_encoder_scale_strip_set,ebf3_linear_encoder_scales,EBF3 linear encoder scale strip set,0.75,0.3,1.875,unit,discrete,glass,glass,,Current material_class is the starting point.,motion tolerance/load/lubrication,review_required,review_required,,review_required,linear_encoder_set,3,accuracy_risk,Scale/read-head/grating precision assumptions are hidden.,reuse_with_accuracy_risk,kb/items/parts/ebf3_linear_encoder_scale_strip_set.yaml
ebf3_linear_guide_carriage_block_set,ebf3_linear_guide_carriages,EBF3 linear guide carriage block set,1.1,0.44,2.75,unit,discrete,precision_metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,motion tolerance/load/lubrication,review_required,review_required,,review_required,linear_guide_rails,20,accuracy_risk,"Rail/carriage split, preload, straightness, and lubrication need review.",reuse_with_accuracy_risk,kb/items/parts/ebf3_linear_guide_carriage_block_set.yaml
ebf3_linear_guide_carriage_retainer_set,ebf3_linear_guide_carriages,EBF3 linear guide carriage retainer set,0.25,0.1,0.625,unit,discrete,metal,steel,aluminum,Simple retaining hardware unless high temperature.,motion tolerance/load/lubrication,review_required,review_required,,review_required,linear_guide_rails,20,accuracy_risk,"Rail/carriage split, preload, straightness, and lubrication need review.",reuse_with_accuracy_risk,kb/items/parts/ebf3_linear_guide_carriage_retainer_set.yaml
ebf3_linear_guide_carriage_rolling_element_set,ebf3_linear_guide_carriages,EBF3 linear guide carriage rolling element set,0.55,0.22,1.375,unit,discrete,precision_metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,motion tolerance/load/lubrication,review_required,review_required,,review_required,linear_guide_rails,20,accuracy_risk,"Rail/carriage split, preload, straightness, and lubrication need review.",reuse_with_accuracy_risk,kb/items/parts/ebf3_linear_guide_carriage_rolling_element_set.yaml
ebf3_linear_guide_rail_body_set,ebf3_linear_guide_rails,EBF3 linear guide rail body set,2.4,0.96,6,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,motion tolerance/load/lubrication,review_required,review_required,,review_required,linear_guide_rails,20,accuracy_risk,"Rail/carriage split, preload, straightness, and lubrication need review.",reuse_with_accuracy_risk,kb/items/parts/ebf3_linear_guide_rail_body_set.yaml
ebf3_linear_guide_rail_end_stop_set,ebf3_linear_guide_rails,EBF3 linear guide rail end stop set,0.3,0.12,0.75,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,motion tolerance/load/lubrication,review_required,review_required,,review_required,linear_guide_rails,20,accuracy_risk,"Rail/carriage split, preload, straightness, and lubrication need review.",reuse_with_accuracy_risk,kb/items/parts/ebf3_linear_guide_rail_end_stop_set.yaml
ebf3_linear_guide_rail_mounting_hole_datum_set,ebf3_linear_guide_rails,EBF3 linear guide rail mounting hole datum set,0.3,0.12,0.75,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,motion tolerance/load/lubrication,review_required,review_required,,review_required,linear_guide_rails,20,accuracy_risk,"Rail/carriage split, preload, straightness, and lubrication need review.",reuse_with_accuracy_risk,kb/items/parts/ebf3_linear_guide_rail_mounting_hole_datum_set.yaml
ebf3_lv_distribution_breaker_or_fuse_set,ebf3_low_voltage_distribution_panel,EBF3 lv distribution breaker or fuse set,1.2,0.6,2.4,unit,discrete,electronic,electronics_board_proxy,imported_electronics,Needs electronics readiness/import decision.,basic function/material/scale,,,,,,,none,No same-level existing KB candidate found by rule.,needs_decomposition_or_import_decision,kb/items/parts/ebf3_lv_distribution_breaker_or_fuse_set.yaml
ebf3_lv_distribution_busbar_set,ebf3_low_voltage_distribution_panel,EBF3 lv distribution busbar set,1.1,0.363,3.3,unit,discrete,metal,aluminum,copper,Use copper only when current density or thermal penalty matters.,voltage/current/dielectric rating,,,,,busbar_distribution_system_v0,12,accuracy_risk,Current rating and conductor geometry need scaling.,reuse_with_accuracy_risk,kb/items/parts/ebf3_lv_distribution_busbar_set.yaml
ebf3_matching_network_busbar_set,ebf3_inverter_matching_network,EBF3 matching network busbar set,0.6,0.198,1.8,unit,discrete,metal,aluminum,copper,Use copper only when current density or thermal penalty matters.,voltage/current/dielectric rating,,,,,busbar_distribution_system_v0,12,accuracy_risk,Current rating and conductor geometry need scaling.,reuse_with_accuracy_risk,kb/items/parts/ebf3_matching_network_busbar_set.yaml
ebf3_matching_network_capacitor_set,ebf3_inverter_matching_network,EBF3 matching network capacitor set,1.2,0.48,3,unit,discrete,electronic,electronics_board_proxy,imported_electronics,Needs electronics readiness/import decision.,circuit function/rating,,,,,capacitor_bank_filter,0.3,accuracy_risk,"Voltage, ripple current, and dielectric assumptions are hidden.",reuse_with_accuracy_risk,kb/items/parts/ebf3_matching_network_capacitor_set.yaml
ebf3_matching_network_inductor_set,ebf3_inverter_matching_network,EBF3 matching network inductor set,1.3,0.52,3.25,unit,discrete,electronic,electronics_board_proxy,imported_electronics,Needs electronics readiness/import decision.,circuit function/rating,,,,,inductor_filter_large,2,accuracy_risk,"Core, winding, insulation, and rating assumptions are hidden.",reuse_with_accuracy_risk,kb/items/parts/ebf3_matching_network_inductor_set.yaml
ebf3_matching_network_mounting_frame,ebf3_inverter_matching_network,EBF3 matching network mounting frame,0.9,0.45,1.8,unit,discrete,metal,steel_structural_stock,aluminum_structural_stock,Select by stiffness and fabrication route.,stiffness/tolerance/interface fit,review_required,review_required,,,structural_frame_small_v0,12,accuracy_risk,"Frame geometry, stiffness, and mounting assumptions need scaling.",reuse_with_accuracy_risk,kb/items/parts/ebf3_matching_network_mounting_frame.yaml
ebf3_motion_drive_control_board,ebf3_motion_control_drive_module,EBF3 motion drive control board,1,0.4,2.5,unit,discrete,electronic,electronics_board_proxy,imported_electronics,Needs electronics readiness/import decision.,circuit function/rating,,,,,,,none,No same-level existing KB candidate found by rule.,needs_decomposition_or_import_decision,kb/items/parts/ebf3_motion_drive_control_board.yaml
ebf3_motion_drive_heat_spreader,ebf3_motion_control_drive_module,EBF3 motion drive heat spreader,0.5,0.25,1,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,thermal load/temperature rise,,,,,,,none,No same-level existing KB candidate found by rule.,create_leaf_choose_material,kb/items/parts/ebf3_motion_drive_heat_spreader.yaml
