item_id,name,mass_kg,policy,route_decision,material_before,material,primary_process_id,decomposition_action,process_risk_level,process_risk_type,process_risk_reason,item_path
ebf3_hv_bleeder_chain_terminal_set,EBF3 hv bleeder chain terminal set,0.08,import_nominal,import_as_leaf,conductive_metal,aluminum,import_receiving_basic_v0,updated_material,medium_high,structural_vacuum_qa,"Material is local-plausible, but leak/seal/surface/large-panel distortion qualification is not closed.",kb/items/parts/ebf3_hv_bleeder_chain_terminal_set.yaml
ebf3_hv_bleeder_resistor_element_stack,EBF3 hv bleeder resistor element stack,0.36,import_nominal,import_as_leaf,electronic,electronic,import_receiving_basic_v0,keep_as_complex_import_or_defer,very_high,import_as_complex_item,"Electronics/software are not decomposed into semiconductor, PCB, passives, and packaging routes; keep import unless explicitly decomposed.",kb/items/parts/ebf3_hv_bleeder_resistor_element_stack.yaml
ebf3_hv_cable_braided_shield,EBF3 HV cable braided shield,0.18,import_until_gap_resolved,route_gap,conductive_metal,aluminum,wire_forming_process_v0,updated_material,medium_high,electrical_conductor_route,Conductor material is plausible only with drawing/insulation/termination/field or vacuum electrical tests; copper is import/recycle constrained.,kb/items/parts/ebf3_hv_cable_braided_shield.yaml
ebf3_hv_cable_central_conductor,EBF3 HV cable central conductor,0.22,import_until_gap_resolved,route_gap,conductive_metal,aluminum,wire_drawing_aluminum_v0,updated_material,medium_high,electrical_conductor_route,Conductor material is plausible only with drawing/insulation/termination/field or vacuum electrical tests; copper is import/recycle constrained.,kb/items/parts/ebf3_hv_cable_central_conductor.yaml
ebf3_hv_cable_dielectric_insulation,EBF3 HV cable dielectric insulation,0.36,import_nominal,earth_import,polymer_dielectric,polymer_dielectric,power_cable_assembly_v0,no_material_change,high,polymer_or_special_chemistry,"Polymer, elastomer, oil, TIM, and friction materials depend on organics/special chemistry and vacuum/HV qualification.",kb/items/parts/ebf3_hv_cable_dielectric_insulation.yaml
ebf3_hv_cable_outer_jacket,EBF3 HV cable outer jacket,0.16,import_nominal,earth_import,polymer,vacuum_rated_polymer,import_receiving_basic_v0,updated_material,high,polymer_or_special_chemistry,"Polymer, elastomer, oil, TIM, and friction materials depend on organics/special chemistry and vacuum/HV qualification.",kb/items/parts/ebf3_hv_cable_outer_jacket.yaml
ebf3_hv_cable_semiconductive_stress_control_layer,EBF3 HV cable semiconductive stress-control layer,0.08,import_nominal,earth_import,conductive_polymer_composite,conductive_polymer_composite,none,no_material_change,high,polymer_or_special_chemistry,"Polymer, elastomer, oil, TIM, and friction materials depend on organics/special chemistry and vacuum/HV qualification.",kb/items/parts/ebf3_hv_cable_semiconductive_stress_control_layer.yaml
ebf3_hv_drain_valve,EBF3 HV tank drain valve,0.2,import_until_gap_resolved,route_gap,steel,steel,pressure_control_valve_assembly_v0,no_material_change,medium_high,structural_vacuum_qa,"Material is local-plausible, but leak/seal/surface/large-panel distortion qualification is not closed.",kb/items/parts/ebf3_hv_drain_valve.yaml
ebf3_hv_fill_port,EBF3 HV tank fill port,0.12,sensitivity_flag,lunar_candidate_flagged,steel,steel,steel_shaft_machining_v0,no_material_change,medium_high,structural_vacuum_qa,"Material is local-plausible, but leak/seal/surface/large-panel distortion qualification is not closed.",kb/items/parts/ebf3_hv_fill_port.yaml
ebf3_hv_lead_conductor_set,EBF3 HV lead conductor set,0.6,import_until_gap_resolved,route_gap,aluminum,aluminum,wire_drawing_aluminum_v0,no_material_change,medium_high,electrical_conductor_route,Conductor material is plausible only with drawing/insulation/termination/field or vacuum electrical tests; copper is import/recycle constrained.,kb/items/parts/ebf3_hv_lead_conductor_set.yaml
ebf3_hv_lead_support_standoff_set,EBF3 HV lead support standoff set,0.2,import_until_gap_resolved,route_gap,insulator,alumina_ceramic,ceramic_forming_basic_v0,updated_material,high,ceramic_glass_precision_or_hv_qa,"Lunar feedstock is plausible, but dielectric/optical/hermetic/metallized/precision finishing QA is not closed.",kb/items/parts/ebf3_hv_lead_support_standoff_set.yaml
ebf3_hv_output_filter_capacitor,EBF3 HV output filter capacitor,2.0,import_nominal,import_as_leaf,electronic,electronic,import_receiving_basic_v0,keep_as_complex_import_or_defer,very_high,import_as_complex_item,"Electronics/software are not decomposed into semiconductor, PCB, passives, and packaging routes; keep import unless explicitly decomposed.",kb/items/parts/ebf3_hv_output_filter_capacitor.yaml
ebf3_hv_pressure_relief_seal,EBF3 HV tank pressure relief seal,0.08,import_nominal,earth_import,polymer,vacuum_elastomer_or_metal_gasket,silicone_rubber_vulcanization_v0,updated_material,high,polymer_or_special_chemistry,"Polymer, elastomer, oil, TIM, and friction materials depend on organics/special chemistry and vacuum/HV qualification.",kb/items/parts/ebf3_hv_pressure_relief_seal.yaml
ebf3_hv_pressure_relief_valve_body,EBF3 HV tank pressure relief valve body,0.22,sensitivity_flag,lunar_candidate_flagged,steel,steel,machining_basic_v0,no_material_change,medium_high,structural_vacuum_qa,"Material is local-plausible, but leak/seal/surface/large-panel distortion qualification is not closed.",kb/items/parts/ebf3_hv_pressure_relief_valve_body.yaml
ebf3_hv_rectifier_stack_tank_side,EBF3 tank-side HV rectifier stack,2.5,import_nominal,import_as_leaf,electronic,electronic,import_receiving_basic_v0,keep_as_complex_import_or_defer,very_high,import_as_complex_item,"Electronics/software are not decomposed into semiconductor, PCB, passives, and packaging routes; keep import unless explicitly decomposed.",kb/items/parts/ebf3_hv_rectifier_stack_tank_side.yaml
ebf3_hv_return_current_monitor_insulating_mount,EBF3 hv return current monitor insulating mount,0.12,import_until_gap_resolved,route_gap,insulator,alumina_ceramic,ceramic_forming_basic_v0,updated_material,high,ceramic_glass_precision_or_hv_qa,"Lunar feedstock is plausible, but dielectric/optical/hermetic/metallized/precision finishing QA is not closed.",kb/items/parts/ebf3_hv_return_current_monitor_insulating_mount.yaml
ebf3_hv_return_current_monitor_signal_lead,EBF3 hv return current monitor signal lead,0.12,import_until_gap_resolved,defer_split_import_fallback,composite,composite,import_receiving_basic_v0,keep_as_complex_import_or_defer,high,unresolved_material_system,Composite label remains unresolved; item needs BOM decomposition or import treatment.,kb/items/parts/ebf3_hv_return_current_monitor_signal_lead.yaml
ebf3_hv_return_current_sensing_element,EBF3 hv return current sensing element,0.16,import_nominal,import_as_leaf,electronic,electronic,import_receiving_basic_v0,keep_as_complex_import_or_defer,very_high,import_as_complex_item,"Electronics/software are not decomposed into semiconductor, PCB, passives, and packaging routes; keep import unless explicitly decomposed.",kb/items/parts/ebf3_hv_return_current_sensing_element.yaml
ebf3_hv_rounded_terminal_set,EBF3 HV rounded terminal set,0.4,import_nominal,import_as_leaf,conductive_metal,aluminum,import_receiving_basic_v0,updated_material,medium_high,structural_vacuum_qa,"Material is local-plausible, but leak/seal/surface/large-panel distortion qualification is not closed.",kb/items/parts/ebf3_hv_rounded_terminal_set.yaml
ebf3_hv_service_plug_set,EBF3 HV tank service plug set,0.08,import_until_gap_resolved,defer_split_import_fallback,composite,composite,import_receiving_basic_v0,keep_as_complex_import_or_defer,high,unresolved_material_system,Composite label remains unresolved; item needs BOM decomposition or import treatment.,kb/items/parts/ebf3_hv_service_plug_set.yaml
ebf3_hv_tank_bonding_anchor,EBF3 HV tank bonding anchor,0.08,local_nominal,lunar_candidate,steel_or_aluminum,aluminum,machining_basic_v0,updated_material,medium_high,structural_vacuum_qa,"Material is local-plausible, but leak/seal/surface/large-panel distortion qualification is not closed.",kb/items/parts/ebf3_hv_tank_bonding_anchor.yaml
ebf3_hv_tank_ground_lug,EBF3 HV tank ground lug,0.12,local_nominal,lunar_candidate,steel_or_aluminum,aluminum,machining_basic_v0,updated_material,medium_high,structural_vacuum_qa,"Material is local-plausible, but leak/seal/surface/large-panel distortion qualification is not closed.",kb/items/parts/ebf3_hv_tank_ground_lug.yaml
ebf3_hv_tank_lid,EBF3 HV tank lid,2.0,sensitivity_flag,lunar_candidate_flagged,steel,steel,sheet_metal_cutting_v0,no_material_change,medium_high,structural_vacuum_qa,"Material is local-plausible, but leak/seal/surface/large-panel distortion qualification is not closed.",kb/items/parts/ebf3_hv_tank_lid.yaml
ebf3_hv_tank_lid_seal,EBF3 HV tank lid seal,0.5,import_until_gap_resolved,route_gap,polymer,vacuum_elastomer_or_metal_gasket,vacuum_seal_assembly_fabrication_v0,updated_material,high,polymer_or_special_chemistry,"Polymer, elastomer, oil, TIM, and friction materials depend on organics/special chemistry and vacuum/HV qualification.",kb/items/parts/ebf3_hv_tank_lid_seal.yaml
ebf3_hv_tank_shell,EBF3 HV tank shell,8.0,import_until_gap_resolved,route_gap,steel,steel,machining_basic_v0,no_material_change,medium_high,structural_vacuum_qa,"Material is local-plausible, but leak/seal/surface/large-panel distortion qualification is not closed.",kb/items/parts/ebf3_hv_tank_shell.yaml
ebf3_hv_tank_temperature_probe,EBF3 hv tank temperature probe,0.04,import_nominal,import_as_leaf,electronic,electronic,import_receiving_basic_v0,keep_as_complex_import_or_defer,very_high,import_as_complex_item,"Electronics/software are not decomposed into semiconductor, PCB, passives, and packaging routes; keep import unless explicitly decomposed.",kb/items/parts/ebf3_hv_tank_temperature_probe.yaml
ebf3_hv_tank_temperature_sensor_lead_set,EBF3 hv tank temperature sensor lead set,0.04,import_until_gap_resolved,defer_split_import_fallback,composite,composite,import_receiving_basic_v0,keep_as_complex_import_or_defer,high,unresolved_material_system,Composite label remains unresolved; item needs BOM decomposition or import treatment.,kb/items/parts/ebf3_hv_tank_temperature_sensor_lead_set.yaml
ebf3_hv_tank_temperature_sensor_mount,EBF3 hv tank temperature sensor mount,0.02,sensitivity_flag,lunar_candidate_flagged,steel,steel,machining_basic_v0,no_material_change,medium_high,structural_vacuum_qa,"Material is local-plausible, but leak/seal/surface/large-panel distortion qualification is not closed.",kb/items/parts/ebf3_hv_tank_temperature_sensor_mount.yaml
ebf3_hv_transformer_insulating_fluid,EBF3 HV transformer insulating fluid,8.0,import_nominal,earth_import,polymer,silicone_oil_or_transformer_oil,import_receiving_basic_v0,updated_material,high,polymer_or_special_chemistry,"Polymer, elastomer, oil, TIM, and friction materials depend on organics/special chemistry and vacuum/HV qualification.",kb/items/parts/ebf3_hv_transformer_insulating_fluid.yaml
ebf3_hv_transformer_internal_hv_lead_set,EBF3 HV transformer internal HV lead set,0.6,import_until_gap_resolved,route_gap,conductive_metal,aluminum,wire_drawing_aluminum_v0,updated_material,medium_high,structural_vacuum_qa,"Material is local-plausible, but leak/seal/surface/large-panel distortion qualification is not closed.",kb/items/parts/ebf3_hv_transformer_internal_hv_lead_set.yaml
ebf3_hv_transformer_interwinding_insulation_set,EBF3 HV transformer interwinding insulation set,1.5,import_nominal,earth_import,insulator,polymer_dielectric,coil_insulation_production_v0,updated_material,high,polymer_or_special_chemistry,"Polymer, elastomer, oil, TIM, and friction materials depend on organics/special chemistry and vacuum/HV qualification.",kb/items/parts/ebf3_hv_transformer_interwinding_insulation_set.yaml
ebf3_hv_transformer_magnetic_core_set,EBF3 HV transformer magnetic core set,3.0,import_until_gap_resolved,route_gap,magnetic_material,electrical_steel_or_soft_iron,electrical_steel_production_v0,updated_material,high,magnetic_property_qa,"Shape/material may be plausible, but permeability/loss/lamination/ferrite composition/anneal and magnetic acceptance are not closed.",kb/items/parts/ebf3_hv_transformer_magnetic_core_set.yaml
ebf3_hv_transformer_oil_interface_marker,EBF3 HV transformer oil interface marker,0.5,import_nominal,earth_import,composite,composite,none,keep_as_complex_import_or_defer,high,unresolved_material_system,Composite label remains unresolved; item needs BOM decomposition or import treatment.,kb/items/parts/ebf3_hv_transformer_oil_interface_marker.yaml
ebf3_hv_transformer_primary_winding_set,EBF3 HV transformer primary winding set,1.2,import_nominal,earth_import,copper,copper,coil_winding_basic_v0,no_material_change,medium_high,electrical_conductor_route,Conductor material is plausible only with drawing/insulation/termination/field or vacuum electrical tests; copper is import/recycle constrained.,kb/items/parts/ebf3_hv_transformer_primary_winding_set.yaml
ebf3_hv_transformer_secondary_winding_set,EBF3 HV transformer secondary winding set,2.2,import_nominal,earth_import,copper,copper,copper_wire_drawing_and_insulation_v0,no_material_change,medium_high,electrical_conductor_route,Conductor material is plausible only with drawing/insulation/termination/field or vacuum electrical tests; copper is import/recycle constrained.,kb/items/parts/ebf3_hv_transformer_secondary_winding_set.yaml
ebf3_hv_transformer_section_support_structure,EBF3 HV transformer section support structure,1.0,import_until_gap_resolved,route_gap,insulator,alumina_ceramic,ceramic_forming_basic_v0,updated_material,high,ceramic_glass_precision_or_hv_qa,"Lunar feedstock is plausible, but dielectric/optical/hermetic/metallized/precision finishing QA is not closed.",kb/items/parts/ebf3_hv_transformer_section_support_structure.yaml
ebf3_hv_voltage_divider_insulating_support,EBF3 hv voltage divider insulating support,0.1,import_until_gap_resolved,route_gap,insulator,alumina_ceramic,ceramic_forming_basic_v0,updated_material,high,ceramic_glass_precision_or_hv_qa,"Lunar feedstock is plausible, but dielectric/optical/hermetic/metallized/precision finishing QA is not closed.",kb/items/parts/ebf3_hv_voltage_divider_insulating_support.yaml
ebf3_hv_voltage_divider_low_voltage_sense_board,EBF3 hv voltage divider low voltage sense board,0.08,import_nominal,import_as_leaf,electronic,electronic,import_receiving_basic_v0,keep_as_complex_import_or_defer,very_high,import_as_complex_item,"Electronics/software are not decomposed into semiconductor, PCB, passives, and packaging routes; keep import unless explicitly decomposed.",kb/items/parts/ebf3_hv_voltage_divider_low_voltage_sense_board.yaml
ebf3_hv_voltage_divider_resistor_stack,EBF3 hv voltage divider resistor stack,0.28,import_nominal,import_as_leaf,electronic,electronic,import_receiving_basic_v0,keep_as_complex_import_or_defer,very_high,import_as_complex_item,"Electronics/software are not decomposed into semiconductor, PCB, passives, and packaging routes; keep import unless explicitly decomposed.",kb/items/parts/ebf3_hv_voltage_divider_resistor_stack.yaml
ebf3_hv_voltage_divider_shielded_lead,EBF3 hv voltage divider shielded lead,0.04,import_until_gap_resolved,defer_split_import_fallback,composite,composite,import_receiving_basic_v0,keep_as_complex_import_or_defer,high,unresolved_material_system,Composite label remains unresolved; item needs BOM decomposition or import treatment.,kb/items/parts/ebf3_hv_voltage_divider_shielded_lead.yaml
ebf3_input_rectifier_busbar_set,EBF3 input rectifier busbar set,0.7,sensitivity_flag,lunar_candidate_flagged,aluminum,aluminum,machining_basic_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_input_rectifier_busbar_set.yaml
ebf3_input_rectifier_diode_module_set,EBF3 input rectifier diode module set,1.2,import_nominal,import_as_leaf,electronic,electronic,import_receiving_basic_v0,keep_as_complex_import_or_defer,very_high,import_as_complex_item,"Electronics/software are not decomposed into semiconductor, PCB, passives, and packaging routes; keep import unless explicitly decomposed.",kb/items/parts/ebf3_input_rectifier_diode_module_set.yaml
ebf3_input_rectifier_gate_or_sense_board,EBF3 input rectifier gate or sense board,0.3,import_nominal,import_as_leaf,electronic,electronic,import_receiving_basic_v0,keep_as_complex_import_or_defer,very_high,import_as_complex_item,"Electronics/software are not decomposed into semiconductor, PCB, passives, and packaging routes; keep import unless explicitly decomposed.",kb/items/parts/ebf3_input_rectifier_gate_or_sense_board.yaml
ebf3_input_rectifier_heat_sink,EBF3 input rectifier heat sink,0.8,sensitivity_flag,lunar_candidate_flagged,aluminum,aluminum,aluminum_housing_machining_v1,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_input_rectifier_heat_sink.yaml
ebf3_intermediate_wire_guide_body,EBF3 intermediate wire guide body,0.16,local_nominal,lunar_candidate,steel,steel,machining_basic_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_intermediate_wire_guide_body.yaml
ebf3_intermediate_wire_guide_wear_insert,EBF3 intermediate wire guide wear insert,0.09,sensitivity_flag,lunar_candidate_flagged,ceramic,ceramic,ceramic_forming_basic_v0,no_material_change,medium,ceramic_forming_sintering_qa,"Ceramic feedstock and forming are plausible, but shrinkage, density, finish, and inspection remain sensitivity items.",kb/items/parts/ebf3_intermediate_wire_guide_wear_insert.yaml
ebf3_linear_encoder_mounting_bracket_set,EBF3 linear encoder mounting bracket set,0.3,local_nominal,lunar_candidate,steel,steel,machining_basic_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_linear_encoder_mounting_bracket_set.yaml
ebf3_linear_encoder_read_head_set,EBF3 linear encoder read head set,0.45,import_nominal,import_as_leaf,electronic,electronic,import_receiving_basic_v0,keep_as_complex_import_or_defer,very_high,import_as_complex_item,"Electronics/software are not decomposed into semiconductor, PCB, passives, and packaging routes; keep import unless explicitly decomposed.",kb/items/parts/ebf3_linear_encoder_read_head_set.yaml
ebf3_linear_encoder_scale_strip_set,EBF3 linear encoder scale strip set,0.75,import_nominal,earth_import,glass,glass,glass_melting_and_forming_v0,no_material_change,medium,ceramic_forming_sintering_qa,"Ceramic feedstock and forming are plausible, but shrinkage, density, finish, and inspection remain sensitivity items.",kb/items/parts/ebf3_linear_encoder_scale_strip_set.yaml
ebf3_linear_guide_carriage_block_set,EBF3 linear guide carriage block set,1.1,import_until_gap_resolved,route_gap,precision_metal,bearing_steel,machining_basic_v0,updated_material,high,precision_heat_treat_metrology,"Base steel may be lunar-plausible, but heat treatment, grinding, fatigue, preload, lubrication, and metrology are not closed.",kb/items/parts/ebf3_linear_guide_carriage_block_set.yaml
ebf3_linear_guide_carriage_retainer_set,EBF3 linear guide carriage retainer set,0.25,sensitivity_flag,lunar_candidate_flagged,steel,steel,machining_basic_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_linear_guide_carriage_retainer_set.yaml
ebf3_linear_guide_carriage_rolling_element_set,EBF3 linear guide carriage rolling element set,0.55,import_until_gap_resolved,route_gap,precision_metal,bearing_steel,precision_grinding_basic_v0,updated_material,high,precision_heat_treat_metrology,"Base steel may be lunar-plausible, but heat treatment, grinding, fatigue, preload, lubrication, and metrology are not closed.",kb/items/parts/ebf3_linear_guide_carriage_rolling_element_set.yaml
ebf3_linear_guide_rail_body_set,EBF3 linear guide rail body set,2.4,import_until_gap_resolved,route_gap,hardened_steel,hardened_steel,steel_shaft_machining_v1,no_material_change,high,precision_heat_treat_metrology,"Base steel may be lunar-plausible, but heat treatment, grinding, fatigue, preload, lubrication, and metrology are not closed.",kb/items/parts/ebf3_linear_guide_rail_body_set.yaml
ebf3_linear_guide_rail_end_stop_set,EBF3 linear guide rail end stop set,0.3,local_nominal,lunar_candidate,steel,steel,machining_basic_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_linear_guide_rail_end_stop_set.yaml
ebf3_linear_guide_rail_mounting_hole_datum_set,EBF3 linear guide rail mounting hole datum set,0.3,local_nominal,lunar_candidate,steel,steel,machining_basic_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_linear_guide_rail_mounting_hole_datum_set.yaml
ebf3_lv_distribution_breaker_or_fuse_set,EBF3 lv distribution breaker or fuse set,1.2,import_nominal,import_as_leaf,electronic,electronic,import_receiving_basic_v0,keep_as_complex_import_or_defer,very_high,import_as_complex_item,"Electronics/software are not decomposed into semiconductor, PCB, passives, and packaging routes; keep import unless explicitly decomposed.",kb/items/parts/ebf3_lv_distribution_breaker_or_fuse_set.yaml
ebf3_lv_distribution_busbar_set,EBF3 lv distribution busbar set,1.1,local_nominal,lunar_candidate,aluminum,aluminum,machining_basic_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_lv_distribution_busbar_set.yaml
ebf3_lv_distribution_panel_plate,EBF3 lv distribution panel plate,0.8,local_nominal,lunar_candidate,steel,steel,sheet_metal_cutting_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_lv_distribution_panel_plate.yaml
ebf3_lv_distribution_terminal_block_set,EBF3 lv distribution terminal block set,0.9,import_nominal,earth_import,electronic,electronic,import_receiving_basic_v0,keep_as_complex_import_or_defer,very_high,import_as_complex_item,"Electronics/software are not decomposed into semiconductor, PCB, passives, and packaging routes; keep import unless explicitly decomposed.",kb/items/parts/ebf3_lv_distribution_terminal_block_set.yaml
ebf3_matching_network_busbar_set,EBF3 matching network busbar set,0.6,sensitivity_flag,lunar_candidate_flagged,aluminum,aluminum,machining_basic_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_matching_network_busbar_set.yaml
ebf3_matching_network_capacitor_set,EBF3 matching network capacitor set,1.2,import_nominal,import_as_leaf,electronic,electronic,import_receiving_basic_v0,keep_as_complex_import_or_defer,very_high,import_as_complex_item,"Electronics/software are not decomposed into semiconductor, PCB, passives, and packaging routes; keep import unless explicitly decomposed.",kb/items/parts/ebf3_matching_network_capacitor_set.yaml
ebf3_matching_network_inductor_bobbin_or_insulation_set,EBF3 matching network inductor bobbin or insulation set,0.18,import_until_gap_resolved,route_gap,insulator,alumina_ceramic,ceramic_forming_basic_v0,updated_material,medium,ceramic_forming_sintering_qa,"Ceramic feedstock and forming are plausible, but shrinkage, density, finish, and inspection remain sensitivity items.",kb/items/parts/ebf3_matching_network_inductor_bobbin_or_insulation_set.yaml
ebf3_matching_network_inductor_core_set,EBF3 matching network inductor core set,0.45,import_until_gap_resolved,route_gap,magnetic_material,ferrite,ferrite_powder_synthesis_v0,updated_material,high,magnetic_property_qa,"Shape/material may be plausible, but permeability/loss/lamination/ferrite composition/anneal and magnetic acceptance are not closed.",kb/items/parts/ebf3_matching_network_inductor_core_set.yaml
ebf3_matching_network_inductor_mounting_base_set,EBF3 matching network inductor mounting base set,0.14,local_nominal,lunar_candidate,steel_or_aluminum,steel,machining_basic_v0,updated_material,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_matching_network_inductor_mounting_base_set.yaml
ebf3_matching_network_inductor_terminal_set,EBF3 matching network inductor terminal set,0.08,sensitivity_flag,lunar_candidate_flagged,conductive_metal,aluminum,machining_basic_v0,updated_material,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_matching_network_inductor_terminal_set.yaml
ebf3_matching_network_inductor_winding_set,EBF3 matching network inductor winding set,0.45,import_nominal,earth_import,copper,copper,import_receiving_basic_v0,no_material_change,medium_high,electrical_conductor_route,Conductor material is plausible only with drawing/insulation/termination/field or vacuum electrical tests; copper is import/recycle constrained.,kb/items/parts/ebf3_matching_network_inductor_winding_set.yaml
ebf3_matching_network_mounting_frame,EBF3 matching network mounting frame,0.9,local_nominal,lunar_candidate,steel,steel,machining_basic_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_matching_network_mounting_frame.yaml
ebf3_motion_drive_control_board,EBF3 motion drive control board,1.0,import_nominal,import_as_leaf,electronic,electronic,import_receiving_basic_v0,keep_as_complex_import_or_defer,very_high,import_as_complex_item,"Electronics/software are not decomposed into semiconductor, PCB, passives, and packaging routes; keep import unless explicitly decomposed.",kb/items/parts/ebf3_motion_drive_control_board.yaml
ebf3_motion_drive_heat_spreader,EBF3 motion drive heat spreader,0.5,sensitivity_flag,lunar_candidate_flagged,aluminum,aluminum,aluminum_housing_machining_v1,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_motion_drive_heat_spreader.yaml
ebf3_motion_drive_power_stage_set,EBF3 motion drive power stage set,1.1,import_nominal,import_as_leaf,electronic,electronic,import_receiving_basic_v0,keep_as_complex_import_or_defer,very_high,import_as_complex_item,"Electronics/software are not decomposed into semiconductor, PCB, passives, and packaging routes; keep import unless explicitly decomposed.",kb/items/parts/ebf3_motion_drive_power_stage_set.yaml
ebf3_motion_drive_terminal_block_set,EBF3 motion drive terminal block set,0.4,import_nominal,earth_import,electronic,electronic,import_receiving_basic_v0,keep_as_complex_import_or_defer,very_high,import_as_complex_item,"Electronics/software are not decomposed into semiconductor, PCB, passives, and packaging routes; keep import unless explicitly decomposed.",kb/items/parts/ebf3_motion_drive_terminal_block_set.yaml
ebf3_motor_coupling_clamp_screw_set,EBF3 motor coupling clamp screw set,0.08,sensitivity_flag,lunar_candidate_flagged,steel,steel,fastener_kit_small_fabrication_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_motor_coupling_clamp_screw_set.yaml
ebf3_motor_coupling_flexible_element_set,EBF3 motor coupling flexible element set,0.14,import_until_gap_resolved,defer_split_import_fallback,composite,engineering_polymer,import_receiving_basic_v0,updated_material,high,polymer_or_special_chemistry,"Polymer, elastomer, oil, TIM, and friction materials depend on organics/special chemistry and vacuum/HV qualification.",kb/items/parts/ebf3_motor_coupling_flexible_element_set.yaml
ebf3_motor_coupling_hub_set,EBF3 motor coupling hub set,0.28,local_nominal,lunar_candidate,steel,steel,machining_basic_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_motor_coupling_hub_set.yaml
ebf3_motor_mount_bracket_fastener_interface_set,EBF3 motor mount bracket fastener interface set,0.15,sensitivity_flag,lunar_candidate_flagged,steel,steel,fastener_kit_small_fabrication_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_motor_mount_bracket_fastener_interface_set.yaml
ebf3_motor_mount_bracket_plate_set,EBF3 motor mount bracket plate set,0.65,local_nominal,lunar_candidate,steel,steel,machining_basic_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_motor_mount_bracket_plate_set.yaml
ebf3_motor_mount_bracket_spacer_set,EBF3 motor mount bracket spacer set,0.2,local_nominal,lunar_candidate,steel,steel,machining_basic_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_motor_mount_bracket_spacer_set.yaml
ebf3_moveable_build_platform_clamp_slot_set,EBF3 moveable build platform clamp slot set,0.7,local_nominal,lunar_candidate,precision_metal,steel,machining_basic_v0,updated_material,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_moveable_build_platform_clamp_slot_set.yaml
ebf3_moveable_build_platform_plate,EBF3 moveable build platform plate,5.6,sensitivity_flag,lunar_candidate_flagged,precision_metal,steel,machining_basic_v0,updated_material,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_moveable_build_platform_plate.yaml
ebf3_moveable_build_platform_return_contact_pad,EBF3 moveable build platform return contact pad,0.4,sensitivity_flag,lunar_candidate_flagged,conductive_metal,aluminum,aluminum_housing_machining_v0,updated_material,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_moveable_build_platform_return_contact_pad.yaml
