batch_id,item_id,parent_ids,source_queue_type,mass_nominal_kg,mass_low_kg,mass_high_kg,unit,unit_kind,material_class,material_hint,material_alternates,material_note,performance_checks,existing_candidate,candidate_fit,candidate_note,architecture_assumption,item_path
route_batch_04,ebf3_disconnect_switch_actuator,ebf3_main_disconnect_switch,existing_route_as_leaf,0.4,0.2,0.8,unit,discrete,polymer,silicone_rubber,other_kb_polymer,Check vacuum/outgassing and temperature limits.,basic function/material/scale,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_disconnect_switch_actuator.yaml
route_batch_01,ebf3_matching_network_inductor_bobbin_or_insulation_set,ebf3_matching_network_inductor_set,implemented_split_child,0.18,,,unit,discrete,insulator,insulator,,Child material is only a coarse hint from the implemented split; worker must choose a simulation material or import decision.,"derive from item name, parent function, and split plan; keep HV/vacuum/thermal/magnetic/motion gates explicit",,,,,kb/items/parts/ebf3_matching_network_inductor_bobbin_or_insulation_set.yaml
route_batch_02,ebf3_matching_network_inductor_core_set,ebf3_matching_network_inductor_set,implemented_split_child,0.45,,,unit,discrete,magnetic_material,magnetic_material,,Child material is only a coarse hint from the implemented split; worker must choose a simulation material or import decision.,"derive from item name, parent function, and split plan; keep HV/vacuum/thermal/magnetic/motion gates explicit",,,,,kb/items/parts/ebf3_matching_network_inductor_core_set.yaml
route_batch_03,ebf3_matching_network_inductor_mounting_base_set,ebf3_matching_network_inductor_set,implemented_split_child,0.14,,,unit,discrete,metal,metal,,Child material is only a coarse hint from the implemented split; worker must choose a simulation material or import decision.,"derive from item name, parent function, and split plan; keep HV/vacuum/thermal/magnetic/motion gates explicit",,,,,kb/items/parts/ebf3_matching_network_inductor_mounting_base_set.yaml
route_batch_04,ebf3_matching_network_inductor_terminal_set,ebf3_matching_network_inductor_set,implemented_split_child,0.08,,,unit,discrete,conductive_metal,conductive_metal,,Child material is only a coarse hint from the implemented split; worker must choose a simulation material or import decision.,"derive from item name, parent function, and split plan; keep HV/vacuum/thermal/magnetic/motion gates explicit",,,,,kb/items/parts/ebf3_matching_network_inductor_terminal_set.yaml
route_batch_01,ebf3_matching_network_inductor_winding_set,ebf3_matching_network_inductor_set,implemented_split_child,0.45,,,unit,discrete,copper,copper,,Child material is only a coarse hint from the implemented split; worker must choose a simulation material or import decision.,"derive from item name, parent function, and split plan; keep HV/vacuum/thermal/magnetic/motion gates explicit",,,,,kb/items/parts/ebf3_matching_network_inductor_winding_set.yaml
route_batch_02,ebf3_motion_drive_heat_spreader,ebf3_motion_control_drive_module,existing_route_as_leaf,0.5,0.25,1,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,thermal load/temperature rise,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_motion_drive_heat_spreader.yaml
route_batch_03,ebf3_motor_coupling_clamp_screw_set,ebf3_motor_couplings,existing_route_as_leaf,0.08,0.032,0.2,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,motion tolerance/load/lubrication; stiffness/tolerance/interface fit,stepper_motor_precision,accuracy_risk,"Torque, vacuum compatibility, encoder, and insulation need review.",,kb/items/parts/ebf3_motor_coupling_clamp_screw_set.yaml
route_batch_04,ebf3_motor_coupling_hub_set,ebf3_motor_couplings,existing_route_as_leaf,0.28,0.112,0.7,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,motion tolerance/load/lubrication,stepper_motor_precision,accuracy_risk,"Torque, vacuum compatibility, encoder, and insulation need review.",,kb/items/parts/ebf3_motor_coupling_hub_set.yaml
route_batch_01,ebf3_motor_mount_bracket_fastener_interface_set,ebf3_motor_mount_brackets,existing_route_as_leaf,0.15,0.06,0.375,unit,discrete,metal,steel,aluminum,Simple machined/bent/welded hardware.,motion tolerance/load/lubrication; stiffness/tolerance/interface fit,stepper_motor_precision,accuracy_risk,"Torque, vacuum compatibility, encoder, and insulation need review.",,kb/items/parts/ebf3_motor_mount_bracket_fastener_interface_set.yaml
route_batch_02,ebf3_motor_mount_bracket_plate_set,ebf3_motor_mount_brackets,existing_route_as_leaf,0.65,0.26,1.625,unit,discrete,metal,steel,aluminum,Simple machined/bent/welded hardware.,motion tolerance/load/lubrication; stiffness/tolerance/interface fit,stepper_motor_precision,accuracy_risk,"Torque, vacuum compatibility, encoder, and insulation need review.",,kb/items/parts/ebf3_motor_mount_bracket_plate_set.yaml
route_batch_03,ebf3_motor_mount_bracket_spacer_set,ebf3_motor_mount_brackets,existing_route_as_leaf,0.2,0.08,0.5,unit,discrete,metal,steel,aluminum,Simple machined/bent/welded hardware.,motion tolerance/load/lubrication; stiffness/tolerance/interface fit,stepper_motor_precision,accuracy_risk,"Torque, vacuum compatibility, encoder, and insulation need review.",,kb/items/parts/ebf3_motor_mount_bracket_spacer_set.yaml
route_batch_04,ebf3_moveable_build_platform_clamp_slot_set,ebf3_moveable_build_platform,existing_route_as_leaf,0.7,0.35,1.4,unit,discrete,precision_metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,stiffness/tolerance/interface fit,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_moveable_build_platform_clamp_slot_set.yaml
route_batch_01,ebf3_moveable_build_platform_plate,ebf3_moveable_build_platform,existing_route_as_leaf,5.6,2.8,11.2,unit,discrete,precision_metal,steel_plate,aluminum_plate,"Select by stiffness, flatness, thermal exposure, and manufacturability.",stiffness/tolerance/interface fit,metal_sheet_or_plate,accuracy_risk,Stock is not a same-level replacement; use for material/process only.,,kb/items/parts/ebf3_moveable_build_platform_plate.yaml
route_batch_02,ebf3_moveable_build_platform_return_contact_pad,ebf3_moveable_build_platform,existing_route_as_leaf,0.4,0.2,0.8,unit,discrete,conductive_metal,conductive_metal,,Current material_class is the starting point.,basic function/material/scale,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_moveable_build_platform_return_contact_pad.yaml
route_batch_03,ebf3_multi_channel_driver_enclosure,ebf3_multi_channel_driver_module,existing_route_as_leaf,0.6,0.24,1.5,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,circuit function/rating,enclosure_electrical_medium,likely_reuse,Same-level enclosure if scale and environment pass review.,,kb/items/parts/ebf3_multi_channel_driver_enclosure.yaml
route_batch_04,ebf3_multi_channel_heat_sink,ebf3_multi_channel_driver_module,existing_route_as_leaf,1.2,0.6,2.4,unit,discrete,metal,aluminum,steel,Aluminum is the normal heat-sink material; steel only as closure proxy.,thermal load/temperature rise,heat_sink_base_machined,likely_reuse,Same-level heat-sink hardware if heat load is modest.,,kb/items/parts/ebf3_multi_channel_heat_sink.yaml
route_batch_01,ebf3_positioning_base_frame_crossmember_set,ebf3_positioning_base_frame,existing_route_as_leaf,2.2,1.1,4.4,unit,discrete,metal,steel_structural_stock,aluminum_structural_stock,Select by stiffness and fabrication route.,stiffness/tolerance/interface fit,structural_frame_small_v0,accuracy_risk,"Frame geometry, stiffness, and mounting assumptions need scaling.",,kb/items/parts/ebf3_positioning_base_frame_crossmember_set.yaml
route_batch_02,ebf3_positioning_base_frame_mounting_foot_set,ebf3_positioning_base_frame,existing_route_as_leaf,0.8,0.4,1.6,unit,discrete,metal,steel_structural_stock,aluminum_structural_stock,Select by stiffness and fabrication route.,stiffness/tolerance/interface fit,structural_frame_small_v0,accuracy_risk,"Frame geometry, stiffness, and mounting assumptions need scaling.",,kb/items/parts/ebf3_positioning_base_frame_mounting_foot_set.yaml
route_batch_03,ebf3_positioning_base_frame_rail_set,ebf3_positioning_base_frame,existing_route_as_leaf,4,2,8,unit,discrete,metal,steel_structural_stock,aluminum_structural_stock,Select by stiffness and fabrication route.,stiffness/tolerance/interface fit,structural_frame_small_v0,accuracy_risk,"Frame geometry, stiffness, and mounting assumptions need scaling.",,kb/items/parts/ebf3_positioning_base_frame_rail_set.yaml
route_batch_04,ebf3_positioning_bellows_end_retainer_set,ebf3_positioning_bellows_cover,existing_route_as_leaf,0.18,0.09,0.36,unit,discrete,metal,steel,aluminum,Simple retaining hardware unless high temperature.,basic function/material/scale,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_positioning_bellows_end_retainer_set.yaml
route_batch_01,ebf3_positioning_bellows_folded_cover,ebf3_positioning_bellows_cover,existing_route_as_leaf,0.55,0.275,1.1,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,basic function/material/scale,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_positioning_bellows_folded_cover.yaml
route_batch_02,ebf3_positioning_bellows_mounting_tab_set,ebf3_positioning_bellows_cover,existing_route_as_leaf,0.07,0.035,0.14,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,basic function/material/scale,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_positioning_bellows_mounting_tab_set.yaml
route_batch_03,ebf3_positioning_feedthrough_flange,ebf3_positioning_electrical_feedthrough,existing_route_as_leaf,0.2,0.066,0.6,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,voltage/current/dielectric rating; vacuum leak rate/outgassing,electrical_feedthrough_vacuum,accuracy_risk,"Vacuum seal, pin, dielectric, and voltage rating are fidelity-critical.",,kb/items/parts/ebf3_positioning_feedthrough_flange.yaml
route_batch_04,ebf3_positioning_feedthrough_insulator_body,ebf3_positioning_electrical_feedthrough,existing_route_as_leaf,0.4,0.132,1.2,unit,discrete,ceramic,alumina_ceramic,porcelain; fused_silica,Use ceramic route; dielectric/creepage rating required.,voltage/current/dielectric rating; vacuum leak rate/outgassing,electrical_feedthrough_vacuum,accuracy_risk,"Vacuum seal, pin, dielectric, and voltage rating are fidelity-critical.",,kb/items/parts/ebf3_positioning_feedthrough_insulator_body.yaml
route_batch_01,ebf3_positioning_feedthrough_motor_power_pin_set,ebf3_positioning_electrical_feedthrough,existing_route_as_leaf,0.18,0.0594,0.54,unit,discrete,conductive_metal,conductive_metal,,Current material_class is the starting point.,voltage/current/dielectric rating; vacuum leak rate/outgassing; motion tolerance/load/lubrication,electrical_feedthrough_vacuum,accuracy_risk,"Vacuum seal, pin, dielectric, and voltage rating are fidelity-critical.",,kb/items/parts/ebf3_positioning_feedthrough_motor_power_pin_set.yaml
route_batch_02,ebf3_positioning_feedthrough_shield_termination_interface,ebf3_positioning_electrical_feedthrough,existing_route_as_leaf,0.05,0.0165,0.15,unit,discrete,conductive_metal,steel,aluminum; refractory_foil,Radiation/HV shields may need refractory metal.,voltage/current/dielectric rating; vacuum leak rate/outgassing,electrical_feedthrough_vacuum,accuracy_risk,"Vacuum seal, pin, dielectric, and voltage rating are fidelity-critical.",,kb/items/parts/ebf3_positioning_feedthrough_shield_termination_interface.yaml
route_batch_03,ebf3_positioning_feedthrough_signal_pin_set,ebf3_positioning_electrical_feedthrough,existing_route_as_leaf,0.08,0.0264,0.24,unit,discrete,conductive_metal,conductive_metal,,Current material_class is the starting point.,voltage/current/dielectric rating; vacuum leak rate/outgassing,electrical_feedthrough_vacuum,accuracy_risk,"Vacuum seal, pin, dielectric, and voltage rating are fidelity-critical.",,kb/items/parts/ebf3_positioning_feedthrough_signal_pin_set.yaml
route_batch_04,ebf3_power_electronics_cold_plate_port_interface_set,ebf3_power_electronics_cooling_duct_or_line_set,implemented_split_child,0.3,,,unit,discrete,metal,metal,,Child material is only a coarse hint from the implemented split; worker must choose a simulation material or import decision.,"derive from item name, parent function, and split plan; keep HV/vacuum/thermal/magnetic/motion gates explicit",,,,lunar_vacuum_conduction_cold_plate_baseline,kb/items/parts/ebf3_power_electronics_cold_plate_port_interface_set.yaml
route_batch_01,ebf3_power_electronics_conductive_cooling_line_or_strap_set,ebf3_power_electronics_cooling_duct_or_line_set,implemented_split_child,0.3,,,unit,discrete,metal,metal,,Child material is only a coarse hint from the implemented split; worker must choose a simulation material or import decision.,"derive from item name, parent function, and split plan; keep HV/vacuum/thermal/magnetic/motion gates explicit",,,,lunar_vacuum_conduction_cold_plate_baseline,kb/items/parts/ebf3_power_electronics_conductive_cooling_line_or_strap_set.yaml
route_batch_02,ebf3_power_electronics_cooling_line_support_clamp_set,ebf3_power_electronics_cooling_duct_or_line_set,implemented_split_child,0.1,,,unit,discrete,metal,metal,,Child material is only a coarse hint from the implemented split; worker must choose a simulation material or import decision.,"derive from item name, parent function, and split plan; keep HV/vacuum/thermal/magnetic/motion gates explicit",,,,lunar_vacuum_conduction_cold_plate_baseline,kb/items/parts/ebf3_power_electronics_cooling_line_support_clamp_set.yaml
route_batch_04,ebf3_power_electronics_cooling_plate_set,ebf3_power_electronics_thermal_management,existing_route_as_leaf,2,1,4,unit,discrete,metal,steel_plate,aluminum_plate,"Select by stiffness, flatness, thermal exposure, and manufacturability.",thermal load/temperature rise; stiffness/tolerance/interface fit,metal_sheet_or_plate,accuracy_risk,Stock is not a same-level replacement; use for material/process only.,,kb/items/parts/ebf3_power_electronics_cooling_plate_set.yaml
route_batch_01,ebf3_power_electronics_heat_sink_set,ebf3_power_electronics_thermal_management,existing_route_as_leaf,3,1.5,6,unit,discrete,metal,aluminum,steel,Aluminum is the normal heat-sink material; steel only as closure proxy.,thermal load/temperature rise,heat_sink_base_machined,likely_reuse,Same-level heat-sink hardware if heat load is modest.,,kb/items/parts/ebf3_power_electronics_heat_sink_set.yaml
route_batch_02,ebf3_power_electronics_thermal_interface_set,ebf3_power_electronics_thermal_management,existing_route_as_leaf,0.8,0.4,1.6,unit,discrete,composite,composite_placeholder,split_into_materials,Split or proxy if material mix affects closure.,thermal load/temperature rise,thermal_interface_material,likely_reuse,Material proxy; check temperature and vacuum/outgassing.,,kb/items/parts/ebf3_power_electronics_thermal_interface_set.yaml
route_batch_03,ebf3_power_input_gland_body,ebf3_power_input_cable_gland,existing_route_as_leaf,0.5,0.25,1,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,basic function/material/scale,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_power_input_gland_body.yaml
route_batch_04,ebf3_power_input_gland_seal,ebf3_power_input_cable_gland,existing_route_as_leaf,0.3,0.099,0.9,unit,discrete,polymer,silicone_rubber,metal_gasket,Vacuum/oil compatibility decides final material.,vacuum leak rate/outgassing,vacuum_seal_assembly,accuracy_risk,Seal geometry/material/leak rate are hidden.,,kb/items/parts/ebf3_power_input_gland_seal.yaml
route_batch_01,ebf3_pressure_adjustment_knob_body,ebf3_pressure_adjustment_knob,existing_route_as_leaf,0.13,0.065,0.26,unit,discrete,polymer,steel,ceramic,Simple hardware; choose ceramic for heat/electrical isolation.,basic function/material/scale,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_pressure_adjustment_knob_body.yaml
route_batch_02,ebf3_pressure_adjustment_threaded_insert,ebf3_pressure_adjustment_knob,existing_route_as_leaf,0.07,0.035,0.14,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,basic function/material/scale,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_pressure_adjustment_threaded_insert.yaml
route_batch_03,ebf3_primary_transformer_core,ebf3_primary_isolation_transformer,existing_route_as_leaf,1.5,0.6,3.75,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,circuit function/rating,transformer_core,accuracy_risk,Core geometry and lamination material need scaling.,,kb/items/parts/ebf3_primary_transformer_core.yaml
route_batch_04,ebf3_primary_transformer_insulation_set,ebf3_primary_isolation_transformer,existing_route_as_leaf,0.6,0.24,1.5,unit,discrete,insulator,insulator,,Current material_class is the starting point.,circuit function/rating,high_voltage_transformer,accuracy_risk,Voltage class and insulation package need scaling.,,kb/items/parts/ebf3_primary_transformer_insulation_set.yaml
route_batch_01,ebf3_primary_transformer_mount,ebf3_primary_isolation_transformer,existing_route_as_leaf,0.6,0.24,1.5,unit,discrete,metal,steel,aluminum; alumina_ceramic,Simple machined/bent/welded hardware unless insulating.,circuit function/rating; stiffness/tolerance/interface fit,high_voltage_transformer,accuracy_risk,Voltage class and insulation package need scaling.,,kb/items/parts/ebf3_primary_transformer_mount.yaml
route_batch_02,ebf3_primary_transformer_winding_set,ebf3_primary_isolation_transformer,existing_route_as_leaf,1.3,0.52,3.25,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,circuit function/rating,high_voltage_transformer,accuracy_risk,Voltage class and insulation package need scaling.,,kb/items/parts/ebf3_primary_transformer_winding_set.yaml
route_batch_03,ebf3_ripple_inductor_core,ebf3_ripple_damping_inductor,existing_route_as_leaf,0.35,0.14,0.875,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,circuit function/rating,inductor_filter_large,accuracy_risk,"Core, winding, insulation, and rating assumptions are hidden.",,kb/items/parts/ebf3_ripple_inductor_core.yaml
route_batch_04,ebf3_ripple_inductor_insulation_set,ebf3_ripple_damping_inductor,existing_route_as_leaf,0.12,0.048,0.3,unit,discrete,insulator,insulator,,Current material_class is the starting point.,circuit function/rating,inductor_filter_large,accuracy_risk,"Core, winding, insulation, and rating assumptions are hidden.",,kb/items/parts/ebf3_ripple_inductor_insulation_set.yaml
route_batch_01,ebf3_ripple_inductor_mount,ebf3_ripple_damping_inductor,existing_route_as_leaf,0.08,0.032,0.2,unit,discrete,metal,steel,aluminum; alumina_ceramic,Simple machined/bent/welded hardware unless insulating.,circuit function/rating; stiffness/tolerance/interface fit,inductor_filter_large,accuracy_risk,"Core, winding, insulation, and rating assumptions are hidden.",,kb/items/parts/ebf3_ripple_inductor_mount.yaml
route_batch_02,ebf3_ripple_inductor_winding,ebf3_ripple_damping_inductor,existing_route_as_leaf,0.45,0.18,1.125,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,circuit function/rating,inductor_filter_large,accuracy_risk,"Core, winding, insulation, and rating assumptions are hidden.",,kb/items/parts/ebf3_ripple_inductor_winding.yaml
route_batch_03,ebf3_rotary_axis_bearing_inner_ring,ebf3_rotary_axis_bearing,existing_route_as_leaf,1.1,0.44,2.75,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,motion tolerance/load/lubrication,bearing_set_heavy,accuracy_risk,"Load, runout, lubrication, and vacuum compatibility need review.",,kb/items/parts/ebf3_rotary_axis_bearing_inner_ring.yaml
route_batch_04,ebf3_rotary_axis_bearing_outer_ring,ebf3_rotary_axis_bearing,existing_route_as_leaf,1.3,0.52,3.25,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,motion tolerance/load/lubrication,bearing_set_heavy,accuracy_risk,"Load, runout, lubrication, and vacuum compatibility need review.",,kb/items/parts/ebf3_rotary_axis_bearing_outer_ring.yaml
route_batch_01,ebf3_rotary_axis_bearing_retainer,ebf3_rotary_axis_bearing,existing_route_as_leaf,0.4,0.16,1,unit,discrete,metal,steel,aluminum,Simple retaining hardware unless high temperature.,motion tolerance/load/lubrication,bearing_set_heavy,accuracy_risk,"Load, runout, lubrication, and vacuum compatibility need review.",,kb/items/parts/ebf3_rotary_axis_bearing_retainer.yaml
route_batch_02,ebf3_rotary_axis_bearing_rolling_element_set,ebf3_rotary_axis_bearing,existing_route_as_leaf,1.2,0.48,3,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,motion tolerance/load/lubrication,bearing_set_heavy,accuracy_risk,"Load, runout, lubrication, and vacuum compatibility need review.",,kb/items/parts/ebf3_rotary_axis_bearing_rolling_element_set.yaml
route_batch_03,ebf3_rotary_axis_table_hub,ebf3_rotary_axis_table,existing_route_as_leaf,1.4,0.56,3.5,unit,discrete,precision_metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,motion tolerance/load/lubrication,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_rotary_axis_table_hub.yaml
route_batch_04,ebf3_rotary_axis_table_mounting_pattern,ebf3_rotary_axis_table,existing_route_as_leaf,0.6,0.24,1.5,unit,discrete,precision_metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,motion tolerance/load/lubrication,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_rotary_axis_table_mounting_pattern.yaml
route_batch_01,ebf3_rotary_axis_table_plate,ebf3_rotary_axis_table,existing_route_as_leaf,3,1.2,7.5,unit,discrete,precision_metal,steel_plate,aluminum_plate,"Select by stiffness, flatness, thermal exposure, and manufacturability.",motion tolerance/load/lubrication; stiffness/tolerance/interface fit,metal_sheet_or_plate,accuracy_risk,Stock is not a same-level replacement; use for material/process only.,,kb/items/parts/ebf3_rotary_axis_table_plate.yaml
route_batch_02,ebf3_rotary_encoder_scale_ring,ebf3_rotary_encoder,existing_route_as_leaf,0.18,0.072,0.45,unit,discrete,glass,glass,,Current material_class is the starting point.,motion tolerance/load/lubrication,encoder_rotary_incremental,accuracy_risk,"Resolution, vacuum, and mounting assumptions are hidden.",,kb/items/parts/ebf3_rotary_encoder_scale_ring.yaml
route_batch_03,ebf3_hv_transformer_internal_hv_lead_set,ebf3_sectioned_hv_step_up_transformer,implemented_split_child,0.6,,,unit,discrete,conductive_metal,conductive_metal,,Child material is only a coarse hint from the implemented split; worker must choose a simulation material or import decision.,"derive from item name, parent function, and split plan; keep HV/vacuum/thermal/magnetic/motion gates explicit",,,,,kb/items/parts/ebf3_hv_transformer_internal_hv_lead_set.yaml
route_batch_04,ebf3_hv_transformer_interwinding_insulation_set,ebf3_sectioned_hv_step_up_transformer,implemented_split_child,1.5,,,unit,discrete,insulator,insulator,,Child material is only a coarse hint from the implemented split; worker must choose a simulation material or import decision.,"derive from item name, parent function, and split plan; keep HV/vacuum/thermal/magnetic/motion gates explicit",,,,,kb/items/parts/ebf3_hv_transformer_interwinding_insulation_set.yaml
route_batch_01,ebf3_hv_transformer_magnetic_core_set,ebf3_sectioned_hv_step_up_transformer,implemented_split_child,3.0,,,unit,discrete,magnetic_material,magnetic_material,,Child material is only a coarse hint from the implemented split; worker must choose a simulation material or import decision.,"derive from item name, parent function, and split plan; keep HV/vacuum/thermal/magnetic/motion gates explicit",,,,,kb/items/parts/ebf3_hv_transformer_magnetic_core_set.yaml
route_batch_02,ebf3_hv_transformer_oil_interface_marker,ebf3_sectioned_hv_step_up_transformer,implemented_split_child,0.5,,,unit,discrete,composite,composite,,Child material is only a coarse hint from the implemented split; worker must choose a simulation material or import decision.,"derive from item name, parent function, and split plan; keep HV/vacuum/thermal/magnetic/motion gates explicit",,,,,kb/items/parts/ebf3_hv_transformer_oil_interface_marker.yaml
route_batch_03,ebf3_hv_transformer_primary_winding_set,ebf3_sectioned_hv_step_up_transformer,implemented_split_child,1.2,,,unit,discrete,copper,copper,,Child material is only a coarse hint from the implemented split; worker must choose a simulation material or import decision.,"derive from item name, parent function, and split plan; keep HV/vacuum/thermal/magnetic/motion gates explicit",,,,,kb/items/parts/ebf3_hv_transformer_primary_winding_set.yaml
route_batch_04,ebf3_hv_transformer_secondary_winding_set,ebf3_sectioned_hv_step_up_transformer,implemented_split_child,2.2,,,unit,discrete,copper,copper,,Child material is only a coarse hint from the implemented split; worker must choose a simulation material or import decision.,"derive from item name, parent function, and split plan; keep HV/vacuum/thermal/magnetic/motion gates explicit",,,,,kb/items/parts/ebf3_hv_transformer_secondary_winding_set.yaml
route_batch_01,ebf3_hv_transformer_section_support_structure,ebf3_sectioned_hv_step_up_transformer,implemented_split_child,1.0,,,unit,discrete,insulator,insulator,,Child material is only a coarse hint from the implemented split; worker must choose a simulation material or import decision.,"derive from item name, parent function, and split plan; keep HV/vacuum/thermal/magnetic/motion gates explicit",,,,,kb/items/parts/ebf3_hv_transformer_section_support_structure.yaml
route_batch_02,ebf3_sensor_interface_shield,ebf3_sensor_interface_module,existing_route_as_leaf,0.05,0.02,0.125,unit,discrete,metal,steel,aluminum; refractory_foil,Radiation/HV shields may need refractory metal.,circuit function/rating,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_sensor_interface_shield.yaml
route_batch_03,ebf3_spatter_shield_mounting_tab_set,ebf3_spatter_shielding,existing_route_as_leaf,0.15,0.075,0.3,unit,discrete,metal,steel,aluminum; refractory_foil,Radiation/HV shields may need refractory metal.,basic function/material/scale,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_spatter_shield_mounting_tab_set.yaml
route_batch_04,ebf3_spatter_shield_retainer_set,ebf3_spatter_shielding,existing_route_as_leaf,0.25,0.125,0.5,unit,discrete,metal,steel,aluminum,Simple retaining hardware unless high temperature.,basic function/material/scale,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_spatter_shield_retainer_set.yaml
route_batch_01,ebf3_spool_brake_adjuster_knob,ebf3_spool_brake_adjuster,existing_route_as_leaf,0.07,0.035,0.14,unit,discrete,metal,steel,ceramic,Simple hardware; choose ceramic for heat/electrical isolation.,basic function/material/scale,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_spool_brake_adjuster_knob.yaml
route_batch_02,ebf3_substrate_clamp_insulating_pad_set,ebf3_substrate_clamp,existing_route_as_leaf,0.2,0.1,0.4,unit,discrete,ceramic,alumina_ceramic,porcelain; fused_silica,Select dielectric/thermal grade before recipe work.,stiffness/tolerance/interface fit,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_substrate_clamp_insulating_pad_set.yaml
route_batch_03,ebf3_substrate_clamp_jaw_set,ebf3_substrate_clamp,existing_route_as_leaf,0.55,0.275,1.1,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,stiffness/tolerance/interface fit,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_substrate_clamp_jaw_set.yaml
route_batch_04,ebf3_tank_side_bushing_central_conductor,ebf3_tank_side_hv_output_bushing,existing_route_as_leaf,0.25,0.0825,0.75,unit,discrete,metal,aluminum,copper,Use copper only when conductivity/size penalty matters.,voltage/current/dielectric rating; vacuum leak rate/outgassing,electrical_wire_and_connectors,accuracy_risk,"Length, conductor, insulation, and termination need scaling.",,kb/items/parts/ebf3_tank_side_bushing_central_conductor.yaml
route_batch_01,ebf3_tank_side_bushing_field_grading_shield,ebf3_tank_side_hv_output_bushing,existing_route_as_leaf,0.12,0.0396,0.36,unit,discrete,conductive_metal,steel,aluminum; refractory_foil,Radiation/HV shields may need refractory metal.,voltage/current/dielectric rating; vacuum leak rate/outgassing,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_tank_side_bushing_field_grading_shield.yaml
route_batch_02,ebf3_tank_side_bushing_insulator_body,ebf3_tank_side_hv_output_bushing,existing_route_as_leaf,0.75,0.2475,2.25,unit,discrete,ceramic,alumina_ceramic,porcelain; fused_silica,Use ceramic route; dielectric/creepage rating required.,voltage/current/dielectric rating; vacuum leak rate/outgassing,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_tank_side_bushing_insulator_body.yaml
route_batch_03,ebf3_tank_side_bushing_mounting_flange,ebf3_tank_side_hv_output_bushing,existing_route_as_leaf,0.3,0.099,0.9,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,voltage/current/dielectric rating; vacuum leak rate/outgassing,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_tank_side_bushing_mounting_flange.yaml
