batch,item_id,parent_ids,disposition,confidence,reason,checked_refs,next_action
9,ebf3_hv_tank_temperature_probe,ebf3_hv_tank_temperature_sensor,keep_ebf3_leaf,high,"No same-level KB candidate. Probe sensing element, calibration, insulation, oil/HV environment, feedthrough interface, and electronics/import content are unresolved.",readiness_csv; item_yaml,Keep EBF3 temperature-probe leaf; decompose sensor technology or import route only if tank telemetry closure matters.
9,ebf3_hv_tank_temperature_sensor_lead_set,ebf3_hv_tank_temperature_sensor,keep_ebf3_leaf,high,"electrical_wire_and_connectors is registered not enough accuracy for tank-adjacent wiring. Insulation, oil/vacuum compatibility, shielding, termination, and HV isolation would be hidden.",readiness_csv; item_yaml; replacement_register; candidate_item_yaml; recipe_electrical_wire_and_connectors_v0,Keep EBF3 sensor-lead leaf; do not close with ordinary wire/connectors.
9,ebf3_hv_tank_temperature_sensor_mount,ebf3_hv_tank_temperature_sensor,keep_ebf3_leaf,medium,"No same-level KB candidate. Small metal mount may be local, but probe location, insulation option, tank attachment, surface finish, and oil/HV compatibility remain unresolved.",readiness_csv; item_yaml,Keep EBF3 sensor-mount leaf; later review as local bracket only after sensor topology is fixed.
9,ebf3_hv_transformer_insulating_fluid,ebf3_high_voltage_tank,keep_ebf3_leaf,high,"high_voltage_transformer is a whole transformer, not insulating fluid. Substitution would hide dielectric fluid chemistry, volume, outgassing, thermal behavior, and import mass.",readiness_csv; item_yaml; candidate_item_yaml; recipe_high_voltage_transformer_v0,Keep EBF3 insulating-fluid leaf; choose fluid material/import route separately.
9,ebf3_hv_voltage_divider_insulating_support,ebf3_hv_output_voltage_divider_sensing,keep_ebf3_leaf,high,"No same-level KB candidate. HV divider support depends on dielectric material, creepage, geometry, contamination control, and mounting; wrong closure would overstate lunar HV capability.",readiness_csv; item_yaml,Keep EBF3 insulating-support leaf; review ceramic/polymer support route after divider voltage geometry is known.
9,ebf3_hv_voltage_divider_low_voltage_sense_board,ebf3_hv_output_voltage_divider_sensing,keep_ebf3_leaf,high,"No same-level KB candidate. Electronics board hides PCB, semiconductors, calibration, isolation boundary, test burden, and Earth import mass.",readiness_csv; item_yaml,Keep EBF3 sense-board leaf; decompose electronics or model import separately.
9,ebf3_hv_voltage_divider_resistor_stack,ebf3_hv_output_voltage_divider_sensing,keep_ebf3_leaf,high,"No same-level KB candidate. HV resistor stack rating, tolerance, thermal drift, dielectric spacing, calibration, and resistor technology are unresolved.",readiness_csv; item_yaml,Keep EBF3 resistor-stack leaf; define resistor technology/rating or import route later.
9,ebf3_hv_voltage_divider_shielded_lead,ebf3_hv_output_voltage_divider_sensing,keep_ebf3_leaf,high,"electrical_wire_and_connectors is registered not enough accuracy for HV-sensing wiring. Shielding, insulation, routing, termination, and isolation affect import mass and HV reliability.",readiness_csv; item_yaml; replacement_register; candidate_item_yaml; recipe_electrical_wire_and_connectors_v0,Keep EBF3 shielded-lead leaf; do not use ordinary wiring as closure.
9,ebf3_input_rectifier_busbar_set,ebf3_input_rectifier,keep_ebf3_leaf,high,"rectifier_bridge_heavy_duty is a whole rectifier module, not a busbar set. Using it would add hidden electronics and potting while losing conductor geometry, current rating, and energy/mass accuracy.",readiness_csv; item_yaml; candidate_item_yaml; recipe_rectifier_bridge_heavy_duty_v0,Keep EBF3 busbar leaf; review as power busbar geometry/material separately.
9,ebf3_input_rectifier_diode_module_set,ebf3_input_rectifier,import_encoded,medium,"rectifier_diode_set is same broad diode-set function and explicitly is_import, but voltage/current package rating and mass scaling are hidden; using it affects import mass more than lunar process energy.",readiness_csv; item_yaml; candidate_item_yaml,May encode as imported diode-set closure with EBF3 mass/rating flag retained; do not treat as local manufacturing.
9,ebf3_input_rectifier_gate_or_sense_board,ebf3_input_rectifier,keep_ebf3_leaf,high,"rectifier_bridge_heavy_duty is a whole power rectifier, not a gate/sense board. Substitution would hide control electronics, sensing function, semiconductors, testing, and import mass.",readiness_csv; item_yaml; candidate_item_yaml; recipe_rectifier_bridge_heavy_duty_v0,Keep EBF3 gate/sense board leaf; decompose electronics or import route separately.
9,ebf3_input_rectifier_heat_sink,ebf3_input_rectifier,keep_ebf3_leaf,high,"rectifier_bridge_heavy_duty is a whole rectifier module, not a heat sink. It hides diode imports and potting while failing to expose thermal resistance, mounting, isolation, and machining energy.",readiness_csv; item_yaml; candidate_item_yaml; recipe_rectifier_bridge_heavy_duty_v0,Keep EBF3 heat-sink leaf; review heat-sink-specific proxy only if thermal closure matters.
9,ebf3_intermediate_wire_guide_body,ebf3_intermediate_wire_guide,keep_ebf3_leaf,medium,"No same-level KB candidate. Likely machined metal, but wire path geometry, bore tolerance, surface finish, wear, and alignment affect precision feed reliability and manufacturing energy.",readiness_csv; item_yaml,Keep EBF3 guide-body leaf; later review as local precision wire-guide hardware.
10,ebf3_intermediate_wire_guide_wear_insert,ebf3_intermediate_wire_guide,keep_ebf3_leaf,high,"No same-level KB candidate. Ceramic wear insert geometry, bore finish, dielectric/thermal grade, wear behavior, and vacuum cleanliness affect feed reliability; wrong closure would overstate lunar ceramic capability and distort import mass/energy.",readiness_csv; item_yaml,Keep EBF3 wear-insert leaf; choose ceramic grade and fabrication route only if wire-guide closure matters.
10,ebf3_linear_encoder_mounting_bracket_set,ebf3_linear_encoder_scales,keep_ebf3_leaf,high,"linear_encoder_set is a whole encoder assembly, not the bracket leaf. Using it would import or manufacture read-head electronics and scale content for a simple bracket and corrupt mass/energy attribution.",readiness_csv; item_yaml; candidate_item_yaml; recipe_linear_encoder_set_v0,Keep EBF3 bracket leaf; review as local precision bracket only after datum and tolerance needs are known.
10,ebf3_linear_encoder_read_head_set,ebf3_linear_encoder_scales,keep_ebf3_leaf,high,"linear_encoder_set is broader than the read-head leaf and its recipe assumes sensors/electronic components. Substitution would hide semiconductor/import content, calibration, signal quality, and precision feedback risk.",readiness_csv; item_yaml; candidate_item_yaml; recipe_linear_encoder_set_v0,Keep EBF3 read-head leaf; decompose encoder electronics or import route separately.
10,ebf3_linear_encoder_scale_strip_set,ebf3_linear_encoder_scales,keep_ebf3_leaf,high,"linear_encoder_set is a whole encoder, not the scale strip. Its recipe hides scale pattern accuracy, glass/film choice, mounting carrier, thermal stability, and inspection; wrong closure would misstate precision-motion capability.",readiness_csv; item_yaml; candidate_item_yaml; recipe_linear_encoder_set_v0,Keep EBF3 scale-strip leaf; review scale fabrication and metrology route separately.
10,ebf3_linear_guide_carriage_block_set,ebf3_linear_guide_carriages,keep_ebf3_leaf,high,"linear_guide_rails is a whole rail-and-carriage system. This leaf is carriage block bodies; substituting the whole assembly would hide race geometry, preload, grinding, lubrication, and double-count rail content.",readiness_csv; item_yaml; candidate_item_yaml; recipe_linear_guide_rails_v0,Keep EBF3 carriage-block leaf; review precision machining/grinding route explicitly.
10,ebf3_linear_guide_carriage_retainer_set,ebf3_linear_guide_carriages,keep_ebf3_leaf,high,"linear_guide_rails is not same-level for retainer hardware. Retention, seal/lubricant strategy, vacuum compatibility, and carriage preload are hidden; wrong closure would pollute precision-motion import and energy estimates.",readiness_csv; item_yaml; candidate_item_yaml; recipe_linear_guide_rails_v0,Keep EBF3 retainer leaf; review with carriage lubrication and preload design.
10,ebf3_linear_guide_carriage_rolling_element_set,ebf3_linear_guide_carriages,keep_ebf3_leaf,high,"linear_guide_rails is a complete guide system, not rolling elements. Ball/roller grade, hardness, roundness, finish, preload, and vacuum lubrication are performance-defining; false local closure would overstate precision bearing capability.",readiness_csv; item_yaml; candidate_item_yaml; recipe_linear_guide_rails_v0,Keep EBF3 rolling-element leaf; define bearing-element manufacture/import route separately.
10,ebf3_linear_guide_rail_body_set,ebf3_linear_guide_rails,keep_ebf3_leaf,high,"linear_guide_rails includes rails, carriages, bearings, and fasteners, so it is broader than rail bodies. Substitution hides rail profile, hardening, grinding, straightness, mounting datum, and mass split.",readiness_csv; item_yaml; candidate_item_yaml; recipe_linear_guide_rails_v0,Keep EBF3 rail-body leaf; review hardened/ground rail fabrication route separately.
10,ebf3_linear_guide_rail_end_stop_set,ebf3_linear_guide_rails,keep_ebf3_leaf,medium,"linear_guide_rails is a whole guide assembly, not an end-stop leaf. End-stop load, fastening, datum interaction, and vacuum-compatible finish are unresolved; whole-system substitution would overcount motion hardware.",readiness_csv; item_yaml; candidate_item_yaml; recipe_linear_guide_rails_v0,Keep EBF3 end-stop leaf; later review as local stop hardware if rail closure matters.
10,ebf3_linear_guide_rail_mounting_hole_datum_set,ebf3_linear_guide_rails,keep_ebf3_leaf,high,"linear_guide_rails is not same-level for mounting-hole datum features. Datum accuracy, hole pattern, flatness, inspection, and alignment drive precision-motion capability; proxying would hide energy and metrology burden.",readiness_csv; item_yaml; candidate_item_yaml; recipe_linear_guide_rails_v0,Keep EBF3 datum leaf; define machining and inspection route with rail-body review.
10,ebf3_lv_distribution_breaker_or_fuse_set,ebf3_low_voltage_distribution_panel,keep_ebf3_leaf,high,"No same-level KB candidate. Breaker/fuse rating, arc interruption, certification, contacts, polymers, and imported protection-device content affect Earth import mass and lunar electrical capability.",readiness_csv; item_yaml,Keep EBF3 breaker/fuse leaf; decompose protection device or import route only if LV panel closure matters.
10,ebf3_lv_distribution_busbar_set,ebf3_low_voltage_distribution_panel,expand_but_flag,medium,"busbar_distribution_system_v0 is same broad busbar family with a local recipe, but it is a 12 kg placeholder and hides current rating, conductor geometry, insulation, creepage, and panel scaling.",readiness_csv; item_yaml; candidate_item_yaml; recipe_busbar_distribution_system_v0,Use only as LV busbar sensitivity proxy with EBF3 mass retained; do not mark reliable local closure.
10,ebf3_matching_network_busbar_set,ebf3_inverter_matching_network,expand_but_flag,medium,"busbar_distribution_system_v0 is a broad power-bus proxy, but matching-network busbars may depend on current, frequency, layout inductance, insulation, and thermal geometry. Wrong closure would distort power-electronics mass and energy.",readiness_csv; item_yaml; candidate_item_yaml; recipe_busbar_distribution_system_v0,Use only as matching-network busbar sensitivity proxy; keep geometry/rating risk flagged.
10,ebf3_matching_network_capacitor_set,ebf3_inverter_matching_network,expand_but_flag,medium,"capacitor_bank_filter is same broad capacitor/filter family, but its recipe explicitly relies on imported capacitor elements and hides voltage, ripple, dielectric, terminal, and matching behavior.",readiness_csv; item_yaml; candidate_item_yaml; recipe_capacitor_bank_filter_v1,Use only as capacitor sensitivity proxy; keep electronics import and rating risk flagged.
10,ebf3_matching_network_inductor_set,ebf3_inverter_matching_network,expand_but_flag,medium,"inductor_filter_large has a coarse winding/core recipe, but hides core material, winding geometry, insulation, current/frequency rating, thermal behavior, and matching-network performance.",readiness_csv; item_yaml; candidate_item_yaml; recipe_inductor_filter_large_v0,Use only as inductor sensitivity proxy; not reliable matching-network closure.
10,ebf3_matching_network_mounting_frame,ebf3_inverter_matching_network,expand_but_flag,medium,"structural_frame_small_v0 has a local placeholder frame recipe, but 12 kg generic welded frame vs 0.9 kg electronics mounting frame hides stiffness, clearances, grounding, thermal, and mounting geometry.",readiness_csv; item_yaml; candidate_item_yaml; recipe_structural_frame_small_v0,Use only as frame-fabrication sensitivity proxy with EBF3 mass retained.
10,ebf3_motion_drive_control_board,ebf3_motion_control_drive_module,keep_ebf3_leaf,high,"No same-level KB candidate. Control board hides semiconductors, PCB fabrication, firmware interaction, isolation, motor-drive feedback, and test burden; wrong closure would undercount Earth electronics imports.",readiness_csv; item_yaml,Keep EBF3 control-board leaf; decompose board or import route separately.
10,ebf3_motion_drive_heat_spreader,ebf3_motion_control_drive_module,keep_ebf3_leaf,medium,"No same-level KB candidate. It may be local metalwork, but thermal resistance, flatness, interface material, mounting pressure, and power-stage geometry are unresolved; local_ok would hide thermal closure assumptions.",readiness_csv; item_yaml,Keep EBF3 heat-spreader leaf; review as local thermal metal part after power-stage heat path is known.
10,ebf3_motion_drive_power_stage_set,ebf3_motion_control_drive_module,keep_ebf3_leaf,high,"No same-level KB candidate. Power stage hides semiconductor modules, gate drive, isolation, current/voltage rating, thermal interface, and imported electronics content; wrong closure would strongly bias import mass and energy.",readiness_csv; item_yaml,Keep EBF3 power-stage leaf; decompose power electronics or model import explicitly later.
10,ebf3_motor_coupling_clamp_screw_set,ebf3_motor_couplings,keep_ebf3_leaf,high,"stepper_motor_precision is a whole motor with electronics, coils, housing, and calibration, not a clamp screw set. Substitution would massively overcount motor content and hide coupling preload, screw grade, and vacuum/friction behavior.",readiness_csv; item_yaml; candidate_item_yaml; recipe_stepper_motor_precision_v0,Keep EBF3 clamp-screw leaf; review as coupling fastener hardware rather than motor proxy.
11,ebf3_motor_coupling_flexible_element_set,ebf3_motor_couplings,keep_ebf3_leaf,high,"stepper_motor_precision is a whole motor with drive electronics, not a coupling flexible element. It hides elastomer/composite material, torsional stiffness, backlash, vacuum compatibility, and wear; wrong closure would overstate lunar motion-component capability and distort import mass/energy.",readiness_csv; item_yaml; candidate_item_yaml; recipe_stepper_motor_precision_v0,Keep EBF3 flexible-element leaf; review coupling material and torsional/vacuum requirements separately.
11,ebf3_motor_coupling_hub_set,ebf3_motor_couplings,keep_ebf3_leaf,high,"stepper_motor_precision is wrong level/function: a complete motor assembly, not coupling hubs. It hides hub bore, key/clamp geometry, concentricity, balance, and shaft-interface tolerance; using it would pollute precision-motion closure.",readiness_csv; item_yaml; candidate_item_yaml; recipe_stepper_motor_precision_v0,Keep EBF3 hub leaf; review as precision machined coupling hardware.
11,ebf3_motor_mount_bracket_fastener_interface_set,ebf3_motor_mount_brackets,keep_ebf3_leaf,high,"stepper_motor_precision includes mounting bracket as part of a whole motor but is not a fastener interface set. It hides bolt pattern, thread inserts, stiffness, alignment, and service loads; substitution would misallocate motor import/local mass.",readiness_csv; item_yaml; candidate_item_yaml; recipe_stepper_motor_precision_v0,Keep EBF3 fastener-interface leaf; review bracket fastening details with motor mount geometry.
11,ebf3_motor_mount_bracket_plate_set,ebf3_motor_mount_brackets,keep_ebf3_leaf,high,"stepper_motor_precision is a whole motor and not same-level bracket plates. Its recipe hides plate thickness, datum flatness, hole pattern, stiffness, and alignment; wrong closure would overstate local precision-motion structure readiness.",readiness_csv; item_yaml; candidate_item_yaml; recipe_stepper_motor_precision_v0,Keep EBF3 bracket-plate leaf; review as machined or bent structural plate set.
11,ebf3_motor_mount_bracket_spacer_set,ebf3_motor_mount_brackets,keep_ebf3_leaf,high,"stepper_motor_precision is wrong level/function for spacers. Spacer thickness, parallelism, material, stack tolerance, and alignment impact are hidden; substituting a whole motor would corrupt import mass and manufacturing energy.",readiness_csv; item_yaml; candidate_item_yaml; recipe_stepper_motor_precision_v0,Keep EBF3 spacer leaf; classify local route only after tolerance/material review.
11,ebf3_moveable_build_platform_clamp_slot_set,ebf3_moveable_build_platform,keep_ebf3_leaf,medium,"No same-level KB candidate. Slots may be locally machined, but clamp geometry, datum role, surface finish, fixture interface, and thermal/flatness effects are unresolved; local_ok would hide build-platform capability risk.",readiness_csv; item_yaml,Keep EBF3 clamp-slot leaf; later review as precision machining feature if platform closure matters.
11,ebf3_moveable_build_platform_plate,ebf3_moveable_build_platform,expand_but_flag,medium,"metal_sheet_or_plate has a simple sheet/plate recipe but is stock, not a finished build platform plate. It hides flatness, thickness, thermal mass, surface finish, substrate interface, and beam-current return effects.",readiness_csv; item_yaml; candidate_item_yaml; recipe_metal_sheet_or_plate_v0,Use metal_sheet_or_plate only as plate-stock sensitivity proxy with EBF3 mass retained; not reliable platform closure.
11,ebf3_moveable_build_platform_return_contact_pad,ebf3_moveable_build_platform,keep_ebf3_leaf,high,"No same-level KB candidate. Conductive pad closure depends on contact material, surface finish, attachment, current density, heating, and return topology; wrong local closure would hide electron-beam return/import assumptions.",readiness_csv; item_yaml,Keep EBF3 return-contact leaf; review contact material and current-return interface explicitly.
11,ebf3_multi_channel_driver_control_board,ebf3_multi_channel_driver_module,keep_ebf3_leaf,high,"No same-level KB candidate. Generic electronics would hide PCB assembly, semiconductors, isolation, firmware/control behavior, ratings, and test burden; false local closure would undercount Earth imports and overstate lunar electronics capability.",readiness_csv; item_yaml,Keep EBF3 control-board leaf; decompose electronics or model import risk later.
11,ebf3_multi_channel_driver_enclosure,ebf3_multi_channel_driver_module,expand_but_flag,medium,"enclosure_electrical_medium is same broad enclosure family with a recipe, but the register flags not enough accuracy. It is 4 kg vs 0.6 kg and hides EMI, thermal path, voltage clearance, service geometry, and scaling.",readiness_csv; item_yaml; replacement_register; candidate_item_yaml; recipe_enclosure_electrical_medium_v0,Use only as enclosure sensitivity proxy with EBF3 mass retained; do not mark reliable local closure.
11,ebf3_multi_channel_heat_sink,ebf3_multi_channel_driver_module,expand_but_flag,medium,"heat_sink_base_machined is same broad heat-sink hardware with a recipe, but the register flags not enough accuracy. Thermal resistance, isolation, mounting, cooling path, fin geometry, and mass scaling are hidden.",readiness_csv; item_yaml; replacement_register; candidate_item_yaml; recipe_heat_sink_base_machined_v1,Use only as heat-sink machining sensitivity proxy; review thermal design before local_ok.
11,ebf3_multi_channel_power_driver_stage_set,ebf3_multi_channel_driver_module,keep_ebf3_leaf,high,"No same-level KB candidate. Power driver stage hides semiconductors, gate drive, magnetics, isolation, protection, thermal interface, and test requirements; wrong closure would strongly undercount imports and misstate energy.",readiness_csv; item_yaml,Keep EBF3 power-driver leaf; decompose power electronics only if driver closure matters.
11,ebf3_positioning_axis_base_plate,ebf3_four_axis_positioning_system,expand_but_flag,medium,"metal_sheet_or_plate is plate stock, not a finished positioning datum plate. It hides hole pattern, flatness, machining, surface treatment, stiffness, and precision-motion alignment; local_ok would overstate lunar axis capability.",readiness_csv; item_yaml; candidate_item_yaml; recipe_metal_sheet_or_plate_v0,Use metal_sheet_or_plate only as material/process sensitivity proxy with EBF3 mass retained.
11,ebf3_positioning_base_frame_crossmember_set,ebf3_positioning_base_frame,expand_but_flag,medium,"structural_frame_small_v0 has a local frame recipe but is a 12 kg generic frame, not this crossmember set. It hides cross-section, weld/bolt strategy, stiffness, datum geometry, finish, and scaling.",readiness_csv; item_yaml; candidate_item_yaml; recipe_structural_frame_small_v0,Use only as structural fabrication sensitivity proxy; keep EBF3 crossmember identity and mass.
11,ebf3_positioning_base_frame_mounting_foot_set,ebf3_positioning_base_frame,expand_but_flag,medium,"structural_frame_small_v0 is broad structural fabrication, not mounting feet. Leveling, isolation, bolt pattern, floor interface, stiffness, and mass scaling are hidden; reliable local closure is not proven.",readiness_csv; item_yaml; candidate_item_yaml; recipe_structural_frame_small_v0,Use only as frame-hardware sensitivity proxy with EBF3 mass retained; review mounting-foot geometry separately.
11,ebf3_positioning_base_frame_rail_set,ebf3_positioning_base_frame,expand_but_flag,medium,"structural_frame_small_v0 is same broad frame family but not a rail set. Rail cross-section, straightness, joining, stiffness, vacuum-compatible finish, and precision-motion alignment assumptions are hidden.",readiness_csv; item_yaml; candidate_item_yaml; recipe_structural_frame_small_v0,Use only as structural-frame sensitivity proxy; do not treat as reliable rail-set closure.
11,ebf3_positioning_bellows_end_retainer_set,ebf3_positioning_bellows_cover,keep_ebf3_leaf,medium,"No same-level KB candidate. Retainers may be simple metal, but bellows end geometry, fastening, fatigue, clearance, and debris-protection role are unresolved; local_ok would hide motion-cover interface risk.",readiness_csv; item_yaml,Keep EBF3 retainer leaf; review with bellows cover design.
11,ebf3_positioning_bellows_folded_cover,ebf3_positioning_bellows_cover,keep_ebf3_leaf,medium,"No same-level KB candidate. Folded cover material and forming look locally plausible, but fold geometry, fatigue life, debris protection, clearance, and motion-cycle requirements are unresolved.",readiness_csv; item_yaml,Keep EBF3 folded-cover leaf; review bellows material/forming route before local closure.
11,ebf3_positioning_bellows_mounting_tab_set,ebf3_positioning_bellows_cover,keep_ebf3_leaf,medium,"No same-level KB candidate. Tabs are small metal parts, but attachment method, hole pattern, fatigue, clearance, and bellows interface are unresolved; wrong closure would hide precision-motion cover reliability.",readiness_csv; item_yaml,Keep EBF3 mounting-tab leaf; later classify as local hardware only after interface review.
11,ebf3_positioning_feedthrough_air_side_connector,ebf3_positioning_electrical_feedthrough,keep_ebf3_leaf,high,"connector_electrical_multi_pin is same broad connector family but not reliable for a feedthrough air-side interface. Pinout, shielding, service boundary, dielectric rating, seal adjacency, and vacuum feedthrough assumptions are hidden.",readiness_csv; item_yaml; candidate_item_yaml; recipe_connector_electrical_multi_pin_v0,Keep EBF3 connector leaf; review feedthrough connector family and ratings before any proxy/import decision.
12,ebf3_positioning_feedthrough_flange,ebf3_positioning_electrical_feedthrough,expand_but_flag,medium,"electrical_feedthrough_vacuum is same broad feedthrough family, but it is a whole 1 kg feedthrough vs 0.2 kg flange and hides seal geometry, bolt pattern, dielectric boundary, vacuum leak behavior, and mass scaling.",readiness_csv; item_yaml; candidate_item_yaml; recipe_electrical_feedthrough_vacuum_v0,Use only as feedthrough fabrication sensitivity proxy with EBF3 mass retained; do not mark reliable flange closure.
12,ebf3_positioning_feedthrough_insulator_body,ebf3_positioning_electrical_feedthrough,expand_but_flag,medium,"electrical_feedthrough_vacuum is same broad feedthrough family, but whole-feedthrough recipe hides ceramic grade, pin sealing, creepage, vacuum compatibility, and local ceramic process assumptions.",readiness_csv; item_yaml; candidate_item_yaml; recipe_electrical_feedthrough_vacuum_v0,Use only as feedthrough/ceramic sensitivity proxy; keep dielectric closure risk flagged.
12,ebf3_positioning_feedthrough_motor_power_pin_set,ebf3_positioning_electrical_feedthrough,expand_but_flag,medium,"electrical_feedthrough_vacuum includes conductors, but is not same-level pin-set closure; current rating, conductor geometry, insulation spacing, sealing, and motion-axis load assumptions are hidden.",readiness_csv; item_yaml; candidate_item_yaml; recipe_electrical_feedthrough_vacuum_v0,Use only as feedthrough conductor sensitivity proxy; do not treat as reliable motor-power pin closure.
12,ebf3_positioning_feedthrough_shield_termination_interface,ebf3_positioning_electrical_feedthrough,keep_ebf3_leaf,high,"electrical_feedthrough_vacuum is a whole feedthrough, not a shield termination policy/interface. Grounding, isolation, termination geometry, and EMI behavior would be invented and could pollute import/local capability.",readiness_csv; item_yaml; candidate_item_yaml; recipe_electrical_feedthrough_vacuum_v0,Keep EBF3 shield-termination leaf; review grounding and shield interface explicitly.
12,ebf3_positioning_feedthrough_signal_pin_set,ebf3_positioning_electrical_feedthrough,expand_but_flag,medium,"electrical_feedthrough_vacuum is same broad feedthrough family, but it hides signal pin count, shielding, isolation, sealing, voltage rating, and scaling from 1 kg feedthrough to 0.08 kg pin set.",readiness_csv; item_yaml; candidate_item_yaml; recipe_electrical_feedthrough_vacuum_v0,Use only as signal-feedthrough sensitivity proxy with EBF3 mass retained; not reliable pin-set closure.
12,ebf3_positioning_feedthrough_vacuum_side_connector,ebf3_positioning_electrical_feedthrough,keep_ebf3_leaf,high,"connector_electrical_multi_pin is a generic connector and replacement register marks this class not enough accuracy; vacuum compatibility, pin count, material stack, rating, and feedthrough-side environment are hidden.",readiness_csv; item_yaml; replacement_register; candidate_item_yaml; recipe_connector_electrical_multi_pin_v0,Keep EBF3 vacuum-side connector leaf; do not use generic connector as reliable closure.
12,ebf3_positioning_motor_cable_insulation_set,ebf3_vacuum_compatible_motor_cabling,keep_ebf3_leaf,high,"assembled_cable_harness is a whole harness, not an insulation layer. Vacuum/outgassing, temperature, dielectric rating, flexibility, and motion routing would be hidden, distorting import mass and lunar cabling capability.",readiness_csv; item_yaml; replacement_register; candidate_item_yaml; recipe_assembled_cable_harness_v0,Keep EBF3 insulation leaf; review vacuum-compatible cable material stack separately.
12,ebf3_positioning_motor_cable_shield_set,ebf3_vacuum_compatible_motor_cabling,keep_ebf3_leaf,high,"assembled_cable_harness is a whole harness, not a shield layer. Shield braid/foil geometry, termination, EMI performance, vacuum compatibility, and motion durability remain unresolved.",readiness_csv; item_yaml; replacement_register; candidate_item_yaml; recipe_assembled_cable_harness_v0,Keep EBF3 shield leaf; decompose cable shielding before substitution.
12,ebf3_positioning_motor_cable_termination_set,ebf3_vacuum_compatible_motor_cabling,keep_ebf3_leaf,high,"assembled_cable_harness hides termination hardware and process details. Vacuum-side crimp/solder method, strain relief, insulation transition, connector rating, and motion reliability affect closure.",readiness_csv; item_yaml; replacement_register; candidate_item_yaml; recipe_assembled_cable_harness_v0,Keep EBF3 termination leaf; review terminations with the motor cable stack.
12,ebf3_positioning_motor_power_conductor_set,ebf3_vacuum_compatible_motor_cabling,expand_but_flag,medium,"electrical_wire_and_connectors is same broad wiring material, but register flags in-chamber/vacuum accuracy risk; conductor gauge, insulation pairing, outgassing, terminations, and motion routing are hidden.",readiness_csv; item_yaml; replacement_register; candidate_item_yaml; recipe_electrical_wire_and_connectors_v0,Use only as conductor-mass sensitivity proxy; not reliable vacuum motor-cable closure.
12,ebf3_positioning_signal_cable_insulation_set,ebf3_vacuum_compatible_signal_cabling,keep_ebf3_leaf,high,"assembled_cable_harness is a whole harness, not signal-cable insulation. Vacuum/outgassing, dielectric behavior, flexibility, sensor noise coupling, and temperature assumptions are hidden.",readiness_csv; item_yaml; replacement_register; candidate_item_yaml; recipe_assembled_cable_harness_v0,Keep EBF3 signal-insulation leaf; review cable insulation material separately.
12,ebf3_positioning_signal_cable_shield_set,ebf3_vacuum_compatible_signal_cabling,keep_ebf3_leaf,high,"assembled_cable_harness is not same-level shield closure. Shield geometry, grounding, EMI/noise behavior, vacuum compatibility, and termination method affect controls reliability and import/local capability.",readiness_csv; item_yaml; replacement_register; candidate_item_yaml; recipe_assembled_cable_harness_v0,Keep EBF3 signal-shield leaf; review shield design before substitution.
12,ebf3_positioning_signal_cable_termination_set,ebf3_vacuum_compatible_signal_cabling,keep_ebf3_leaf,high,"assembled_cable_harness hides signal termination details. Connector type, crimp/solder method, strain relief, shielding continuity, vacuum material, and rating assumptions remain unresolved.",readiness_csv; item_yaml; replacement_register; candidate_item_yaml; recipe_assembled_cable_harness_v0,Keep EBF3 signal-termination leaf; review with signal cable architecture.
12,ebf3_positioning_signal_conductor_set,ebf3_vacuum_compatible_signal_cabling,expand_but_flag,medium,"electrical_wire_and_connectors is same broad conductor material, but in-chamber signal use hides gauge, shielding relationship, insulation, noise, outgassing, and termination assumptions.",readiness_csv; item_yaml; replacement_register; candidate_item_yaml; recipe_electrical_wire_and_connectors_v0,Use only as signal-conductor sensitivity proxy; do not mark reliable vacuum signal-cable closure.
12,ebf3_power_electronics_cooling_duct_or_line_set,ebf3_power_electronics_thermal_management,keep_ebf3_leaf,medium,"No same-level KB candidate. Duct/line material, coolant or air path, sealing, thermal load, pump/fan interface, and fabrication route are unresolved; local_ok would invent thermal-management capability.",readiness_csv; item_yaml,Keep EBF3 duct/line leaf; decompose cooling topology before local/import decision.
12,ebf3_power_electronics_cooling_plate_set,ebf3_power_electronics_thermal_management,expand_but_flag,medium,"metal_sheet_or_plate has a local stock recipe, but it is not a cooling plate. Flatness, channels or mounting holes, thermal contact, alloy choice, and machining energy are hidden.",readiness_csv; item_yaml; candidate_item_yaml; recipe_metal_sheet_or_plate_v0,Use only as plate-stock material/process proxy with EBF3 mass retained; not reliable cooling-plate closure.
12,ebf3_power_electronics_fan_or_pump_module,ebf3_power_electronics_thermal_management,keep_ebf3_leaf,high,"No same-level KB candidate. Fan or pump module hides motor, bearings, electronics, seals, flow rating, vacuum/pressure environment, and import mass assumptions.",readiness_csv; item_yaml,Keep EBF3 module leaf; decide fan/pump technology and import route separately.
12,ebf3_power_electronics_heat_sink_set,ebf3_power_electronics_thermal_management,expand_but_flag,medium,"heat_sink_base_machined is same broad heat-sink hardware, but replacement register flags not enough accuracy; thermal resistance, fin geometry, mounting, isolation, cooling path, and scale are hidden.",readiness_csv; item_yaml; replacement_register; candidate_item_yaml; recipe_heat_sink_base_machined_v1,Use only as heat-sink machining sensitivity proxy; do not mark local_ok.
