Item,Qty,CAD file,Description / Product ID,Manufacturer,Link URL,Subsystem (suggested),Material family,Specific material / grade,Notes,Page,Raw row text
95,2,95_profile_60x60_740,strut profile,Bosch Rexroth AG,https://store.boschrexroth.com/Montagetechnik/Mechanik-Grundelemente/Profile-und-Zubeh%C3%B6r/Strebenprofil?cclcl=de_DE,,,,,10,95 2 95_profile_60x60_740 strut profile Bosch Rexroth AG
96,2,96_profile_60x60_300,strut profile,Bosch Rexroth AG,https://store.boschrexroth.com/Montagetechnik/Mechanik-Grundelemente/Profile-und-Zubeh%C3%B6r/Strebenprofil?cclcl=de_DE,,,,,10,96 2 96_profile_60x60_300 strut profile Bosch Rexroth AG
97,2,97_profile_60x60_1020,strut profile,Bosch Rexroth AG,https://store.boschrexroth.com/Montagetechnik/Mechanik-Grundelemente/Profile-und-Zubeh%C3%B6r/Strebenprofil?cclcl=de_DE,,,,,10,97 2 97_profile_60x60_1020 strut profile Bosch Rexroth AG
98,4,98_plate,,,,,,,,10,98 4 98_plate
99,2,99_bottom_square_profile,,,,,,,,10,99 2 99_bottom_square_profile
161,1,161_bottom_plate,,,,,,,,1,161 1 161_bottom_plate
162,1,162_bottom_plate_changeable,,,,,,,,1,162 1 162_bottom_plate_changeable
171,1,171_top_plate,,,,,,,,1,171 1 171_top_plate
172,1,172_top_plate_changeable,,,,,,,,1,172 1 172_top_plate_changeable
173,1,173_flat_seal_top_plate_changeable,6185: black silicone sealant,Liqui Moly,https://www.liqui-moly.com/de/de/silikondichtmasse-schwarz-p001435.html#6185,,,,,1,173 1 173_flat_seal_top_plate_changeable 6185: black silicone sealant Liqui Moly
174,1,174_dummy_scanner_flange,,EOS,,,,,,1,174 1 174_dummy_scanner_flange EOS
179,1,179_scanner_flange,EOS M270 flange,EOS,,,,,,1,179 1 179_scanner_flange EOS M270 flange EOS
181,1,181_right_side_plate,,,,,,,,2,181 1 181_right_side_plate
191,1,191_left_side_plate,,,,,,,,2,191 1 191_left_side_plate
192,1,192_pressure_relief_valve,120VUS040,Pfeiffer Vacuum,https://www.pfeiffer-vacuum.com/global/de/shop/products/120VUS040,,,,,2,192 1 192_pressure_relief_valve 120VUS040 Pfeiffer Vacuum
193,16,193_clamp_ISO_KF_DN40,,Wissel GmbH,https://wissel-vakuum.de/vakuum-bauteile/vakuum-bauteile-iso-kf/verbindungselemente/pratze/,,,,,2,193 16 193_clamp_ISO_KF_DN40 Wissel GmbH
194,3,194_centering_ring_ISO_KF_DN40,,Wissel GmbH,https://wissel-vakuum.de/vakuum-bauteile/vakuum-bauteile-iso-kf/dichtungen/zentrierring/,,,,,2,194 3 194_centering_ring_ISO_KF_DN40 Wissel GmbH
195,2,195_blind_flange_ISO_KF_DN40,,Wissel GmbH,https://wissel-vakuum.de/vakuum-bauteile/vakuum-bauteile-iso-kf/flansche/blindflansch/,,,,,2,195 2 195_blind_flange_ISO_KF_DN40 Wissel GmbH
261,1,261_left_side_plate,,,,,,,,2,261 1 261_left_side_plate
262,4,262_clamp_ISO_KF_DN40,,Wissel GmbH,https://www.wissel-vakuum.de/vakuum-bauteile/vakuum-bauteile-iso-kf/verbindungselemente/pratze/,,,,,2,262 4 262_clamp_ISO_KF_DN40 Wissel GmbH
271,1,271_right_side_plate,,,,,,,,2,271 1 271_right_side_plate
272,1,272_fluid_feedthrough,,,,,,,,2,272 1 272_fluid_feedthrough
273,4,273_centering_ring_ISO_KF_DN16,,Wissel GmbH,https://www.wissel-vakuum.de/vakuum-bauteile/vakuum-bauteile-iso-kf/dichtungen/zentrierring/,,,,,2,273 4 273_centering_ring_ISO_KF_DN16 Wissel GmbH 2
274,1,274_electricity_feedthrough,,,,,,,,3,274 1 274_electricity_feedthrough
275,4,275_blind_flange_ISO_KF_DN16,,Wissel GmbH,https://www.wissel-vakuum.de/vakuum-bauteile/vakuum-bauteile-iso-kf/flansche/blindflansch/,,,,,3,275 4 275_blind_flange_ISO_KF_DN16 Wissel GmbH
276,8,276_clamp_ISO_KF_DN16,,Wissel GmbH,https://www.wissel-vakuum.de/vakuum-bauteile/vakuum-bauteile-iso-kf/verbindungselemente/pratze/,,,,,3,276 8 276_clamp_ISO_KF_DN16 Wissel GmbH
281,1,281_front_plate,,,,,,,,3,281 1 281_front_plate
291,1,291_back_plate,,,,,,,,3,291 1 291_back_plate
321,1,321_heat_exchanger_rv1_17z0z114z04 322_reduction_ISO_K_DN100_DN63_320,rv1_17z0z114z04,Becker GmbH,https://main.becker-international.com/zfiles/allgemein/1593426301_ds_Becker_RV_1.17-0-114-XX_Heat_exchangers_en.pdf,,,,,5,321 1 321_heat_exchanger_rv1_17z0z114z04 rv1_17z0z114z04 Becker GmbH 322_reduction_ISO_K_DN100_DN63_320
322,2,RRK100-063-63,320RRK100-063-63,Pfeiffer Vacuum,https://www.pfeiffer-vacuum.com/global/de/shop/products/320RRK100_063_63,,,,,5,322 2 320RRK100-063-63 Pfeiffer Vacuum RRK100-063-63
323,8,323_clamp_ISO_K_DN100_350BPD100,350BPD100,Pfeiffer Vacuum,https://www.pfeiffer-vacuum.com/global/de/shop/products/350BPD100,,,,,5,323 8 323_clamp_ISO_K_DN100_350BPD100 350BPD100 Pfeiffer Vacuum
331,176,331_clamp_ISO_K_DN63_320BKL250,320BKL250,Pfeiffer Vacuum,https://www.pfeiffer-vacuum.com/global/de/shop/products/320BKL250,,,,,5,331 176 331_clamp_ISO_K_DN63_320BKL250 320BKL250 Pfeiffer Vacuum
332,44,332_seal_ISO_K_DN63_311ZRA063 34_flexible_pipe_ISO_KF_DN50_170SFK,311ZRA063,Pfeiffer Vacuum,https://www.pfeiffer-vacuum.com/global/de/shop/products/311ZRA063,,,,,5,332 44 332_seal_ISO_K_DN63_311ZRA063 311ZRA063 Pfeiffer Vacuum 34_flexible_pipe_ISO_KF_DN50_170SFK
411,1,411_housing,,,,,,,,6,411 1 411_housing
418,2,418_shaft,Toothed belt pulley 21 AT5/30-2,,,,,,,7,418 2 418_shaft Toothed belt pulley 21 AT5/30-2
419,3,419_belt_pulley_D14-575388,with 14 mm H7 bore with groove and threaded hole on groove Toothed belt pulley 21 AT5/30-2,zahriemen24.de,,,,,,7,419 3 419_belt_pulley_D14-575388 with 14 mm H7 bore with groove zahriemen24.de and threaded hole on groove Toothed belt pulley 21 AT5/30-2
421,1,421_weld_flange_top,,,,,,,,7,421 1 421_weld_flange_top
422,1,422_weld_flange_ISO_K_DN100,,,,,,,,7,422 1 422_weld_flange_ISO_K_DN100
423,1,423_powder_chute_back_front,,,,,,,,7,423 1 423_powder_chute_back_front
424,1,424_powder_chute_right,,,,,,,,7,424 1 424_powder_chute_right
425,1,425_powder_chute_left 426_flexible_pipe_ISO_K_DN100_320SW,,,,,,,,7,425 1 425_powder_chute_left 426_flexible_pipe_ISO_K_DN100_320SW
426,1,N100-0250,320SWN100-0250,Pfeiffer Vacuum,https://www.pfeiffer-vacuum.com/global/de/shop/products/320SWN100_0250,,,,,7,426 1 320SWN100-0250 Pfeiffer Vacuum N100-0250
427,1,427_reduction_ISO_K_DN100_KF_DN40,320RRK100-040-63,Pfeiffer Vacuum,https://www.pfeiffer-vacuum.com/global/de/shop/products/320RRK100_040_63,,,,,7,427 1 427_reduction_ISO_K_DN100_KF_DN40 320RRK100-040-63 Pfeiffer Vacuum
428,1,428_pipe_ISO_KF_DN40,120RZS040,Pfeiffer Vacuum,https://www.pfeiffer-vacuum.com/global/de/shop/products/120RZS040,,,,,7,428 1 428_pipe_ISO_KF_DN40 120RZS040 Pfeiffer Vacuum
429,1,429_powder_container_10_liter 42A_clamping_ring_ISO_KF_DN40_120B,,AMPROVED,https://www.amproved.com/amproved-produkte1/powder-container-4l1.html,,,,,7,429 1 429_powder_container_10_liter AMPROVED 42A_clamping_ring_ISO_KF_DN40_120B
521,1,521_scanner_cover_left,laser safety cover,,,,,,,7,521 1 521_scanner_cover_left laser safety cover
522,1,522_scanner_cover_front,laser safety cover,,,,,,,7,522 1 522_scanner_cover_front laser safety cover
523,1,523_scanner_cover_right,laser safety cover,,,,,,,7,523 1 523_scanner_cover_right laser safety cover
524,1,524_scanner_cover_top,laser safety cover,,,,,,,7,524 1 524_scanner_cover_top laser safety cover 7
611,1,611_nut_ISO 4032 - M4,,,,,,,,8,611 1 611_nut_ISO 4032 - M4
612,1,"612_bolt_DIN 912 - M4x0,7x16x14,25",cylinder head cap screw,,,,,,,8,"612 1 612_bolt_DIN 912 - M4x0,7x16x14,25 cylinder head cap screw"
613,1,"613_bolt_DIN 912 - M4x0,7x8x6,25",cylinder head cap screw,,,,,,,8,"613 1 613_bolt_DIN 912 - M4x0,7x8x6,25 cylinder head cap screw"
614,1,614_bolt_DIN EN ISO 4017 - M6x12,hexagon head screw,,,,,,,8,614 1 614_bolt_DIN EN ISO 4017 - M6x12 hexagon head screw
615,1,"615_bolt_DIN 912 - M4x0,7x12x10,25",cylinder head cap screw,,,,,,,8,"615 1 615_bolt_DIN 912 - M4x0,7x12x10,25 cylinder head cap screw"
616,1,"616_bolt_DIN 912 - M6x1x10x7,5",cylinder head cap screw,,,,,,,8,"616 1 616_bolt_DIN 912 - M6x1x10x7,5 cylinder head cap screw"
617,1,"617_bolt_DIN 912 - M5x0,8x25x23",cylinder head cap screw,,,,,,,8,"617 1 617_bolt_DIN 912 - M5x0,8x25x23 cylinder head cap screw"
618,1,618_countersunk_bolt_DIN 7991 - M4x12,countersunk screw,,,,,,,8,618 1 618_countersunk_bolt_DIN 7991 - M4x12 countersunk screw
619,1,619_countersunk_bolt_DIN 7991 - M5x20,countersunk screw,,,,,,,8,619 1 619_countersunk_bolt_DIN 7991 - M5x20 countersunk screw
912,3,912_name_tag,,,,,,,,9,912 3 912_name_tag
913,13,913_square_profile_80x80x5_connection 914_square_profile_DIN_EN_10219-,,,,,,,,9,913 13 913_square_profile_80x80x5_connection 914_square_profile_DIN_EN_10219-
914,4,2_80x80x5_960 915_square_profile_DIN_EN_10219-,square hollow section,,,,,,,9,914 4 square hollow section 2_80x80x5_960 915_square_profile_DIN_EN_10219-
915,4,2_80x80x5_810 916_square_profile_DIN_EN_10219-,square hollow section,,,,,,,9,915 4 square hollow section 2_80x80x5_810 916_square_profile_DIN_EN_10219-
916,2,2_80x80x5_970 917_square_profile_DIN_EN_10219-,square hollow section,,,,,,,9,916 2 square hollow section 2_80x80x5_970 917_square_profile_DIN_EN_10219-
917,22,2_80x80x5_1670 918_square_profile_DIN_EN_10219-,square hollow section,,,,,,,9,917 22 square hollow section 2_80x80x5_1670 918_square_profile_DIN_EN_10219-
918,3,2_80x80x5_740 919_square_profile_DIN_EN_10219-,square hollow section,,,,,,,9,918 3 square hollow section 2_80x80x5_740 919_square_profile_DIN_EN_10219-
919,2,2_80x80x5_950 91A_square_profile_DIN_EN_10219-,square hollow section,,,,,,,9,919 2 square hollow section 2_80x80x5_950 91A_square_profile_DIN_EN_10219-
1751,1,1751_cover,,,,,,,,1,1751 1 1751_cover
1752,4,1752_seal_ISO 3601-1 - B 0690 G,O-ring,,,,,,,1,1752 4 1752_seal_ISO 3601-1 - B 0690 G O-ring
1753,1,1753_flir_window_glas,thermographic camera:,Impex HighTech GmbH,,,,,,1,1753 1 1753_flir_window_glas Impex HighTech GmbH thermographic camera:
1761,1,1761_dummy_LAF-06_FLIR_X6900SC,FLIR_X6900SC,Teledyne,https://www.flir.de/support/products/x6900sc-sls-lwir/#Overview,,,,,1,1761 1 1761_dummy_LAF-06_FLIR_X6900SC Teledyne FLIR_X6900SC
1762,2,1762_profile_30x30_150,strut profile,Bosch Rexroth AG,https://store.boschrexroth.com/Montagetechnik/Mechanik-Grundelemente/Profile-und-Zubeh%C3%B6r/Strebenprofil?cclcl=de_DE,,,,,1,1762 2 1762_profile_30x30_150 strut profile Bosch Rexroth AG
1763,1,1763_camera_mount,Manfrotto 625,Manfrotto,https://www.manfrotto.com/de-de/schnellwechseleinrichtung-625/,,,,,1,1763 1 1763_camera_mount Manfrotto 625 Manfrotto
1764,1,1764_mounting_plate,,,,,,,,1,1764 1 1764_mounting_plate
1765,2,1765_profile_40x40_150,strut profile,Bosch Rexroth AG,https://store.boschrexroth.com/Montagetechnik/Mechanik-Grundelemente/Profile-und-Zubeh%C3%B6r/Strebenprofil?cclcl=de_DE,,,,,1,1765 2 1765_profile_40x40_150 strut profile Bosch Rexroth AG
1766,2,1766_dummy_lever_with_bolt,,,,,,,,1,1766 2 1766_dummy_lever_with_bolt
1767,2,1767_angle_connection,,,,,,,,1,1767 2 1767_angle_connection
1771,1,1771_seal_ISO 3601-1 - B 0690 G,,,,,,,,1,1771 1 1771_seal_ISO 3601-1 - B 0690 G
1772,1,1772_cover,,,,,,,,1,1772 1 1772_cover
1773,1,1773_ot_window_glas 1781_aluminium_breadboard_450x600x1,,Impex HighTech GmbH,,,,,,1,1773 1 1773_ot_window_glas Impex HighTech GmbH 1781_aluminium_breadboard_450x600x1
1781,1,2.7_MB3030,,Thorlabs,https://www.thorlabs.com/thorproduct.cfm?partnumber=MB4560/M,,,,,1,1781 1 Thorlabs 2.7_MB3030
1961,1,1961_mount_ISO_KF_DN40,mount for cable feed-through SKINTOP MULTI-M Art. Nr.,,,,,,,2,1961 1 1961_mount_ISO_KF_DN40 mount for cable feed-through SKINTOP MULTI-M Art. Nr.
1962,1,1962_feedthrough_SKINTOP MULTI-M,52220146,LAPP,https://lapp.partcommunity.com/3d-cad-models/sso/skintop-multi-m-lapp?info=lapp_kabel%2Fskintop_kabelverschraubungen%2Fskintop_kabeldurchfuehrungssysteme%2Fskintop_kabeldurchfuehrungssysteme%2Fskintop_multi_m.prj&cwid=2183,,,,,2,1962 1 1962_feedthrough_SKINTOP MULTI-M LAPP 52220146
4122,2,HMSA10 RG 4123_vacuum_rotary_feedthrough_PF224,SKF_36X47X7 HMSA10 RG,SKF,https://www.skf.com/at/products/industrial-seals/power-transmission-seals/radial-shaft-seals/productid-35X47X7 HMSA10 RG,,,,,6,4122 2 SKF_36X47X7 HMSA10 RG SKF HMSA10 RG 4123_vacuum_rotary_feedthrough_PF224
4123,6,010-T,PF 224 010 -T,Pfeiffer Vacuum,https://www.pfeiffer-vacuum.com/global/de/shop/products/PF_224_010_T,,,,,6,4123 6 PF 224 010 -T Pfeiffer Vacuum 010-T
4124,4,4124_clamp_ISO_KF_DN40,,Wissel GmbH,https://wissel-vakuum.de/vakuum-bauteile/vakuum-bauteile-iso-kf/verbindungselemente/pratze/,,,,,6,4124 4 4124_clamp_ISO_KF_DN40 Wissel GmbH
4125,1,4125_bearing_pedestal,,,,,,,,6,4125 1 4125_bearing_pedestal
4131,1,4131_bearing_pedestal,,,,,,,,6,4131 1 4131_bearing_pedestal
4141,1,4141_part_1,reduction with seal,,,,,,,6,4141 1 4141_part_1 reduction with seal
4142,1,4142_part_2,reduction with seal,,,,,,,6,4142 1 4142_part_2 reduction with seal
4143,1,4143_seal_FBL3002-K1,reduction with seal motor 80MPD1.300S000-01: part,Mink Bürsten,https://mink-buersten.com/konfigurator/?id_artikelkategorie=275,,,,,6,4143 1 4143_seal_FBL3002-K1 reduction with seal Mink Bürsten motor 80MPD1.300S000-01: part
4153,1,4153_mount_part_1,,,,,,,,7,4153 1 4153_mount_part_1
4154,1,4154_mount_part_2,valve sv04_din_cc_dn40_-,,,,,,,7,4154 1 4154_mount_part_2 valve sv04_din_cc_dn40_-
4162,1,BSR040,120BSR040,Pfeiffer Vacuum,https://www.pfeiffer-vacuum.com/global/de/shop/products/120BSR040,,,,,7,4162 1 120BSR040 Pfeiffer Vacuum BSR040
4163,1,4163_seal_ISO_KF_DN40,,Wissel GmbH,https://wissel-vakuum.de/vakuum-bauteile/vakuum-bauteile-iso-kf/dichtungen/zentrierring/,,,,,7,4163 1 4163_seal_ISO_KF_DN40 Wissel GmbH
4164,2,4164_powder_container_2_liter,,AMPROVED,https://www.amproved.com/amproved-produkte1/powder-container-2l.html,,,,,7,4164 2 4164_powder_container_2_liter AMPROVED
4170,3,4170_powder_chute,,,,,,,,7,4170 3 4170_powder_chute
9111,8,9111_foot,,,,,,,,9,9111 8 9111_foot
9112,4,9112_base_plate_120x80x10_M20,,,,,,,,9,9112 4 9112_base_plate_120x80x10_M20
41210,2,41210_bearing_SKF_61905-2RS1 4122_radial_shaft_seal_SKF_36X47X7,SKF_61905-2RS1,SKF,https://www.skf.com/de/products/rolling-bearings/ball-bearings/deep-groove-ball-bearings/productid-61905-2RS1,,,,,6,41210 2 41210_bearing_SKF_61905-2RS1 SKF_61905-2RS1 SKF 4122_radial_shaft_seal_SKF_36X47X7
41511,1,41511_part_1,1 motor 80MPD1.300S000-01: part,B&R,https://www.br-automation.com/product/80MPD3.300S000-01,,,,,6,41511 1 41511_part_1 B&R 1 motor 80MPD1.300S000-01: part
41512,1,41512_part_2,2,B&R,https://www.br-automation.com/product/80MPD3.300S000-01,,,,,6,41512 1 41512_part_2 B&R 2 6
41521,1,41521_gearbox,8GP40_060__016S2J2_1,B&R,https://www.br-automation.com/de/produkte/8gp40-080hh040klmm/,,,,,7,41521 1 41521_gearbox B&R 8GP40_060__016S2J2_1
41611,6,41611_valve_part_1,_aisi_316l-1_4404_-_epdm: part 1 valve sv04_din_cc_dn40_-,AMPROVED,https://www.amproved.com/amproved-produkte1/iso-kf-dn-40-scheibenventil.html,,,,,7,41611 6 41611_valve_part_1 _aisi_316l-1_4404_-_epdm: part AMPROVED 1 valve sv04_din_cc_dn40_-
41612,6,41612_valve_part_2,_aisi_316l-1_4404_-_epdm: part 2 valve sv04_din_cc_dn40_-,AMPROVED,https://www.amproved.com/amproved-produkte1/iso-kf-dn-40-scheibenventil.html,,,,,7,41612 6 41612_valve_part_2 _aisi_316l-1_4404_-_epdm: part AMPROVED 2 valve sv04_din_cc_dn40_-
41613,6,41613_valve_part_3 4162_clamping_ring_ISO_KF_DN40_120,_aisi_316l-1_4404_-_epdm: part 3,AMPROVED,https://www.amproved.com/amproved-produkte1/iso-kf-dn-40-scheibenventil.html,,,,,7,41613 6 41613_valve_part_3 _aisi_316l-1_4404_-_epdm: part AMPROVED 3 4162_clamping_ring_ISO_KF_DN40_120
