source_row_number,item,cad_file,website_status,website_reason,step_export_status,material_primary,material_specificity,function_evidence_basis,mass_evidence_basis,material_evidence_basis,how_to_make_evidence_basis
248,25,25_frame_z_axis,No link,no original BOM link and no web source recorded in the result,matched_existing,stainless steel structural frame material,Specific material,bom_provided,bom_provided,bom_provided,engineering_hypothesis
249,31,31_circulation_pump,Useful link,original BOM link is row-specific/useful,matched_existing,"Unknown multi-material electromechanical pump module: metal/alloy blower structure and motor hardware, electrical conductor/insulation materials, plus elastomer or polymer mounting, filter, and seal materials.",Unknown/unspecified material,bom_provided,bom_provided,engineering_hypothesis,engineering_hypothesis
250,34,34_flexible_pipe_ISO_KF_DN50_170SFK050-060,Unusable link,"Original link identifies a parent product/module while this row is a subpart, dummy, or simplified CAD representation.",matched_existing,flange: stainless steel 1.4301/304; bellows: stainless steel 316L,Specific material,bom_provided,engineering_hypothesis,bom_provided,engineering_hypothesis
251,35,35_clamping_ring_ISO_KF_DN50_120BSR050,Useful link,original BOM link is row-specific/useful,matched_existing,stainless steel 1.4301/304,Specific material,bom_provided,bom_provided,bom_provided,engineering_hypothesis
252,36,36_seal_ISO_KF_DN50,Useful link,original BOM link is row-specific/useful; research result has independent vendor-spec evidence,matched_existing,PTFE plastic centering ring with FKM fluoroelastomer O-ring,Specific material,independent_vendor_spec,engineering_hypothesis,independent_vendor_spec,engineering_hypothesis
253,37,37_reduction_ISO_K_DN63_KF_DN50_320RRG063-050-40,Useful link,original BOM link is row-specific/useful,matched_existing,Stainless steel 304 / EN 1.4301 adapter body,Specific material,bom_provided,bom_provided,bom_provided,engineering_hypothesis
254,38,38_T_pipe_ISO_K_DN63_320RTS063,Useful link,original BOM link is row-specific/useful,matched_existing,stainless steel 1.4301/304,Specific material,bom_provided,bom_provided,bom_provided,engineering_hypothesis
255,39,39_pipe_ISO_K_DN63,Useful link,original BOM link is row-specific/useful,matched_existing,stainless steel 304/1.4301,Specific material,bom_provided,bom_provided,bom_provided,engineering_hypothesis
256,41A,41A_belt_pulley_D12-575390,Useful link,research result has independent vendor-spec evidence,assembly_only,Aluminum 6082 T6 body with zinc-plated steel flanges,Specific material,independent_vendor_spec,independent_vendor_spec,independent_vendor_spec,engineering_hypothesis
257,41B,41B_timing_belt_340x10,Useful link,research result has independent vendor-spec evidence,matched_existing,polyurethane timing belt body/teeth/backing with steel tensile cord reinforcement,Specific material,independent_vendor_spec,independent_vendor_spec,independent_vendor_spec,engineering_hypothesis
258,41C,41C_clamping_ring_ISO_KF_DN40_120BSR040,Unusable link,"Original link identifies a parent product/module while this row is a subpart, dummy, or simplified CAD representation.",matched_existing,stainless steel 304 / EN 1.4301,Specific material,bom_provided,bom_provided,bom_provided,engineering_hypothesis
259,41D,41D_belt_pulley_D7-575457,Useful link,research result has independent vendor-spec evidence,assembly_only,"aluminum timing-pulley body, exact alloy not specified",Unknown/unspecified material,independent_vendor_spec,independent_vendor_spec,independent_vendor_spec,engineering_hypothesis
260,41E,41E_cover_drivetrain,No link,no original BOM link and no web source recorded in the result,matched_existing,unknown sheet metal/alloy cover material,Unknown/unspecified material,bom_provided,engineering_hypothesis,engineering_hypothesis,engineering_hypothesis
261,42A,42A_clamping_ring_ISO_KF_DN40_120BSR040,Unusable link,"Original link identifies a parent product/module while this row is a subpart, dummy, or simplified CAD representation.",matched_existing,stainless steel 304 / EN 1.4301,Specific material,bom_provided,bom_provided,bom_provided,engineering_hypothesis
262,42B,42B_clamp_ISO_K_DN100_320BKL250,Unusable link,Original BOM link was stale/broken/not loading.,matched_existing,"stainless steel bracket screw/claw clamp; product title specifies stainless steel 1.4401/316, while technical data lists media-contacting material as stainless steel 1.4404 (AISI 316L)",Specific material,bom_provided,bom_provided,bom_provided,engineering_hypothesis
263,42C1,42C1_valve_part_1,Unusable link,Original BOM link was stale/broken/not loading.,matched_existing,AISI 316L / EN 1.4404 stainless steel with EPDM sealing material in the valve family,Specific material,bom_provided,bom_provided,bom_provided,engineering_hypothesis
264,42C2,42C2_valve_part_2,Unusable link,Original BOM link was stale/broken/not loading.,matched_existing,AISI 316L / EN 1.4404 stainless steel valve hardware with EPDM sealing material,Specific material,bom_provided,engineering_hypothesis,bom_provided,bom_provided
265,42C3,42C3_valve_part_3,Unusable link,Original BOM link was stale/broken/not loading.,matched_existing,AISI 316L / EN 1.4404 stainless steel with EPDM sealing material,Specific material,bom_provided,engineering_hypothesis,bom_provided,engineering_hypothesis
266,51,51_dummy_scanner,Unusable link,"Original link identifies a parent product/module while this row is a subpart, dummy, or simplified CAD representation.",matched_existing,"multi-material optomechatronic module: aluminum cooling-contact parts, silicon-carbide deflection mirrors with coating for 1060-1090 nm fiber lasers, galvanometer scanner/electronics, optical sets, lens/fiber interfaces, water/air-cooling connections, electrical/data connectors, and process-monitoring sensor interfaces",Specific material,bom_provided,bom_provided,bom_provided,bom_provided
267,61B,61B_countersunk_bolt_DIN 7991 - M5x30,Found link,"research result contains at least one web source, but no row-specific vendor-spec evidence was recorded",matched_existing,mild steel,Specific material,bom_provided,bom_provided,bom_provided,engineering_hypothesis
268,62,62_bearing_DIN 625 SKF - SKF 61800,Useful link,original BOM link is row-specific/useful; research result has independent vendor-spec evidence,matched_existing,"Steel bearing assembly; local STEP metadata says Steel, Mild, while matching vendor/distributor evidence for SKF 61800 states steel bearing and steel cage.",Specific material,bom_provided,bom_provided,independent_vendor_spec,bom_provided
269,63,"63_retaining_ring_DIN 471 - 5x0,6",Useful link,research result has independent vendor-spec evidence,matched_existing,"steel family; local STEP metadata labels the row material as Steel, Mild, while DIN 471 retaining rings are commonly spring-steel hardware",Specific material,bom_provided,bom_provided,independent_vendor_spec,engineering_hypothesis
270,64,"64_retaining_ring_DIN 471 - 8x0,8",Found link,"research result contains at least one web source, but no row-specific vendor-spec evidence was recorded",matched_existing,"steel family; local STEP metadata labels the row material as Steel, Mild, while DIN 471 retaining rings are commonly spring-steel hardware",Specific material,bom_provided,bom_provided,bom_provided,engineering_hypothesis
271,65,65_retaining_ring_DIN 471 - 10x1,Found link,"research result contains at least one web source, but no row-specific vendor-spec evidence was recorded",matched_existing,"Steel, Mild",Specific material,bom_provided,bom_provided,bom_provided,engineering_hypothesis
272,66,66_plate_front,No link,no original BOM link and no web source recorded in the result,matched_existing,Aluminum 6061,Specific material,bom_provided,bom_provided,bom_provided,engineering_hypothesis
273,67,67_plate_back,No link,no original BOM link and no web source recorded in the result,matched_existing,Aluminum 6061,Specific material,bom_provided,bom_provided,bom_provided,engineering_hypothesis
274,68,68_convex_crowned_shaft,Found link,"research result contains at least one web source, but no row-specific vendor-spec evidence was recorded",matched_existing,stainless steel,Specific material,bom_provided,bom_provided,bom_provided,engineering_hypothesis
275,69,69_deflection_shaft,No link,no original BOM link and no web source recorded in the result,matched_existing,stainless steel,Specific material,bom_provided,bom_provided,bom_provided,engineering_hypothesis
276,70,70_dummy_laser_beam_source,Unusable link,Original BOM link was stale/broken/not loading.,matched_existing,"multi-material laser subsystem with metal enclosure, optical fiber, power/control electronics, optical components, and water-cooling interfaces",Specific material,bom_provided,engineering_hypothesis,engineering_hypothesis,engineering_hypothesis
277,81,81_vacuum_pump_Duo35,Useful link,research result has independent vendor-spec evidence,matched_existing,"Unknown multi-material electromechanical vacuum pump module: metal pump housing/rotor/stator/base hardware, electric motor steel/copper/insulation materials, P3 mineral operating oil, and elastomer or polymer seals, gaskets, cable insulation, and protective parts.",Unknown/unspecified material,independent_vendor_spec,independent_vendor_spec,engineering_hypothesis,engineering_hypothesis
278,82,82_seal_ISO_KF_DN40,Unusable link,Original BOM link was stale/broken/not loading.,matched_existing,"FPM or NBR elastomer seal material, with DN40 Wissel centering-ring variants also available with stainless-steel or aluminum carrier material",Specific material,bom_provided,engineering_hypothesis,bom_provided,engineering_hypothesis
279,83,83_clamping_ring_ISO_KF_DN40_120BSR040,Useful link,original BOM link is row-specific/useful,matched_existing,stainless steel 1.4301/304 clamping ring hardware,Specific material,bom_provided,bom_provided,bom_provided,bom_provided
280,84,84_valve,Useful link,research result has independent vendor-spec evidence,matched_existing,"Aluminum housing with stainless steel bellows/feedthrough, FKM sealing elements, and electropneumatic pilot/position-indicator hardware.",Specific material,independent_vendor_spec,independent_vendor_spec,independent_vendor_spec,engineering_hypothesis
281,85,85_filter_ISO_KF_DN40_CSL-357y2-KF,Useful link,original BOM link is row-specific/useful,matched_existing,polyester filter insert; housing/flange hardware and seals are present but exact material grades are not specified by the row-matched evidence,Unknown/unspecified material,bom_provided,bom_provided,bom_provided,bom_provided
282,86,86_T_pipe_ISO_KF_DN40,Unusable link,Original BOM link was stale/broken/not loading.,matched_existing,Stainless steel 316L / EN 1.4404.,Specific material,bom_provided,bom_provided,bom_provided,bom_provided
283,87,87_reduction_T_pipe_ISO_KF_DN40_DN16,Useful link,original BOM link is row-specific/useful,matched_existing,stainless steel 1.4301 (AISI 304),Specific material,bom_provided,bom_provided,bom_provided,engineering_hypothesis
284,88,88_pressure_gauge,Useful link,original BOM link is row-specific/useful; research result has independent vendor-spec evidence,matched_existing,"multi-material vacuum gauge assembly; resolved interface materials include stainless steel flange, metal seal, glass feedthrough, and tungsten filament",Specific material,bom_provided,independent_vendor_spec,independent_vendor_spec,engineering_hypothesis
285,89,89_clamping_ring_ISO_KF_DN16,Unusable link,"Original link identifies a parent product/module while this row is a subpart, dummy, or simplified CAD representation.",matched_existing,stainless steel 304 / EN 1.4301,Specific material,bom_provided,bom_provided,bom_provided,engineering_hypothesis
286,91A,91A_square_profile_DIN_EN_10219-2_80x80x5_670,Found link,"research result contains at least one web source, but no row-specific vendor-spec evidence was recorded",matched_existing,mild steel square hollow structural section,Specific material,bom_provided,bom_provided,bom_provided,engineering_hypothesis
287,91B,91B_square_profile_DIN_EN_10219-2_80x80x5_700,Found link,"research result contains at least one web source, but no row-specific vendor-spec evidence was recorded",matched_existing,mild steel square hollow structural section,Specific material,bom_provided,bom_provided,bom_provided,engineering_hypothesis
288,91C,91C_angle_profile_DIN_59370_50x5_200,Found link,"research result contains at least one web source, but no row-specific vendor-spec evidence was recorded",matched_existing,mild steel,Specific material,bom_provided,bom_provided,bom_provided,engineering_hypothesis
289,91D,91D_angle_profile_DIN_59370_50x5_810,Found link,"research result contains at least one web source, but no row-specific vendor-spec evidence was recorded",matched_existing,mild steel,Specific material,bom_provided,bom_provided,bom_provided,engineering_hypothesis
290,91E,91E_angle_profile_closed_DIN_59370_50x5,Useful link,research result has independent vendor-spec evidence,matched_existing,stainless steel sharp-edged DIN 59370 L-angle stock family,Specific material,bom_provided,independent_vendor_spec,independent_vendor_spec,engineering_hypothesis
291,91F1,91F1_square_profile_DIN_EN_10219-2_80x80x5_150,Found link,"research result contains at least one web source, but no row-specific vendor-spec evidence was recorded",matched_existing,mild steel structural square hollow section,Specific material,bom_provided,bom_provided,bom_provided,engineering_hypothesis
292,91F2,91F2_plate_80x80x10_M12,No link,no original BOM link and no web source recorded in the result,matched_existing,mild steel,Specific material,bom_provided,bom_provided,bom_provided,engineering_hypothesis
293,91G,91G_mount_top,Found link,"research result contains at least one web source, but no row-specific vendor-spec evidence was recorded",matched_existing,steel,Specific material,bom_provided,bom_provided,bom_provided,engineering_hypothesis
294,91H,91H_mount_bottom,No link,no original BOM link and no web source recorded in the result,matched_existing,Steel,Specific material,bom_provided,bom_provided,bom_provided,engineering_hypothesis
295,92,92_profile_60x60_2120,Useful link,original BOM link is row-specific/useful; research result has independent vendor-spec evidence,matched_existing,Aluminum strut-profile alloy family; Rexroth technical data for strut profiles lists EN AW-6060 / AW-6063-T66 family.,Specific material,bom_provided,bom_provided,independent_vendor_spec,engineering_hypothesis
296,93,93_profile_60x60_710,Unusable link,Could not confirm original BOM link as exact row-specific evidence.,matched_existing,aluminum,Specific material,bom_provided,bom_provided,bom_provided,engineering_hypothesis
297,94,94_profile_60x60_350,Useful link,original BOM link is row-specific/useful; research result has independent vendor-spec evidence,matched_existing,aluminum strut-profile extrusion; Bosch Rexroth technical data for Rexroth strut profiles generally specifies EN AW Al MgSi / EN AW 6060 (AW-6063-T66),Specific material,bom_provided,bom_provided,independent_vendor_spec,engineering_hypothesis
298,95,95_profile_60x60_740,Unusable link,Could not confirm original BOM link as exact row-specific evidence.,matched_existing,aluminum,Specific material,bom_provided,bom_provided,bom_provided,engineering_hypothesis
299,96,96_profile_60x60_300,Useful link,original BOM link is row-specific/useful,matched_existing,aluminum strut-profile extrusion,Specific material,bom_provided,bom_provided,bom_provided,engineering_hypothesis
300,97,97_profile_60x60_1020,Useful link,original BOM link is row-specific/useful,matched_existing,aluminum profile extrusion,Specific material,bom_provided,bom_provided,bom_provided,engineering_hypothesis
301,98,98_plate,No link,no original BOM link and no web source recorded in the result,matched_existing,unknown structural metal/alloy,Unknown/unspecified material,bom_provided,engineering_hypothesis,engineering_hypothesis,engineering_hypothesis
302,99,99_bottom_square_profile,No link,no original BOM link and no web source recorded in the result,matched_existing,structural steel rectangular hollow profile/tube,Specific material,bom_provided,engineering_hypothesis,engineering_hypothesis,engineering_hypothesis
303,161,161_bottom_plate,No link,no original BOM link and no web source recorded in the result,matched_existing,unknown metal/alloy,Unknown/unspecified material,bom_provided,engineering_hypothesis,engineering_hypothesis,engineering_hypothesis
304,162,162_bottom_plate_changeable,No link,no original BOM link and no web source recorded in the result,matched_existing,unknown structural metal/alloy,Unknown/unspecified material,bom_provided,engineering_hypothesis,engineering_hypothesis,engineering_hypothesis
305,171,171_top_plate,No link,no original BOM link and no web source recorded in the result,matched_existing,metal plate/alloy,Specific material,bom_provided,engineering_hypothesis,engineering_hypothesis,engineering_hypothesis
306,172,172_top_plate_changeable,No link,no original BOM link and no web source recorded in the result,matched_existing,metal plate/alloy,Specific material,bom_provided,engineering_hypothesis,engineering_hypothesis,engineering_hypothesis
307,173,173_flat_seal_top_plate_changeable,Useful link,original BOM link is row-specific/useful,matched_existing,black silicone-based sealant,Specific material,bom_provided,bom_provided,bom_provided,bom_provided
308,174,174_dummy_scanner_flange,No link,no original BOM link and no web source recorded in the result,matched_existing,unknown structural metal/alloy,Unknown/unspecified material,bom_provided,engineering_hypothesis,engineering_hypothesis,engineering_hypothesis
309,179,179_scanner_flange,No link,no original BOM link and no web source recorded in the result,matched_existing,unknown structural metal/alloy,Unknown/unspecified material,bom_provided,engineering_hypothesis,engineering_hypothesis,engineering_hypothesis
310,181,181_right_side_plate,Found link,"research result contains at least one web source, but no row-specific vendor-spec evidence was recorded",matched_existing,"aluminum plate material; specific alloy not confirmed, Aluminum 6061 plausible from sibling side-plate metadata",Specific material,bom_provided,engineering_hypothesis,engineering_hypothesis,engineering_hypothesis
311,191,191_left_side_plate,No link,no original BOM link and no web source recorded in the result,matched_existing,unknown structural metal/alloy,Unknown/unspecified material,bom_provided,engineering_hypothesis,engineering_hypothesis,engineering_hypothesis
312,192,192_pressure_relief_valve,Useful link,original BOM link is row-specific/useful,matched_existing,stainless-steel valve housing with FKM seal,Specific material,bom_provided,engineering_hypothesis,bom_provided,engineering_hypothesis
313,193,193_clamp_ISO_KF_DN40,Unusable link,Original BOM link reaches a family/category/configurator page.,matched_existing,aluminum cast clamp element; stainless steel M6 screw and washer if procured as the complete Wissel Pratze assembly,Specific material,bom_provided,bom_provided,bom_provided,bom_provided
314,194,194_centering_ring_ISO_KF_DN40,Unusable link,Original BOM link was stale/broken/not loading.,matched_existing,metal centering ring with elastomer O-ring; Wissel DN40 options include stainless steel or aluminum centering-ring materials with FPM or NBR elastomer seals.,Specific material,bom_provided,engineering_hypothesis,bom_provided,engineering_hypothesis
315,195,195_blind_flange_ISO_KF_DN40,Unusable link,Original BOM link was stale/broken/not loading.,matched_existing,"unknown metal/alloy; BOM-linked DN40 ISO-KF blind-flange family includes stainless steel 1.4301, stainless steel 1.4404, stainless steel 1.4571, and aluminium variants",Unknown/unspecified material,bom_provided,engineering_hypothesis,bom_provided,bom_provided
316,261,261_left_side_plate,Found link,"research result contains at least one web source, but no row-specific vendor-spec evidence was recorded",matched_existing,Aluminum 6061,Specific material,bom_provided,bom_provided,bom_provided,engineering_hypothesis
317,262,262_clamp_ISO_KF_DN40,Unusable link,Original BOM link reaches a family/category/configurator page.,matched_existing,Aluminum casting clamping element; stainless-steel screw and washer for the complete vendor clamp assembly when those associated hardware pieces are modeled,Specific material,bom_provided,bom_provided,bom_provided,bom_provided
318,271,271_right_side_plate,Found link,"research result contains at least one web source, but no row-specific vendor-spec evidence was recorded",matched_existing,Aluminum 6061,Specific material,bom_provided,bom_provided,bom_provided,engineering_hypothesis
319,272,272_fluid_feedthrough,Found link,"research result contains at least one web source, but no row-specific vendor-spec evidence was recorded",matched_existing,"unknown metal/alloy vacuum fluid-feedthrough body, tube, and end fittings, with possible seal material not specified",Unknown/unspecified material,bom_provided,engineering_hypothesis,engineering_hypothesis,engineering_hypothesis
320,273,273_centering_ring_ISO_KF_DN16,Unusable link,Original BOM link was stale/broken/not loading.,matched_existing,"DN16 ISO-KF centering-ring hardware in one of the Wissel listed metal/elastomer combinations: stainless steel with FPM, stainless steel 1.4404 with FPM, stainless steel 1.4571 with FPM, aluminum with NBR, or aluminum with FPM",Specific material,bom_provided,engineering_hypothesis,bom_provided,engineering_hypothesis
321,274,274_electricity_feedthrough,Found link,"research result contains at least one web source, but no row-specific vendor-spec evidence was recorded",matched_existing,"Mixed vacuum electrical feedthrough materials: metallic conductors and housing with ceramic, glass-ceramic, or glass dielectric insulation.",Specific material,bom_provided,engineering_hypothesis,engineering_hypothesis,engineering_hypothesis
322,275,275_blind_flange_ISO_KF_DN16,Unusable link,Original BOM link was stale/broken/not loading.,matched_existing,"Vacuum-compatible metal blank flange; the row-matched Wissel DN16 family includes stainless steel 1.4301, stainless steel 1.4404, stainless steel 1.4571, and aluminum variants, with stainless steel 1.4301 used as the planning material.",Specific material,bom_provided,engineering_hypothesis,bom_provided,engineering_hypothesis
323,276,276_clamp_ISO_KF_DN16,Unusable link,Original BOM link reaches a family/category/configurator page.,matched_existing,cast aluminum clamp body; vendor product family also references stainless steel M6 screw and washer hardware.,Specific material,bom_provided,bom_provided,bom_provided,bom_provided
324,281,281_front_plate,No link,no original BOM link and no web source recorded in the result,matched_existing,Aluminum 6061,Specific material,bom_provided,bom_provided,bom_provided,engineering_hypothesis
325,291,291_back_plate,Found link,"research result contains at least one web source, but no row-specific vendor-spec evidence was recorded",matched_existing,Aluminum 6061,Specific material,bom_provided,bom_provided,bom_provided,engineering_hypothesis
326,321,321_heat_exchanger_rv1_17z0z114z04,Useful link,original BOM link is row-specific/useful,matched_existing,Cast aluminium helium-tight cooler housing; stainless steel 1.4301 welded heat-exchanger tubes; aluminium heat-exchanger fins.,Specific material,bom_provided,bom_provided,bom_provided,bom_provided
327,322,322_reduction_ISO_K_DN100_DN63_320RRK100-063-63,Useful link,original BOM link is row-specific/useful,matched_existing,stainless steel 304 / EN 1.4301,Specific material,bom_provided,bom_provided,bom_provided,engineering_hypothesis
328,323,323_clamp_ISO_K_DN100_350BPD100,Useful link,original BOM link is row-specific/useful,matched_existing,zinc-plated steel,Specific material,bom_provided,bom_provided,bom_provided,engineering_hypothesis
329,331,331_clamp_ISO_K_DN63_320BKL250,Unusable link,Original BOM link was stale/broken/not loading.,matched_existing,stainless steel 1.4404 / AISI 316L,Specific material,bom_provided,bom_provided,bom_provided,bom_provided
330,332,332_seal_ISO_K_DN63_311ZRA063,Useful link,original BOM link is row-specific/useful,matched_existing,Aluminum outer ring with NBR O-ring,Specific material,bom_provided,engineering_hypothesis,bom_provided,engineering_hypothesis
331,411,411_housing,No link,no original BOM link and no web source recorded in the result,matched_existing,metal/alloy,Specific material,bom_provided,engineering_hypothesis,engineering_hypothesis,engineering_hypothesis
332,418,418_shaft,Found link,"research result contains at least one web source, but no row-specific vendor-spec evidence was recorded",matched_existing,Aluminum 6061,Specific material,bom_provided,bom_provided,bom_provided,engineering_hypothesis
333,419,419_belt_pulley_D14-575388,Useful link,research result has independent vendor-spec evidence,assembly_only,"aluminum timing-pulley body, exact alloy not specified",Unknown/unspecified material,independent_vendor_spec,independent_vendor_spec,independent_vendor_spec,engineering_hypothesis
334,421,421_weld_flange_top,No link,no original BOM link and no web source recorded in the result,matched_existing,unknown weldable metal/alloy,Unknown/unspecified material,bom_provided,engineering_hypothesis,engineering_hypothesis,engineering_hypothesis
335,422,422_weld_flange_ISO_K_DN100,Useful link,research result has independent vendor-spec evidence,matched_existing,"stainless steel vacuum-flange alloy family, represented by 304L/304 vendor specifications with 316L as a known alternate option",Specific material,independent_vendor_spec,independent_vendor_spec,independent_vendor_spec,engineering_hypothesis
336,423,423_powder_chute_back_front,No link,no original BOM link and no web source recorded in the result,matched_existing,unknown metal/alloy sheet,Unknown/unspecified material,bom_provided,engineering_hypothesis,engineering_hypothesis,engineering_hypothesis
337,424,424_powder_chute_right,Found link,"research result contains at least one web source, but no row-specific vendor-spec evidence was recorded",matched_existing,unknown structural metal/alloy,Unknown/unspecified material,bom_provided,engineering_hypothesis,engineering_hypothesis,engineering_hypothesis
338,425,425_powder_chute_left,No link,no original BOM link and no web source recorded in the result,matched_existing,metal sheet/alloy,Specific material,bom_provided,engineering_hypothesis,engineering_hypothesis,engineering_hypothesis
339,426,426_flexible_pipe_ISO_K_DN100_320SWN100-0250,Useful link,original BOM link is row-specific/useful,matched_existing,stainless steel assembly: flange 1.4301/304 and bellows 316L,Specific material,bom_provided,bom_provided,bom_provided,bom_provided
340,427,427_reduction_ISO_K_DN100_KF_DN40,Useful link,original BOM link is row-specific/useful,matched_existing,stainless steel 1.4301/304,Specific material,bom_provided,bom_provided,bom_provided,bom_provided
341,428,428_pipe_ISO_KF_DN40,Useful link,original BOM link is row-specific/useful,matched_existing,Stainless steel 1.4301 / AISI 304.,Specific material,bom_provided,bom_provided,bom_provided,engineering_hypothesis
342,429,429_powder_container_10_liter,Useful link,original BOM link is row-specific/useful,matched_existing,stainless steel container body with closure/seal hardware,Specific material,bom_provided,engineering_hypothesis,bom_provided,engineering_hypothesis
343,521,521_scanner_cover_left,Found link,"research result contains at least one web source, but no row-specific vendor-spec evidence was recorded",matched_existing,laser-safety acrylic/PMMA or similar absorptive polymer sheet,Specific material,bom_provided,engineering_hypothesis,engineering_hypothesis,engineering_hypothesis
344,522,522_scanner_cover_front,Found link,"research result contains at least one web source, but no row-specific vendor-spec evidence was recorded",matched_existing,unknown opaque laser-safety barrier material,Unknown/unspecified material,bom_provided,engineering_hypothesis,engineering_hypothesis,engineering_hypothesis
345,523,523_scanner_cover_right,Found link,"research result contains at least one web source, but no row-specific vendor-spec evidence was recorded",matched_existing,unknown metal/alloy panel material,Unknown/unspecified material,bom_provided,engineering_hypothesis,engineering_hypothesis,engineering_hypothesis
346,524,524_scanner_cover_top,No link,no original BOM link and no web source recorded in the result,matched_existing,unknown opaque laser-safety barrier material,Unknown/unspecified material,bom_provided,engineering_hypothesis,engineering_hypothesis,engineering_hypothesis
347,611,611_nut_ISO 4032 - M4,Found link,"research result contains at least one web source, but no row-specific vendor-spec evidence was recorded",matched_existing,"Stainless Steel, 440C",Specific material,bom_provided,bom_provided,bom_provided,engineering_hypothesis
348,612,"612_bolt_DIN 912 - M4x0,7x16x14,25",Found link,"research result contains at least one web source, but no row-specific vendor-spec evidence was recorded",matched_existing,mild steel,Specific material,bom_provided,bom_provided,bom_provided,engineering_hypothesis
349,613,"613_bolt_DIN 912 - M4x0,7x8x6,25",Found link,"research result contains at least one web source, but no row-specific vendor-spec evidence was recorded",matched_existing,mild steel,Specific material,bom_provided,bom_provided,bom_provided,engineering_hypothesis
350,614,614_bolt_DIN EN ISO 4017 - M6x12,Found link,"research result contains at least one web source, but no row-specific vendor-spec evidence was recorded",matched_existing,mild steel,Specific material,bom_provided,bom_provided,bom_provided,engineering_hypothesis
351,615,"615_bolt_DIN 912 - M4x0,7x12x10,25",Found link,"research result contains at least one web source, but no row-specific vendor-spec evidence was recorded",matched_existing,mild steel,Specific material,bom_provided,bom_provided,bom_provided,engineering_hypothesis
352,616,"616_bolt_DIN 912 - M6x1x10x7,5",Found link,"research result contains at least one web source, but no row-specific vendor-spec evidence was recorded",matched_existing,mild steel,Specific material,bom_provided,bom_provided,bom_provided,engineering_hypothesis
353,617,"617_bolt_DIN 912 - M5x0,8x25x23",Found link,"research result contains at least one web source, but no row-specific vendor-spec evidence was recorded",matched_existing,mild steel,Specific material,bom_provided,bom_provided,bom_provided,engineering_hypothesis
354,618,618_countersunk_bolt_DIN 7991 - M4x12,No link,no original BOM link and no web source recorded in the result,matched_existing,mild steel,Specific material,bom_provided,bom_provided,bom_provided,bom_provided
355,619,619_countersunk_bolt_DIN 7991 - M5x20,Found link,"research result contains at least one web source, but no row-specific vendor-spec evidence was recorded",matched_existing,mild steel,Specific material,bom_provided,bom_provided,bom_provided,engineering_hypothesis
356,912,912_name_tag,No link,no original BOM link and no web source recorded in the result,matched_existing,mild steel,Specific material,bom_provided,bom_provided,bom_provided,engineering_hypothesis
357,913,913_square_profile_80x80x5_connection,Found link,"research result contains at least one web source, but no row-specific vendor-spec evidence was recorded",matched_existing,structural steel,Specific material,bom_provided,engineering_hypothesis,engineering_hypothesis,engineering_hypothesis
358,914,914_square_profile_DIN_EN_10219-2_80x80x5_960,Found link,"research result contains at least one web source, but no row-specific vendor-spec evidence was recorded",matched_existing,mild steel structural hollow section,Specific material,bom_provided,bom_provided,bom_provided,engineering_hypothesis
359,915,915_square_profile_DIN_EN_10219-2_80x80x5_810,Found link,"research result contains at least one web source, but no row-specific vendor-spec evidence was recorded",matched_existing,mild steel / non-alloy structural steel hollow section,Specific material,bom_provided,bom_provided,bom_provided,engineering_hypothesis
360,916,916_square_profile_DIN_EN_10219-2_80x80x5_970,Found link,"research result contains at least one web source, but no row-specific vendor-spec evidence was recorded",matched_existing,mild steel structural square hollow section,Specific material,bom_provided,bom_provided,bom_provided,standard_part_convention
361,917,917_square_profile_DIN_EN_10219-2_80x80x5_1670,No link,no original BOM link and no web source recorded in the result,matched_existing,mild steel structural hollow section,Specific material,bom_provided,bom_provided,bom_provided,engineering_hypothesis
362,918,918_square_profile_DIN_EN_10219-2_80x80x5_740,No link,no original BOM link and no web source recorded in the result,matched_existing,mild steel structural hollow section,Specific material,bom_provided,bom_provided,bom_provided,bom_provided
363,919,919_square_profile_DIN_EN_10219-2_80x80x5_950,Found link,"research result contains at least one web source, but no row-specific vendor-spec evidence was recorded",matched_existing,mild steel / non-alloy structural steel hollow section,Specific material,bom_provided,bom_provided,bom_provided,standard_part_convention
364,1751,1751_cover,No link,no original BOM link and no web source recorded in the result,matched_existing,unknown machined metal/alloy,Unknown/unspecified material,bom_provided,engineering_hypothesis,engineering_hypothesis,engineering_hypothesis
365,1752,1752_seal_ISO 3601-1 - B 0690 G,Found link,"research result contains at least one web source, but no row-specific vendor-spec evidence was recorded",matched_existing,"Rubber, unspecified elastomer grade",Unknown/unspecified material,bom_provided,bom_provided,bom_provided,engineering_hypothesis
366,1753,1753_flir_window_glas,Found link,"research result contains at least one web source, but no row-specific vendor-spec evidence was recorded",matched_existing,unknown IR-transmissive optical window material; synthetic sapphire/Al2O3 is the leading candidate,Unknown/unspecified material,bom_provided,engineering_hypothesis,engineering_hypothesis,engineering_hypothesis
367,1761,1761_dummy_LAF-06_FLIR_X6900SC,Unusable link,"Original link identifies a parent product/module while this row is a subpart, dummy, or simplified CAD representation.",matched_existing,unknown mixed precision camera assembly materials,Unknown/unspecified material,bom_provided,bom_provided,engineering_hypothesis,bom_provided
