source_row_number,item,qty,cad_file,description_product_id,manufacturer,canonical_step_path,export_status,export_kind,source_object_name,source_object_label,parent_assembly,instance_count_found,alternate_step_paths,notes
278,82,10,82_seal_ISO_KF_DN40,,Wissel GmbH,gold_export/parts/82_seal_ISO_KF_DN40.step,matched_existing,vendor_component,Part__Feature2000,82_seal_ISO_KF_DN40,,1,,
279,83,12,83_clamping_ring_ISO_KF_DN40_120BSR040,120BSR040,Pfeiffer Vacuum,gold_export/parts/83_clamping_ring_ISO_KF_DN40_120BSR040.step,matched_existing,vendor_component,Part__Feature2020,83_clamping_ring_ISO_KF_DN40_120BSR040,,1,,
280,84,2,84_valve,PF A58 204,Pfeiffer Vacuum,gold_export/parts/84_valve.step,matched_existing,vendor_component,Part__Feature2092,84_valve,,1,,
281,85,1,85_filter_ISO_KF_DN40_CSL-357y2-KF,PK Z60 510,Pfeiffer Vacuum,gold_export/parts/85_filter_ISO_KF_DN40_CSL-357y2-KF.step,matched_existing,vendor_component,Part__Feature2094,85_filter_ISO_KF_DN40_CSL-357y2-KF,,1,,
282,86,1,86_T_pipe_ISO_KF_DN40,170RTS040,Pfeiffer Vacuum,gold_export/parts/86_T_pipe_ISO_KF_DN40.step,matched_existing,vendor_component,Part__Feature2095,86_T_pipe_ISO_KF_DN40,,1,,
283,87,1,87_reduction_T_pipe_ISO_KF_DN40_DN16,120RTR040-016,Pfeiffer Vacuum,gold_export/parts/87_reduction_T_pipe_ISO_KF_DN40_DN16.step,matched_existing,vendor_component,Part__Feature2096,87_reduction_T_pipe_ISO_KF_DN40_DN16,,1,,
284,88,1,88_pressure_gauge,PT T11 138 310,Pfeiffer Vacuum,gold_export/parts/88_pressure_gauge.step,matched_existing,vendor_component,Part__Feature2098,88_pressure_gauge,,1,,
285,89,1,89_clamping_ring_ISO_KF_DN16,120BSR016,Pfeiffer Vacuum,gold_export/parts/89_clamping_ring_ISO_KF_DN16.step,matched_existing,vendor_component,Part__Feature2110,89_clamping_ring_ISO_KF_DN16,,1,,
286,91A,8,91A_square_profile_DIN_EN_10219-2_80x80x5_670,square hollow section,,gold_export/parts/91A_square_profile_DIN_EN_10219-2_80x80x5_670.step,matched_existing,part,Part__Feature2206,91A_square_profile_DIN_EN_10219-2_80x80x5_670,,1,,
287,91B,1,91B_square_profile_DIN_EN_10219-2_80x80x5_700,square hollow section,,gold_export/parts/91B_square_profile_DIN_EN_10219-2_80x80x5_700.step,matched_existing,part,Part__Feature2208,91B_square_profile_DIN_EN_10219-2_80x80x5_700,,1,,
288,91C,3,91C_angle_profile_DIN_59370_50x5_200,sharp-edged L-profile,,gold_export/parts/91C_angle_profile_DIN_59370_50x5_200.step,matched_existing,part,Part__Feature2210,91C_angle_profile_DIN_59370_50x5_200,,1,,
289,91D,8,91D_angle_profile_DIN_59370_50x5_810,sharp-edged L-profile,,gold_export/parts/91D_angle_profile_DIN_59370_50x5_810.step,matched_existing,part,Part__Feature2212,91D_angle_profile_DIN_59370_50x5_810,,1,,
290,91E,1,91E_angle_profile_closed_DIN_59370_50x5,sharp-edged L-profile,,gold_export/parts/91E_angle_profile_closed_DIN_59370_50x5.step,matched_existing,part,Part__Feature2214,91E_angle_profile_closed_DIN_59370_50x5,,1,,
291,91F1,1,91F1_square_profile_DIN_EN_10219-2_80x80x5_150,square hollow section,,gold_export/parts/91F1_square_profile_DIN_EN_10219-2_80x80x5_150.step,matched_existing,part,Part__Feature2215,91F1_square_profile_DIN_EN_10219-2_80x80x5_150,,1,,
292,91F2,3,91F2_plate_80x80x10_M12,,,gold_export/parts/91F2_plate_80x80x10_M12.step,matched_existing,part,Part__Feature2216,91F2_plate_80x80x10_M12,,1,,
293,91G,1,91G_mount_top,,,gold_export/parts/91G_mount_top.step,matched_existing,part,Part__Feature2227,91G_mount_top,,1,,
294,91H,1,91H_mount_bottom,,,gold_export/parts/91H_mount_bottom.step,matched_existing,part,Part__Feature2233,91H_mount_bottom,,1,,
295,92,1,92_profile_60x60_2120,strut profile,Bosch Rexroth AG,gold_export/parts/92_profile_60x60_2120.step,matched_existing,vendor_component,Part__Feature2245,92_profile_60x60_2120,,1,,
296,93,1,93_profile_60x60_710,strut profile,Bosch Rexroth AG,gold_export/parts/93_profile_60x60_710.step,matched_existing,vendor_component,Part__Feature2246,93_profile_60x60_710,,1,,
297,94,1,94_profile_60x60_350,strut profile,Bosch Rexroth AG,gold_export/parts/94_profile_60x60_350.step,matched_existing,vendor_component,Part__Feature2262,94_profile_60x60_350,,1,,
298,95,2,95_profile_60x60_740,strut profile,Bosch Rexroth AG,gold_export/parts/95_profile_60x60_740.step,matched_existing,vendor_component,Part__Feature2247,95_profile_60x60_740,,1,,
299,96,2,96_profile_60x60_300,strut profile,Bosch Rexroth AG,gold_export/parts/96_profile_60x60_300.step,matched_existing,vendor_component,Part__Feature2260,96_profile_60x60_300,,1,,
300,97,2,97_profile_60x60_1020,strut profile,Bosch Rexroth AG,gold_export/parts/97_profile_60x60_1020.step,matched_existing,vendor_component,Part__Feature2249,97_profile_60x60_1020,,1,,
301,98,4,98_plate,,,gold_export/parts/98_plate.step,matched_existing,part,Part__Feature2250,98_plate,,1,,
302,99,2,99_bottom_square_profile,,,gold_export/parts/99_bottom_square_profile.step,matched_existing,part,Part__Feature2251,99_bottom_square_profile,,1,,
303,161,1,161_bottom_plate,,,gold_export/parts/161_bottom_plate.step,matched_existing,part,Part__Feature007,161_bottom_plate,,1,,
304,162,1,162_bottom_plate_changeable,,,gold_export/parts/162_bottom_plate_changeable.step,matched_existing,part,Part__Feature008,162_bottom_plate_changeable,,1,,
305,171,1,171_top_plate,,,gold_export/parts/171_top_plate.step,matched_existing,part,Part__Feature009,171_top_plate,,1,,
306,172,1,172_top_plate_changeable,,,gold_export/parts/172_top_plate_changeable.step,matched_existing,part,Part__Feature010,172_top_plate_changeable,,1,,
307,173,1,173_flat_seal_top_plate_changeable,6185: black silicone sealant,Liqui Moly,gold_export/parts/173_flat_seal_top_plate_changeable.step,matched_existing,vendor_component,Part__Feature011,173_flat_seal_top_plate_changeable,,1,,
308,174,1,174_dummy_scanner_flange,,EOS,gold_export/parts/174_dummy_scanner_flange.step,matched_existing,vendor_component,Part__Feature012,174_dummy_scanner_flange,,1,,
309,179,1,179_scanner_flange,EOS M270 flange,EOS,gold_export/parts/179_scanner_flange.step,matched_existing,vendor_component,Part__Feature022,179_scanner_flange,,1,,
310,181,1,181_right_side_plate,,,gold_export/parts/181_right_side_plate.step,matched_existing,part,Part__Feature076,181_right_side_plate,,1,,
311,191,1,191_left_side_plate,,,gold_export/parts/191_left_side_plate.step,matched_existing,part,Part__Feature077,191_left_side_plate,,1,,
312,192,1,192_pressure_relief_valve,120VUS040,Pfeiffer Vacuum,gold_export/parts/192_pressure_relief_valve.step,matched_existing,vendor_component,Part__Feature122,192_pressure_relief_valve,,1,,
313,193,16,193_clamp_ISO_KF_DN40,,Wissel GmbH,gold_export/parts/193_clamp_ISO_KF_DN40.step,matched_existing,vendor_component,Part__Feature078,193_clamp_ISO_KF_DN40,,1,,
314,194,3,194_centering_ring_ISO_KF_DN40,,Wissel GmbH,gold_export/parts/194_centering_ring_ISO_KF_DN40.step,matched_existing,vendor_component,Part__Feature114,194_centering_ring_ISO_KF_DN40,,1,,
315,195,2,195_blind_flange_ISO_KF_DN40,,Wissel GmbH,gold_export/parts/195_blind_flange_ISO_KF_DN40.step,matched_existing,vendor_component,Part__Feature120,195_blind_flange_ISO_KF_DN40,,1,,
316,261,1,261_left_side_plate,,,gold_export/parts/261_left_side_plate.step,matched_existing,part,Part__Feature199,261_left_side_plate,,1,,
317,262,4,262_clamp_ISO_KF_DN40,,Wissel GmbH,gold_export/parts/262_clamp_ISO_KF_DN40.step,matched_existing,vendor_component,Part__Feature200,262_clamp_ISO_KF_DN40,,1,,
318,271,1,271_right_side_plate,,,gold_export/parts/271_right_side_plate.step,matched_existing,part,Part__Feature212,271_right_side_plate,,1,,
319,272,1,272_fluid_feedthrough,,,gold_export/parts/272_fluid_feedthrough.step,matched_existing,part,Part__Feature213,272_fluid_feedthrough,,1,,
320,273,4,273_centering_ring_ISO_KF_DN16,,Wissel GmbH,gold_export/parts/273_centering_ring_ISO_KF_DN16.step,matched_existing,vendor_component,Part__Feature214,273_centering_ring_ISO_KF_DN16,,1,,
321,274,1,274_electricity_feedthrough,,,gold_export/parts/274_electricity_feedthrough.step,matched_existing,part,Part__Feature222,274_electricity_feedthrough,,1,,
322,275,4,275_blind_flange_ISO_KF_DN16,,Wissel GmbH,gold_export/parts/275_blind_flange_ISO_KF_DN16.step,matched_existing,vendor_component,Part__Feature223,275_blind_flange_ISO_KF_DN16,,1,,
323,276,8,276_clamp_ISO_KF_DN16,,Wissel GmbH,gold_export/parts/276_clamp_ISO_KF_DN16.step,matched_existing,vendor_component,Part__Feature225,276_clamp_ISO_KF_DN16,,1,,
324,281,1,281_front_plate,,,gold_export/parts/281_front_plate.step,matched_existing,part,Part__Feature251,281_front_plate,,1,,
325,291,1,291_back_plate,,,gold_export/parts/291_back_plate.step,matched_existing,part,Part__Feature252,291_back_plate,,1,,
326,321,1,321_heat_exchanger_rv1_17z0z114z04,rv1_17z0z114z04,Becker GmbH,gold_export/parts/321_heat_exchanger_rv1_17z0z114z04.step,matched_existing,vendor_component,Part__Feature499,321_heat_exchanger_rv1_17z0z114z04,,1,,
327,322,2,322_reduction_ISO_K_DN100_DN63_320RRK100-063-63,320RRK100-063-63,Pfeiffer Vacuum,gold_export/parts/322_reduction_ISO_K_DN100_DN63_320RRK100-063-63.step,matched_existing,vendor_component,Part__Feature502,322_reduction_ISO_K_DN100_DN63_320RRK100-063-63,,1,,
328,323,8,323_clamp_ISO_K_DN100_350BPD100,350BPD100,Pfeiffer Vacuum,gold_export/parts/323_clamp_ISO_K_DN100_350BPD100.step,matched_existing,vendor_component,Part__Feature504,323_clamp_ISO_K_DN100_350BPD100,,1,,
329,331,176,331_clamp_ISO_K_DN63_320BKL250,320BKL250,Pfeiffer Vacuum,gold_export/parts/331_clamp_ISO_K_DN63_320BKL250.step,matched_existing,vendor_component,Part__Feature528,331_clamp_ISO_K_DN63_320BKL250,,1,,
330,332,44,332_seal_ISO_K_DN63_311ZRA063,311ZRA063,Pfeiffer Vacuum,gold_export/parts/332_seal_ISO_K_DN63_311ZRA063.step,matched_existing,vendor_component,Part__Feature544,332_seal_ISO_K_DN63_311ZRA063,,1,,
331,411,1,411_housing,,,gold_export/parts/411_housing.step,matched_existing,part,Part__Feature1689,411_housing,,1,,
332,418,2,418_shaft,,,gold_export/parts/418_shaft.step,matched_existing,part,Part__Feature1774,418_shaft,,1,,
333,419,3,419_belt_pulley_D14-575388,Toothed belt pulley 21 AT5/30-2 with 14 mm H7 bore with groove and threaded hole on groove,zahriemen24.de,gold_export/assemblies/410_powder_inlet.step,assembly_only,assembly,_410_powder_inlet,410_powder_inlet,410_powder_inlet,0,,"Raw STEP contains 419_belt_pulley_D14-575388, but FreeCAD did not expose that label as an exportable object; retained 410 powder inlet assembly context."
334,421,1,421_weld_flange_top,,,gold_export/parts/421_weld_flange_top.step,matched_existing,part,Part__Feature1780,421_weld_flange_top,,1,,
335,422,1,422_weld_flange_ISO_K_DN100,,,gold_export/parts/422_weld_flange_ISO_K_DN100.step,matched_existing,part,Part__Feature1781,422_weld_flange_ISO_K_DN100,,1,,
336,423,1,423_powder_chute_back_front,,,gold_export/parts/423_powder_chute_back_front.step,matched_existing,part,Part__Feature1782,423_powder_chute_back_front,,1,,
337,424,1,424_powder_chute_right,,,gold_export/parts/424_powder_chute_right.step,matched_existing,part,Part__Feature1784,424_powder_chute_right,,1,,
338,425,1,425_powder_chute_left,,,gold_export/parts/425_powder_chute_left.step,matched_existing,part,Part__Feature1785,425_powder_chute_left,,1,,
339,426,1,426_flexible_pipe_ISO_K_DN100_320SWN100-0250,320SWN100-0250,Pfeiffer Vacuum,gold_export/parts/426_flexible_pipe_ISO_K_DN100_320SWN100-0250.step,matched_existing,vendor_component,Part__Feature1786,426_flexible_pipe_ISO_K_DN100_320SWN100-0250,,1,,
340,427,1,427_reduction_ISO_K_DN100_KF_DN40,320RRK100-040-63,Pfeiffer Vacuum,gold_export/parts/427_reduction_ISO_K_DN100_KF_DN40.step,matched_existing,vendor_component,Part__Feature1787,427_reduction_ISO_K_DN100_KF_DN40,,1,,
341,428,1,428_pipe_ISO_KF_DN40,120RZS040,Pfeiffer Vacuum,gold_export/parts/428_pipe_ISO_KF_DN40.step,matched_existing,vendor_component,Part__Feature1788,428_pipe_ISO_KF_DN40,,1,,
342,429,1,429_powder_container_10_liter,,AMPROVED,gold_export/parts/429_powder_container_10_liter.step,matched_existing,vendor_component,Part__Feature1789,429_powder_container_10_liter,,1,,
343,521,1,521_scanner_cover_left,laser safety cover,,gold_export/parts/521_scanner_cover_left.step,matched_existing,part,Part__Feature1844,521_scanner_cover_left,,1,,
344,522,1,522_scanner_cover_front,laser safety cover,,gold_export/parts/522_scanner_cover_front.step,matched_existing,part,Part__Feature1845,522_scanner_cover_front,,1,,
345,523,1,523_scanner_cover_right,laser safety cover,,gold_export/parts/523_scanner_cover_right.step,matched_existing,part,Part__Feature1846,523_scanner_cover_right,,1,,
346,524,1,524_scanner_cover_top,laser safety cover,,gold_export/parts/524_scanner_cover_top.step,matched_existing,part,Part__Feature1847,524_scanner_cover_top,,1,,
347,611,1,611_nut_ISO 4032 - M4,,,gold_export/parts/611_nut_ISO 4032 - M4.step,matched_existing,part,Part__Feature1871,611_nut_ISO 4032 - M4,,1,,
348,612,1,"612_bolt_DIN 912 - M4x0,7x16x14,25",cylinder head cap screw,,"gold_export/parts/612_bolt_DIN 912 - M4x0,7x16x14,25.step",matched_existing,part,Part__Feature1868,"612_bolt_DIN 912 - M4x0,7x16x14,25",,1,,
349,613,1,"613_bolt_DIN 912 - M4x0,7x8x6,25",cylinder head cap screw,,"gold_export/parts/613_bolt_DIN 912 - M4x0,7x8x6,25.step",matched_existing,part,Part__Feature1866,"613_bolt_DIN 912 - M4x0,7x8x6,25",,1,,
350,614,1,614_bolt_DIN EN ISO 4017 - M6x12,hexagon head screw,,gold_export/parts/614_bolt_DIN EN ISO 4017 - M6x12.step,matched_existing,part,Part__Feature1881,614_bolt_DIN EN ISO 4017 - M6x12,,1,,
351,615,1,"615_bolt_DIN 912 - M4x0,7x12x10,25",cylinder head cap screw,,"gold_export/parts/615_bolt_DIN 912 - M4x0,7x12x10,25.step",matched_existing,part,Part__Feature1894,"615_bolt_DIN 912 - M4x0,7x12x10,25",,1,,
352,616,1,"616_bolt_DIN 912 - M6x1x10x7,5",cylinder head cap screw,,"gold_export/parts/616_bolt_DIN 912 - M6x1x10x7,5.step",matched_existing,part,Part__Feature1898,"616_bolt_DIN 912 - M6x1x10x7,5",,1,,
353,617,1,"617_bolt_DIN 912 - M5x0,8x25x23",cylinder head cap screw,,"gold_export/parts/617_bolt_DIN 912 - M5x0,8x25x23.step",matched_existing,part,Part__Feature1902,"617_bolt_DIN 912 - M5x0,8x25x23",,1,,
354,618,1,618_countersunk_bolt_DIN 7991 - M4x12,countersunk screw,,gold_export/parts/618_countersunk_bolt_DIN 7991 - M4x12.step,matched_existing,part,Part__Feature1904,618_countersunk_bolt_DIN 7991 - M4x12,,1,,
355,619,1,619_countersunk_bolt_DIN 7991 - M5x20,countersunk screw,,gold_export/parts/619_countersunk_bolt_DIN 7991 - M5x20.step,matched_existing,part,Part__Feature1912,619_countersunk_bolt_DIN 7991 - M5x20,,1,,
356,912,3,912_name_tag,,,gold_export/parts/912_name_tag.step,matched_existing,part,Part__Feature2180,912_name_tag,,1,,
357,913,13,913_square_profile_80x80x5_connection,,,gold_export/parts/913_square_profile_80x80x5_connection.step,matched_existing,part,Part__Feature2181,913_square_profile_80x80x5_connection,,1,,
358,914,4,914_square_profile_DIN_EN_10219-2_80x80x5_960,square hollow section,,gold_export/parts/914_square_profile_DIN_EN_10219-2_80x80x5_960.step,matched_existing,part,Part__Feature2187,914_square_profile_DIN_EN_10219-2_80x80x5_960,,1,,
359,915,4,915_square_profile_DIN_EN_10219-2_80x80x5_810,square hollow section,,gold_export/parts/915_square_profile_DIN_EN_10219-2_80x80x5_810.step,matched_existing,part,Part__Feature2191,915_square_profile_DIN_EN_10219-2_80x80x5_810,,1,,
360,916,2,916_square_profile_DIN_EN_10219-2_80x80x5_970,square hollow section,,gold_export/parts/916_square_profile_DIN_EN_10219-2_80x80x5_970.step,matched_existing,part,Part__Feature2192,916_square_profile_DIN_EN_10219-2_80x80x5_970,,1,,
361,917,22,917_square_profile_DIN_EN_10219-2_80x80x5_1670,square hollow section,,gold_export/parts/917_square_profile_DIN_EN_10219-2_80x80x5_1670.step,matched_existing,part,Part__Feature2193,917_square_profile_DIN_EN_10219-2_80x80x5_1670,,1,,
362,918,3,918_square_profile_DIN_EN_10219-2_80x80x5_740,square hollow section,,gold_export/parts/918_square_profile_DIN_EN_10219-2_80x80x5_740.step,matched_existing,part,Part__Feature2197,918_square_profile_DIN_EN_10219-2_80x80x5_740,,1,,
363,919,2,919_square_profile_DIN_EN_10219-2_80x80x5_950,square hollow section,,gold_export/parts/919_square_profile_DIN_EN_10219-2_80x80x5_950.step,matched_existing,part,Part__Feature2200,919_square_profile_DIN_EN_10219-2_80x80x5_950,,1,,
364,1751,1,1751_cover,,,gold_export/parts/1751_cover.step,matched_existing,part,Part__Feature013,1751_cover,,1,,
365,1752,4,1752_seal_ISO 3601-1 - B 0690 G,O-ring,,gold_export/parts/1752_seal_ISO 3601-1 - B 0690 G.step,matched_existing,part,Part__Feature014,1752_seal_ISO 3601-1 - B 0690 G,,1,,
366,1753,1,1753_flir_window_glas,thermographic camera:,Impex HighTech GmbH,gold_export/parts/1753_flir_window_glas.step,matched_existing,vendor_component,Part__Feature015,1753_flir_window_glas,,1,,
367,1761,1,1761_dummy_LAF-06_FLIR_X6900SC,FLIR_X6900SC,Teledyne,gold_export/parts/1761_dummy_LAF-06_FLIR_X6900SC.step,matched_existing,vendor_component,Part__Feature065,1761_dummy_LAF-06_FLIR_X6900SC,,1,,
368,1762,2,1762_profile_30x30_150,strut profile,Bosch Rexroth AG,gold_export/parts/1762_profile_30x30_150.step,matched_existing,vendor_component,Part__Feature068,1762_profile_30x30_150,,1,,
369,1763,1,1763_camera_mount,Manfrotto 625,Manfrotto,gold_export/parts/1763_camera_mount.step,matched_existing,vendor_component,Part__Feature066,1763_camera_mount,,1,,
370,1764,1,1764_mounting_plate,,,gold_export/parts/1764_mounting_plate.step,matched_existing,part,Part__Feature067,1764_mounting_plate,,1,,
371,1765,2,1765_profile_40x40_150,strut profile,Bosch Rexroth AG,gold_export/parts/1765_profile_40x40_150.step,matched_existing,vendor_component,Part__Feature070,1765_profile_40x40_150,,1,,
372,1766,2,1766_dummy_lever_with_bolt,,,gold_export/parts/1766_dummy_lever_with_bolt.step,matched_existing,part,Part__Feature072,1766_dummy_lever_with_bolt,,1,,
373,1767,2,1767_angle_connection,,,gold_export/parts/1767_angle_connection.step,matched_existing,part,Part__Feature074,1767_angle_connection,,1,,
374,1771,1,1771_seal_ISO 3601-1 - B 0690 G,,,gold_export/parts/1771_seal_ISO 3601-1 - B 0690 G.step,matched_existing,part,Part__Feature017,1771_seal_ISO 3601-1 - B 0690 G,,1,,
375,1772,1,1772_cover,,,gold_export/parts/1772_cover.step,matched_existing,part,Part__Feature019,1772_cover,,1,,
376,1773,1,1773_ot_window_glas,,Impex HighTech GmbH,gold_export/parts/1773_ot_window_glas.step,matched_existing,vendor_component,Part__Feature020,1773_ot_window_glas,,1,,
377,1781,1,1781_aluminium_breadboard_450x600x12.7_MB3030,,Thorlabs,gold_export/parts/1781_aluminium_breadboard_450x600x12.7_MB3030.step,matched_existing,vendor_component,Part__Feature021,1781_aluminium_breadboard_450x600x12.7_MB3030,,1,,
378,1961,1,1961_mount_ISO_KF_DN40,mount for cable feed-through SKINTOP MULTI-M Art. Nr.,,gold_export/parts/1961_mount_ISO_KF_DN40.step,matched_existing,part,Part__Feature153,1961_mount_ISO_KF_DN40,,1,,
379,1962,1,1962_feedthrough_SKINTOP MULTI-M,52220146,LAPP,gold_export/parts/1962_feedthrough_SKINTOP MULTI-M.step,matched_existing,vendor_component,Part__Feature154,1962_feedthrough_SKINTOP MULTI-M,,1,,
380,4122,2,4122_radial_shaft_seal_SKF_36X47X7 HMSA10 RG,SKF_36X47X7 HMSA10 RG,SKF,gold_export/parts/4122_radial_shaft_seal_SKF_36X47X7 HMSA10 RG.step,matched_existing,vendor_component,Part__Feature1705,4122_radial_shaft_seal_SKF_36X47X7 HMSA10 RG,,1,,
381,4123,6,4123_vacuum_rotary_feedthrough_PF224010-T,PF 224 010 -T,Pfeiffer Vacuum,gold_export/parts/4123_vacuum_rotary_feedthrough_PF224010-T.step,matched_existing,vendor_component,Part__Feature1706,4123_vacuum_rotary_feedthrough_PF224010-T,,1,,
382,4124,4,4124_clamp_ISO_KF_DN40,,Wissel GmbH,gold_export/parts/4124_clamp_ISO_KF_DN40.step,matched_existing,vendor_component,Part__Feature1707,4124_clamp_ISO_KF_DN40,,1,,
383,4125,1,4125_bearing_pedestal,,,gold_export/parts/4125_bearing_pedestal.step,matched_existing,part,Part__Feature1719,4125_bearing_pedestal,,1,,
384,4131,1,4131_bearing_pedestal,,,gold_export/parts/4131_bearing_pedestal.step,matched_existing,part,Part__Feature1720,4131_bearing_pedestal,,1,,
385,4141,1,4141_part_1,reduction with seal,,gold_export/parts/4141_part_1.step,matched_existing,part,Part__Feature1721,4141_part_1,,1,,
386,4142,1,4142_part_2,reduction with seal,,gold_export/parts/4142_part_2.step,matched_existing,part,Part__Feature1722,4142_part_2,,1,,
387,4143,1,4143_seal_FBL3002-K1,reduction with seal motor 80MPD1.300S000-01: part,Mink Bürsten,gold_export/parts/4143_seal_FBL3002-K1.step,matched_existing,vendor_component,Part__Feature1723,4143_seal_FBL3002-K1,,1,,
388,4153,1,4153_mount_part_1,,,gold_export/parts/4153_mount_part_1.step,matched_existing,part,Part__Feature1727,4153_mount_part_1,,1,,
389,4154,1,4154_mount_part_2,valve sv04_din_cc_dn40_-,,gold_export/parts/4154_mount_part_2.step,matched_existing,part,Part__Feature1728,4154_mount_part_2,,1,,
390,4162,1,4162_clamping_ring_ISO_KF_DN40_120BSR040,120BSR040,Pfeiffer Vacuum,gold_export/parts/4162_clamping_ring_ISO_KF_DN40_120BSR040.step,matched_existing,vendor_component,Part__Feature1735,4162_clamping_ring_ISO_KF_DN40_120BSR040,,1,,
391,4163,1,4163_seal_ISO_KF_DN40,,Wissel GmbH,gold_export/parts/4163_seal_ISO_KF_DN40.step,matched_existing,vendor_component,Part__Feature1737,4163_seal_ISO_KF_DN40,,1,,
392,4164,2,4164_powder_container_2_liter,,AMPROVED,gold_export/parts/4164_powder_container_2_liter.step,matched_existing,vendor_component,Part__Feature1740,4164_powder_container_2_liter,,1,,
393,4170,3,4170_powder_chute,,,gold_export/parts/4170_powder_chute.step,matched_existing,part,_4170_powder_chute,4170_powder_chute,,1,,
394,9111,8,9111_foot,,,gold_export/parts/9111_foot.step,matched_existing,part,Part__Feature2168,9111_foot,,1,,
395,9112,4,9112_base_plate_120x80x10_M20,,,gold_export/parts/9112_base_plate_120x80x10_M20.step,matched_existing,part,Part__Feature2169,9112_base_plate_120x80x10_M20,,1,,
396,41210,2,41210_bearing_SKF_61905-2RS1,SKF_61905-2RS1,SKF,gold_export/parts/41210_bearing_SKF_61905-2RS1.step,matched_existing,vendor_component,_41210_bearing_SKF_61905_2RS1,41210_bearing_SKF_61905-2RS1,,1,,
397,41511,1,41511_part_1,1 motor 80MPD1.300S000-01: part,B&R,gold_export/parts/41511_part_1.step,matched_existing,vendor_component,Part__Feature1724,41511_part_1,,1,,
398,41512,1,41512_part_2,2,B&R,gold_export/parts/41512_part_2.step,matched_existing,vendor_component,Part__Feature1725,41512_part_2,,1,,
399,41521,1,41521_gearbox,8GP40_060__016S2J2_1,B&R,gold_export/parts/41521_gearbox.step,matched_existing,vendor_component,Part__Feature1726,41521_gearbox,,1,,
400,41611,6,41611_valve_part_1,_aisi_316l-1_4404_-_epdm: part 1 valve sv04_din_cc_dn40_-,AMPROVED,gold_export/parts/41611_valve_part_1.step,matched_existing,vendor_component,Part__Feature1729,41611_valve_part_1,,1,,
401,41612,6,41612_valve_part_2,_aisi_316l-1_4404_-_epdm: part 2 valve sv04_din_cc_dn40_-,AMPROVED,gold_export/parts/41612_valve_part_2.step,matched_existing,vendor_component,Part__Feature1730,41612_valve_part_2,,1,,
402,41613,6,41613_valve_part_3,_aisi_316l-1_4404_-_epdm: part 3,AMPROVED,gold_export/parts/41613_valve_part_3.step,matched_existing,vendor_component,Part__Feature1731,41613_valve_part_3,,1,,
